Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_001012.1,1618.9,4188.6,1253.3,1617.4,4008.7,1243.8,872.3,2189.6,970.0,1582.8,3948.8,1382.5,1368.7,3349.6,1438.3,1354.0,4386.2,937.1,1059.9,2648.3,1232.7,1122.4,2835.9,948.9,690.2,1910.0,906.4,1499.6518518518517,3284.8629629629627,1080.9407407407407,1573.1370370370369,3262.818518518519,1099.9851851851852,1284.7592592592594,2960.0777777777785,1215.462962962963,1479.2592592592594,3127.7111111111117,1180.7185185185185,1389.6962962962962,3009.0111111111114,1226.6814814814813,1304.037037037037,3445.177777777778,860.2296296296295,1272.1111111111113,2792.418518518519,1249.288888888889,1290.3629629629634,2845.6333333333337,1028.9703703703703,996.6814814814816,2534.1333333333337,1092.914814814815
XP_016870809.1,426.9,994.3,1973.7,432.0,948.6,1962.8,338.9,775.3,1644.1,433.3,950.5,1944.3,497.5,1077.8,2297.3,386.3,987.0,1910.1,396.9,864.9,1948.2,438.2,935.2,2150.2,352.0,818.7,2162.8,369.61851851851856,804.0518518518517,1641.6148148148145,390.925925925926,804.0518518518517,1696.6888888888886,464.2777777777778,1011.2296296296294,2052.9111111111106,380.311111111111,777.5,1661.774074074074,455.7,958.7518518518518,1991.711111111111,352.29629629629636,777.5,1626.825925925926,442.72222222222223,918.6555555555556,1954.6518518518515,464.2777777777778,939.0518518518517,2194.5592592592593,502.90740740740745,1079.0481481481484,2498.2481481481477
NP_689953.1,80.9,582.5,573.0,70.7,605.8,549.3,60.2,479.5,468.8,76.9,545.8,533.8,72.9,629.8,623.4,67.7,569.8,495.1,66.3,556.8,592.4,73.6,666.7,532.2,80.4,809.3,642.4,71.38148148148147,467.4185185185186,539.6481481481482,67.04814814814814,520.7185185185185,539.6481481481482,78.65185185185184,613.8925925925926,603.1333333333334,73.41481481481482,452.69259259259263,506.5851851851851,67.04814814814814,542.974074074074,569.5925925925926,69.27407407407408,442.72222222222223,465.7370370370371,76.6962962962963,575.4444444444443,652.3148148148148,89.64444444444443,648.9925925925926,587.7370370370371,117.04814814814814,1064.6555555555553,813.3740740740742
NP_001317629.1,2569.5,834.8,2004.1,2371.5,816.0,1851.1,2014.7,588.3,1299.1,2620.6,782.1,1990.8,2935.9,858.9,2074.8,2692.6,839.1,2163.5,2183.9,623.0,1542.0,2315.2,740.0,1552.5,1952.6,668.4,1235.5,2493.577777777778,672.9851851851853,1679.7888888888886,2394.5333333333333,693.4518518518519,1598.0925925925924,3196.9333333333325,750.333333333333,1605.7592592592594,2544.996296296296,639.3296296296298,1709.6074074074074,3086.1999999999994,736.762962962963,1772.8925925925926,2596.0296296296297,650.7444444444445,1885.6296296296296,2722.2740740740733,644.2962962962962,1569.5296296296294,2739.2740740740733,714.8777777777779,1595.2518518518516,3081.3333333333326,889.2740740740743,1481.4666666666667
NP_001006.1,3633.4,1704.0,4533.8,3225.6,1513.0,4313.0,2455.3,988.5,3050.7,3504.9,1305.2,4463.0,3440.5,1551.8,4027.8,3600.2,1131.7,3947.0,3114.7,1297.1,3803.2,2619.2,892.1,3623.5,2530.6,999.6,3037.2,3648.733333333333,1422.874074074074,3742.4814814814813,3315.603703703703,1309.414814814815,3665.7814814814806,3928.5296296296297,1335.251851851852,3792.681481481482,3414.833333333334,1071.822222222222,3692.1666666666665,3656.925925925925,1409.862962962963,3436.7296296296295,3648.733333333333,916.5481481481484,3307.255555555555,3873.925925925926,1416.6925925925925,3709.1074074074068,3251.65925925926,882.5888888888886,3665.7814814814806,4223.948148148148,1343.2185185185185,3582.722222222222
NP_055984.1,1171.6,2539.0,7718.6,1056.3,2386.9,6718.5,766.1,1339.1,3567.9,1038.0,2592.0,7346.9,1062.4,2122.8,5502.3,813.8,2199.5,5318.7,930.6,1704.1,4697.6,778.5,1786.8,4320.3,854.2,1108.8,3656.3,1082.7407407407409,2056.537037037037,6126.851851851852,1013.0740740740744,2003.4296296296293,5559.6814814814825,1115.9592592592594,1769.0370370370374,4480.951851851852,962.3999999999999,2097.7074074074076,5897.548148148147,1023.4481481481479,1894.1481481481476,4634.274074074074,739.8111111111111,1772.8925925925926,4410.085185185185,1089.0888888888892,1845.1518518518521,4665.074074074075,867.0074074074078,1802.6222222222225,4434.829629629629,1284.7592592592594,1499.6518518518517,4272.177777777778
NP_000966.2,722.2,1752.5,101.0,661.7,1752.5,90.9,355.0,962.5,51.3,717.9,1819.0,100.5,567.5,1500.6,81.3,798.2,2211.0,127.4,433.4,1148.4,64.6,509.4,1361.4,72.6,304.2,909.3,50.6,639.3296296296298,1454.3555555555556,102.3,624.7222222222224,1520.751851851852,94.65555555555555,478.27037037037036,1293.5851851851853,71.38148148148147,637.7518518518517,1511.4,107.96296296296298,517.7444444444444,1343.2185185185185,81.97407407407407,724.4296296296297,1782.7407407407404,134.94074074074075,481.1185185185184,1223.7111111111112,76.6962962962963,544.4518518518519,1392.3592592592588,98.84444444444443,429.3925925925926,1199.8481481481483,80.76666666666667
NP_057191.2,814.7,756.2,774.6,889.4,765.5,779.0,625.6,597.9,694.4,962.7,821.7,825.4,1085.6,931.9,1091.5,1121.9,948.4,980.5,865.4,683.9,801.3,1065.0,751.3,768.3,761.2,590.3,726.7,746.0629629629628,620.8444444444444,714.8777777777779,862.4333333333334,637.7518518518517,731.474074074074,878.3111111111112,758.5037037037038,870.1962962962963,889.2740740740743,669.2074074074072,767.8481481481482,1057.2666666666669,789.4000000000001,935.2407407407408,1079.0481481481484,738.3444444444444,901.0703703703707,1013.0740740740744,705.4740740740742,850.8888888888888,1241.3555555555558,724.4296296296297,852.9222222222224,1148.451851851852,758.5037037037038,909.5666666666667
XP_005246698.1,1527.2,1411.7,1073.2,1421.3,1330.9,1007.4,1042.9,819.9,828.3,1341.4,1418.6,1034.0,1439.6,1189.4,1209.4,1460.8,1314.4,805.6,1505.0,1390.6,1520.0,2234.0,2456.7,2024.4,2442.3,1384.7,1710.1,1419.8037037037036,1155.8666666666666,942.6740740740742,1380.9703703703703,1148.451851851852,920.274074074074,1583.4333333333334,1079.0481481481484,1023.4481481481479,1238.5148148148148,1180.7185185185185,939.0518518518517,1467.425925925926,1076.3407407407408,1027.7962962962965,1434.8037037037036,1064.6555555555553,762.4851851851852,1848.5592592592589,1494.233333333333,1542.0555555555559,2607.9703703703703,2463.796296296296,2084.525925925926,4014.633333333334,1874.9185185185183,1970.411111111111
XP_005271527.1,527.5,1597.4,303.4,545.4,1515.2,303.3,302.7,1045.3,185.8,540.6,1618.6,304.2,538.9,1752.1,323.6,515.1,1899.7,355.5,464.2,1450.0,264.7,686.2,1950.4,341.1,409.7,1607.5,256.0,452.69259259259263,1335.251851851852,284.7962962962963,492.5518518518519,1311.5,300.25555555555553,401.562962962963,1422.874074074074,237.3296296296296,467.4185185185186,1347.8481481481479,299.44074074074075,484.4259259259258,1575.5407407407406,293.94074074074075,475.11851851851856,1548.4037037037037,353.7925925925926,517.7444444444444,1563.9000000000005,301.47777777777776,748.3,1944.9333333333338,393.3962962962963,587.7370370370371,2173.592592592592,341.7925925925926
XP_005264337.1,1340.7,2626.3,1113.8,1612.1,2651.0,1208.0,1038.7,2391.4,953.5,1502.0,2868.2,1264.1,1573.5,3830.2,1585.7,1448.6,3083.9,1174.1,968.5,2658.2,1127.9,1003.7,2571.8,1149.9,750.8,2011.8,889.1,1249.288888888889,2125.5000000000005,988.3962962962962,1569.5296296296294,2242.659259259259,1082.7407407407409,1577.8592592592593,3190.8111111111116,1180.7185185185185,1409.862962962963,2333.4777777777776,1107.8185185185184,1591.3,3422.9740740740735,1335.251851851852,1419.8037037037036,2454.6703703703706,1050.9,1145.725925925926,2814.3333333333335,1148.451851851852,1155.8666666666666,2553.5,1226.6814814814813,1123.2037037037037,2664.025925925925,1071.822222222222
NP_003121.1,1170.2,222.6,2709.4,1149.5,213.2,2745.0,731.7,97.0,1950.7,1157.5,234.5,2699.6,980.2,154.5,2697.3,953.8,138.2,2141.2,879.6,145.5,2512.9,1010.0,179.0,2528.2,867.4,103.2,2771.3,1079.0481481481484,174.6962962962963,2287.5296296296297,1115.9592592592594,171.03333333333333,2337.5851851851853,1055.2814814814815,101.28888888888889,2454.6703703703706,1076.3407407407408,182.9925925925926,2296.1888888888884,928.5703703703703,110.94074074074072,2296.1888888888884,916.5481481481484,97.98518518518519,1871.1703703703708,1031.0222222222221,134.94074074074075,2509.6444444444446,1166.7518518518516,167.61851851851847,2624.8518518518517,1301.8777777777775,117.04814814814814,3245.4518518518516
XP_005247870.2,1943.0,2079.9,2099.5,1906.2,1920.9,1991.9,1453.5,1169.3,1343.4,1955.6,2087.1,2114.5,2046.7,1863.4,2174.6,1946.8,1943.1,2411.4,1642.9,1542.2,1643.9,1689.1,1536.5,1537.9,1347.7,1032.0,1307.4,1848.5592592592589,1665.0777777777778,1758.2296296296297,1901.1962962962962,1634.3222222222223,1725.4851851851852,2220.233333333333,1567.4666666666662,1651.874074074074,1855.159259259259,1700.285185185185,1827.8370370370374,2101.592592592592,1671.2111111111114,1866.9037037037037,1866.9037037037037,1569.5296296296294,2067.685185185185,2003.4296296296293,1655.0037037037036,1661.774074074074,2006.5740740740741,1558.0370370370367,1583.4333333333334,2059.7074074074076,1383.7518518518516,1567.4666666666662
NP_001231513.1,6705.0,9954.8,8319.5,6699.9,9905.5,9050.4,3742.6,5566.2,6092.4,6802.0,9892.9,8339.6,5447.5,7953.5,8778.1,5752.0,7898.6,7523.3,4225.1,6391.1,6805.0,4344.6,6550.5,6687.4,3289.4,5010.3,5927.2,6659.607407407405,7677.655555555555,6558.155555555555,7328.025925925925,7906.703703703703,7525.499999999999,6578.985185185184,7567.207407407408,7298.955555555555,6949.225925925925,7640.437037037038,6704.52962962963,6329.955555555554,7035.2555555555555,7117.7148148148135,6172.507407407406,6172.507407407406,6090.9111111111115,5706.581481481481,6628.914814814816,6558.155555555555,5706.581481481481,6558.155555555555,6704.52962962963,5559.6814814814825,6727.840740740741,6628.914814814816
NP_001783.2,469.5,319.5,1186.4,450.3,282.5,1088.1,344.1,201.5,590.6,427.7,278.4,1088.5,441.2,237.3,869.2,385.2,271.6,1039.6,364.8,224.8,713.4,329.7,229.2,653.2,305.3,187.4,511.4,401.562962962963,251.7407407407407,1038.251851851852,407.05925925925936,232.88518518518518,996.6814814814816,468.84074074074084,237.3296296296296,760.4777777777776,375.237037037037,218.86666666666667,982.3888888888888,400.09259259259255,196.5185185185186,781.2407407407409,350.5037037037037,211.36666666666665,939.0518518518517,401.562962962963,226.0962962962963,767.8481481481482,348.71111111111117,217.80740740740745,741.6074074074075,434.10740740740744,244.29999999999995,664.6629629629629
NP_057225.2,1156.0,1358.1,1366.5,1167.9,1268.2,1181.3,836.5,1029.1,953.6,1180.8,1238.3,1227.2,1074.8,1344.9,1333.2,1126.1,1319.2,1140.9,936.2,1150.1,1220.8,988.0,1113.9,1068.1,804.3,1066.7,1085.6,1069.4925925925927,1102.8666666666663,1155.8666666666666,1137.5185185185185,1089.0888888888892,1062.3333333333333,1236.588888888889,1402.5333333333338,1183.062962962963,1105.2148148148149,1020.2666666666665,1084.8555555555556,1038.251851851852,1212.4222222222224,1133.337037037037,1089.0888888888892,1069.4925925925927,1027.7962962962965,1099.9851851851852,1234.3814814814814,1226.6814814814813,1131.7481481481482,1113.285185185185,1143.2777777777776,1212.4222222222224,1434.8037037037036,1301.8777777777775
NP_067038.1,111.6,2328.7,2043.2,91.2,2184.6,2252.0,84.4,1402.4,1502.5,95.2,2245.6,2005.5,91.0,2048.3,2042.7,82.3,2224.2,1642.2,74.3,1672.4,1719.1,84.4,1821.9,1599.5,77.0,1519.8,1552.1,101.28888888888889,1848.5592592592589,1700.285185185185,91.77777777777777,1830.3740740740743,1941.155555555555,110.94074074074072,1845.1518518518521,1871.1703703703708,92.69259259259258,1802.6222222222225,1725.4851851851852,89.64444444444443,1814.9962962962964,1750.8259259259264,81.97407407407407,1793.7185185185187,1413.144444444445,88.46666666666667,1814.9962962962964,1722.1296296296296,100.33703703703704,1830.3740740740743,1661.774074074074,111.87037037037038,2076.3814814814814,1841.896296296296
NP_001107563.1,1035.3,731.7,933.2,990.7,777.1,848.9,705.9,576.3,634.1,1055.4,820.6,883.4,1097.0,848.7,960.1,1188.2,882.9,1117.7,837.3,692.3,713.7,867.6,833.7,685.3,619.9,657.5,531.1,957.3555555555556,598.0296296296295,841.4296296296296,954.837037037037,652.3148148148148,799.0703703703701,1002.8999999999999,728.7555555555556,815.6740740740739,978.337037037037,668.1185185185187,806.2111111111111,1080.9407407407407,727.4999999999999,849.1703703703703,1145.725925925926,684.1370370370371,1002.8999999999999,984.2666666666667,714.8777777777779,769.3185185185185,982.3888888888888,802.9740740740739,766.637037037037,901.0703703703707,874.4148148148146,678.648148148148
NP_002783.1,1216.7,2093.8,2478.6,1286.6,2020.3,2340.2,865.8,1083.3,1271.9,1137.6,2112.0,2316.9,1259.1,1761.5,1945.0,876.8,2199.5,2952.5,1110.2,1565.5,1665.8,917.2,1697.6,1900.7,880.8,1094.4,1369.3,1143.2777777777776,1685.9925925925927,2117.0185185185182,1245.1074074074072,1685.9925925925927,2035.3814814814814,1275.3703703703704,1459.4148148148145,1563.9000000000005,1055.2814814814815,1712.6999999999998,2006.5740740740741,1241.3555555555558,1587.5407407407401,1661.774074074074,806.2111111111111,1772.8925925925926,2493.577777777778,1329.788888888889,1679.7888888888886,1677.1333333333334,1055.2814814814815,1716.0185185185185,1962.9666666666662,1326.7444444444448,1481.4666666666667,1641.6148148148145
NP_001263218.1,404.5,2404.8,3085.7,368.8,2299.5,2927.9,289.6,1591.8,2147.4,411.3,2619.9,2920.9,385.0,2384.6,2998.5,461.5,3055.8,3143.7,426.2,2153.8,3113.6,375.0,2413.6,2713.8,255.3,1566.4,2180.5,353.7925925925926,1928.3629629629634,2624.8518518518517,340.2296296296296,1905.5148148148148,2520.774074074074,377.51111111111106,2094.662962962963,2670.7851851851847,359.4,2140.140740740741,2530.4740740740735,341.7925925925926,2076.3814814814814,2591.407407407408,410.51111111111106,2438.640740740741,2664.025925925925,475.11851851851856,2303.3555555555554,3081.3333333333326,398.28888888888895,2426.003703703704,2788.051851851851,353.7925925925926,2129.7259259259263,2526.3629629629636
NP_005309.1,2349.9,1871.0,2930.7,2334.8,1853.8,2902.0,1064.6,763.8,1647.3,2310.1,1714.9,2672.1,1747.5,1134.5,2200.2,2182.5,1243.8,2368.0,1676.0,1218.5,2232.9,1883.1,1298.2,2073.1,1643.3,975.2,2038.3,2271.2370370370368,1535.655555555556,2504.4777777777776,2353.7185185185185,1598.0925925925924,2493.577777777778,1631.3222222222223,998.6111111111112,2064.3740740740736,2216.2148148148153,1440.5481481481484,2271.2370370370368,1818.7259259259258,1015.6333333333333,1894.1481481481476,2117.0185185185182,1000.7592592592592,2027.9185185185183,2067.685185185185,1317.6629629629633,2242.659259259259,2242.659259259259,1326.7444444444448,2129.7259259259263,2559.3259259259253,1296.4111111111108,2346.037037037037
XP_016856104.1,78.1,675.1,36.9,79.6,585.6,38.0,59.9,365.9,23.9,82.3,630.6,36.9,82.7,551.4,33.6,79.8,624.6,48.2,66.3,501.1,31.4,62.9,524.9,31.2,54.4,337.5,24.4,69.27407407407408,552.2407407407409,38.68518518518518,77.63703703703703,506.5851851851851,42.60370370370371,77.63703703703703,464.2777777777778,35.1962962962963,83.22592592592592,526.2333333333333,41.840740740740735,75.61111111111111,478.27037037037036,33.68518518518518,80.76666666666667,510.69259259259263,56.75555555555555,76.6962962962963,520.7185185185185,40.95185185185184,72.64814814814815,522.137037037037,43.44814814814816,78.65185185185184,447.6666666666668,38.68518518518518
NP_001309363.1,158.8,1503.3,1963.8,145.0,1318.2,1856.6,61.2,728.9,1208.5,127.3,1362.8,1547.2,96.3,993.9,1543.1,99.2,1182.4,1797.4,70.4,815.9,1224.4,78.4,895.7,1224.4,42.7,581.8,1187.6,145.9296296296296,1238.5148148148148,1631.3222222222223,139.30370370370372,1128.2777777777778,1605.7592592592594,81.97407407407407,957.3555555555556,1479.2592592592594,125.61481481481484,1133.337037037037,1324.1666666666663,93.64074074074072,860.2296296296295,1301.8777777777775,96.84814814814817,954.837037037037,1532.0259259259258,84.19629629629632,857.1703703703706,1236.588888888889,95.7740740740741,893.3888888888891,1275.3703703703704,57.962962962962955,746.0629629629628,1452.037037037037
XP_024308587.1,466.9,753.5,638.1,481.2,791.0,695.5,443.2,746.1,755.1,492.3,846.1,724.1,604.6,1094.0,1128.2,576.8,1192.9,1343.3,462.9,720.9,744.0,450.2,723.0,699.5,374.9,581.3,740.7,398.28888888888895,619.0518518518519,594.9444444444445,432.41851851851857,659.7703703703702,668.1185185185187,601.2703703703703,976.9777777777776,942.6740740740742,431.0444444444446,691.4370370370372,693.4518518518519,550.6148148148148,973.9703703703703,965.803703703704,509.37777777777785,967.5333333333331,1180.7185185185185,514.2592592592592,754.7185185185185,792.9407407407408,476.6740740740741,705.4740740740742,779.3703703703702,526.2333333333333,743.9407407407407,914.6925925925927
NP_004049.3,1393.4,1660.5,319.2,1447.0,1729.0,305.3,858.0,966.2,184.8,1396.2,1655.8,315.2,1202.9,1379.5,278.3,1216.1,1217.5,274.1,1222.9,1352.6,227.2,2172.4,2103.6,343.1,2231.4,2161.3,267.6,1296.4111111111108,1392.3592592592588,301.47777777777776,1409.862962962963,1499.6518518518517,302.70000000000005,1266.8296296296294,1301.8777777777775,233.9925925925926,1317.6629629629633,1373.6851851851852,310.5037037037037,1187.2666666666669,1234.3814814814814,257.137037037037,1183.062962962963,985.937037037037,277.71481481481476,1485.9370370370368,1457.4740740740735,252.6703703703704,2534.1333333333337,2101.592592592592,400.09259259259255,3557.9851851851854,2925.52962962963,355.0
NP_057396.1,1852.7,2835.2,2667.4,1550.7,2667.2,2420.6,1027.2,1420.2,1566.0,1817.1,2530.6,2479.8,1409.3,1961.3,2221.1,1576.5,2433.9,2492.4,1168.1,1572.8,1929.0,1202.8,1593.6,1979.9,872.3,1178.1,1516.9,1737.8074074074077,2283.277777777778,2262.2296296296295,1517.5888888888892,2271.2370370370368,2094.662962962963,1558.0370370370367,1871.1703703703708,1944.9333333333338,1712.6999999999998,2027.9185185185183,2125.5000000000005,1428.4407407407407,1754.5444444444443,1905.5148148148148,1545.5148148148148,1981.8740740740743,2129.7259259259263,1409.862962962963,1683.0740740740735,1932.122222222222,1422.874074074074,1608.362962962963,2031.9814814814815,1315.2148148148149,1587.5407407407401,1793.7185185185187
NP_001005360.1,1925.1,2534.2,4107.6,1823.9,2501.7,3937.7,1018.7,1657.7,3357.8,2303.3,2621.5,4056.6,1859.9,2724.4,4814.8,2272.3,2865.0,4850.1,1555.9,2219.8,3770.4,1760.6,2369.1,3792.4,1054.9,1782.3,3523.2,1827.8370370370374,2043.7,3455.248148148148,1789.7592592592598,2088.4814814814818,3373.655555555556,1548.4037037037037,2183.3333333333335,4166.862962962962,2199.307407407407,2144.5703703703707,3464.640740740741,1948.1740740740743,2361.211111111111,4062.744444444444,2216.2148148148153,2303.3555555555554,4053.159259259259,1917.3370370370365,2382.185185185185,3684.4666666666662,2084.525925925926,2378.9148148148142,3801.0370370370365,1615.3592592592593,2382.185185185185,4136.055555555557
NP_066932.1,7330.1,2725.6,3383.3,6094.8,2679.1,2991.2,2949.7,1327.8,1348.6,7042.2,2726.6,2975.4,4295.5,1778.6,2220.8,4503.8,2375.1,2240.6,5639.4,2223.3,2750.7,5098.0,2196.4,2256.2,2397.7,1080.9,1197.4,7463.892592592593,2216.2148148148153,2832.1629629629633,6506.585185185185,2287.5296296296297,2585.9888888888895,5079.8,1748.0370370370367,1667.7481481481477,7197.34074074074,2220.233333333333,2559.3259259259253,4808.525925925926,1601.888888888889,1901.1962962962962,4546.270370370372,1928.3629629629634,1921.3407407407403,7525.499999999999,2390.1888888888893,2715.640740740741,6659.607407407405,2183.3333333333335,2291.4592592592594,3860.4777777777786,1459.4148148148145,1459.4148148148145
NP_001269373.1,1468.6,1324.4,3243.5,1275.5,1164.4,2961.8,743.2,669.4,1920.4,1442.2,1288.8,3127.3,1079.7,998.8,2757.7,1431.7,1213.7,2952.7,980.3,986.9,2802.3,1040.2,980.4,2573.8,696.8,624.7,1811.2,1358.3000000000002,1067.237037037037,2739.2740740740733,1236.588888888889,982.3888888888888,2544.996296296296,1084.8555555555556,843.5481481481482,2390.1888888888893,1345.1444444444444,1057.2666666666669,2688.4481481481484,1048.5962962962965,874.4148148148146,2361.211111111111,1402.5333333333338,982.3888888888888,2498.2481481481477,1159.2888888888888,1043.3000000000002,2754.1370370370373,1199.8481481481483,990.2518518518516,2654.703703703703,1002.8999999999999,822.8592592592593,2076.3814814814814
NP_001186913.1,1494.4,2549.7,1749.1,1480.7,2450.7,1755.0,950.5,1775.3,1529.0,1567.7,2809.1,1866.2,1696.8,2733.1,2311.2,1683.1,2671.2,1918.4,912.1,2028.0,1451.2,842.8,2048.2,1311.1,507.0,1332.1,1121.1,1380.9703703703703,2064.3740740740736,1426.5185185185185,1454.3555555555556,2043.7,1473.5666666666668,1419.8037037037036,2378.9148148148142,1917.3370370370365,1467.425925925926,2287.5296296296297,1587.5407407407401,1750.8259259259264,2373.6111111111113,2003.4296296296293,1655.0037037037036,2159.785185185185,1631.3222222222223,1069.4925925925927,2183.3333333333335,1476.4444444444443,939.0518518518517,2048.5444444444443,1350.0185185185187,736.762962962963,1798.8370370370374,1361.4148148148147
NP_057068.1,1817.5,981.0,191.7,1683.2,1066.4,187.7,1283.2,581.9,152.0,1805.6,1164.6,198.1,1780.1,962.0,221.7,1754.9,1172.6,174.1,1537.2,779.6,207.1,1450.9,926.9,158.8,1231.4,573.3,136.8,1705.6814814814813,792.9407407407408,178.0407407407407,1645.5259259259258,909.5666666666667,187.8148148148148,1991.711111111111,746.0629629629628,196.5185185185186,1700.285185185185,948.9037037037037,192.1259259259259,1855.159259259259,828.6666666666666,197.79629629629633,1705.6814814814813,942.6740740740742,184.1777777777778,1885.6296296296296,818.1962962962963,228.98888888888894,1741.6814814814818,928.5703703703703,187.8148148148148,1851.4407407407407,736.762962962963,176.91851851851857
NP_001032752.1,2238.8,1755.3,8173.7,2216.8,1662.8,8308.6,1114.1,1018.1,5313.3,2054.6,1707.3,7628.3,1647.7,1337.1,6941.6,2151.4,1638.2,7482.7,1469.3,1190.7,6326.3,1532.4,1272.1,6129.5,1258.7,941.6,5674.8,2137.6296296296296,1459.4148148148145,6449.129629629631,2216.2148148148153,1428.4407407407407,6887.244444444445,1725.4851851851852,1380.9703703703703,6506.585185185185,1962.9666666666662,1434.8037037037036,6113.651851851851,1685.9925925925927,1199.8481481481483,5817.214814814814,2072.014814814815,1337.9296296296297,6063.992592592592,1802.6222222222225,1284.7592592592594,6172.507407407406,1837.403703703704,1299.185185185185,5941.9,1905.5148148148148,1249.288888888889,6300.255555555555
NP_004392.1,3405.5,2977.0,1347.7,3204.4,3022.1,1351.0,1921.4,1664.7,1132.6,3162.6,3048.1,1317.9,2799.9,2459.1,1457.6,2751.0,3057.8,1394.4,2163.6,1887.5,1239.5,2054.2,1984.7,1112.2,1522.3,1407.2,1356.4,3325.2000000000003,2382.185185185185,1145.725925925926,3291.48888888889,2526.3629629629636,1178.5666666666668,3036.744444444444,2199.307407407407,1406.1037037037038,3094.007407407407,2459.4666666666662,1145.725925925926,2904.496296296296,2159.785185185185,1247.2074074074073,2705.1296296296296,2440.814814814815,1217.4555555555557,2688.4481481481484,2015.9481481481478,1255.8629629629631,2415.644444444444,1970.411111111111,1192.7703703703703,2328.5962962962963,1917.3370370370365,1623.6629629629626
NP_001527.3,507.0,145.8,1606.5,425.8,119.7,1355.1,362.9,94.6,1290.3,433.6,118.8,1449.8,599.4,163.0,1995.1,318.1,92.1,1357.2,449.6,125.5,1677.3,361.1,96.0,1238.5,333.7,98.1,1343.8,427.8666666666667,104.08148148148148,1326.7444444444448,387.185185185185,92.69259259259258,1183.062962962963,491.025925925926,97.98518518518519,1598.0925925925924,382.02592592592595,90.67407407407407,1245.1074074074072,547.8407407407407,119.84074074074076,1705.6814814814813,296.6962962962963,69.27407407407408,1185.9037037037035,494.6444444444445,110.94074074074072,1689.144444444445,389.2666666666667,84.19629629629632,1287.385185185185,476.6740740740741,108.85555555555554,1601.888888888889
NP_001180500.1,1229.2,540.5,411.3,1061.3,503.5,379.6,852.2,367.9,267.8,1154.8,527.4,358.5,1078.6,502.0,368.3,1086.5,462.3,275.8,1140.0,449.0,408.0,1064.6,444.8,324.3,1114.0,432.8,342.7,1161.8481481481479,427.8666666666667,390.925925925926,1017.1925925925926,424.76666666666654,376.6333333333333,1255.8629629629631,465.7370370370371,363.29629629629625,1071.822222222222,432.41851851851857,347.0333333333333,1043.3000000000002,436.6814814814815,341.7925925925926,1028.9703703703703,363.29629629629625,281.6962962962963,1363.2666666666667,472.762962962963,460.0370370370371,1238.5148148148148,431.0444444444446,380.311111111111,1685.9925925925927,557.7444444444444,453.9555555555556
NP_001229820.1,1534.6,3824.9,5445.7,1486.7,3618.1,5525.5,1364.9,2596.6,3738.7,1571.9,4012.1,5807.6,2034.6,3852.7,5984.0,2205.9,4788.1,8800.8,1579.2,2906.8,4342.5,1341.3,3273.2,4827.1,1361.0,2264.2,3414.0,1426.5185185185185,3029.259259259259,4448.9740740740735,1461.5962962962963,3001.3555555555563,4634.274074074074,2088.4814814814818,3505.4370370370366,4688.562962962962,1473.5666666666668,3172.6851851851857,4838.04074074074,2091.818518518518,3445.177777777778,5014.3370370370385,2137.6296296296296,3726.0925925925926,7035.2555555555555,1941.155555555555,3049.259259259259,4321.437037037038,1608.362962962963,3284.8629629629627,4808.525925925926,2081.4074074074074,3094.007407407407,3982.825925925926
