Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_001687.1,2239.2,1923.5,1769.1,2344.8,1774.1,1676.7,1528.7,1004.3,1128.5,2395.9,2133.3,1956.8,2100.2,1441.0,1527.6,2368.4,2076.3,1882.0,1945.8,1283.5,1360.2,2006.2,1464.2,1443.5,1566.7,908.8,959.6,2140.140740740741,1575.5407407407406,1459.4148148148145,2369.5185185185187,1535.655555555556,1395.2629629629625,2353.7185185185185,1356.2444444444443,1397.077777777778,2287.5296296296297,1734.5629629629634,1665.0777777777778,2144.5703703703707,1293.5851851851853,1287.385185185185,2337.5851851851853,1685.9925925925927,1605.7592592592594,2390.1888888888893,1395.2629629629625,1363.2666666666667,2350.4666666666667,1485.9370370370368,1488.9259259259254,2390.1888888888893,1197.4703703703703,1151.0037037037036
NP_001164218.1,3094.7,2140.7,1706.3,3093.7,2080.1,1265.3,2164.7,1315.5,500.6,3074.1,2121.0,1365.4,2995.3,1896.7,907.5,3269.8,2292.4,1108.7,2448.7,1555.8,578.7,2177.6,1461.9,493.4,1931.5,1220.4,307.0,2973.6666666666665,1731.6185185185188,1389.6962962962962,3178.562962962963,1741.6814814814818,1125.9444444444446,3464.640740740741,1741.6814814814818,648.9925925925926,3009.0111111111114,1716.0185185185185,1166.7518518518516,3172.6851851851857,1700.285185185185,810.037037037037,3277.0777777777785,1830.3740740740743,992.4851851851853,3086.1999999999994,1667.7481481481477,631.9333333333333,2540.322222222222,1481.4666666666667,547.8407407407407,3056.7925925925924,1638.3444444444442,404.26666666666665
NP_004823.1,1212.0,1542.7,1080.9,1329.5,1535.7,1122.9,973.9,1194.8,917.7,1218.6,1564.5,1285.3,1369.6,1528.9,1555.1,1113.5,1488.8,899.2,1233.2,1390.9,1611.5,1356.5,1565.2,1182.4,1375.5,1368.5,1270.4,1135.1185185185186,1284.7592592592594,953.2111111111111,1284.7592592592594,1329.788888888889,1017.1925925925926,1473.5666666666668,1612.314814814815,1137.5185185185185,1135.1185185185186,1306.9888888888886,1120.8185185185184,1392.3592592592588,1377.5333333333338,1309.414814814815,1067.237037037037,1205.696296296296,839.1962962962963,1508.6407407407405,1497.5962962962965,1631.3222222222223,1623.6629629629626,1583.4333333333334,1249.288888888889,2105.7074074074076,1855.159259259259,1517.5888888888892
NP_001019.1,3544.4,3612.4,4035.8,3541.3,3482.1,3889.8,2125.3,2198.5,2292.3,3553.7,3589.9,4199.9,3004.1,3199.8,3523.8,3319.3,3465.6,2991.0,2714.7,2902.7,3229.6,2868.0,2912.5,3008.2,2109.4,2153.6,2199.0,3524.32962962963,2856.9111111111106,3394.277777777778,3648.733333333333,2892.392592592592,3299.233333333333,3400.944444444444,2967.774074074074,2839.5481481481484,3476.8407407407417,2839.5481481481484,3552.0148148148146,3196.9333333333325,2832.1629629629633,2973.6666666666665,3325.2000000000003,2765.7185185185176,2530.4740740740735,3407.5814814814808,3042.918518518519,3162.944444444445,3631.8925925925937,2904.496296296296,3069.1111111111118,3355.82962962963,2892.392592592592,2544.996296296296
NP_001291414.1,511.3,557.5,751.7,474.4,570.2,675.5,368.1,378.2,476.6,431.5,615.4,697.5,451.3,476.5,635.5,404.2,521.3,479.1,419.4,454.9,546.7,380.5,484.8,539.5,465.7,394.7,464.4,434.10740740740744,440.5629629629629,684.1370370370371,426.71851851851847,484.4259259259258,646.4444444444446,497.22592592592594,478.27037037037036,617.1444444444445,379.21111111111117,508.3777777777777,663.3,410.51111111111106,420.2148148148149,580.5777777777778,367.76666666666665,407.05925925925936,449.9888888888888,465.7370370370371,474.1592592592593,604.9925925925925,404.26666666666665,479.5925925925926,596.3444444444444,668.1185185185187,512.5296296296298,601.2703703703703
NP_612361.1,197.5,155.8,255.0,197.9,154.3,222.5,155.7,139.3,208.0,211.1,166.4,248.1,209.9,150.4,243.6,200.9,201.2,214.4,168.6,137.1,220.2,147.0,154.8,194.2,145.2,120.2,229.9,184.1777777777778,117.04814814814814,231.7555555555555,191.0851851851852,118.94814814814816,220.8037037037037,210.1888888888889,155.4925925925926,266.7592592592593,196.5185185185186,127.95185185185186,245.63333333333333,200.30740740740745,107.96296296296298,218.86666666666667,191.0851851851852,145.9296296296296,215.19259259259258,187.8148148148148,123.14074074074075,244.29999999999995,161.6814814814815,133.43703703703704,226.0962962962963,198.75925925925927,139.30370370370372,295.5037037037037
NP_001001563.2,3176.8,2140.0,865.3,2893.8,1973.3,819.3,1645.0,1252.9,536.4,3037.3,2208.1,854.2,2642.9,1848.0,868.4,2993.4,2318.6,994.5,2137.5,1437.7,685.8,2665.0,1855.8,791.7,1568.4,1115.1,564.3,3081.3333333333326,1729.1814814814818,775.6222222222221,2932.296296296296,1658.7962962962965,771.8851851851852,2530.4740740740735,1671.2111111111114,703.8074074074075,2987.0333333333338,1775.2703703703705,791.5444444444446,2733.1,1658.7962962962965,779.3703703703702,3062.2185185185185,1859.9222222222224,909.5666666666667,2676.755555555556,1545.5148148148148,739.8111111111111,3315.603703703703,1874.9185185185183,874.4148148148146,2399.0444444444447,1505.066666666667,711.4888888888888
NP_060654.1,2127.1,1025.6,475.2,2110.4,995.1,455.5,1545.4,697.4,344.1,2176.1,1077.1,519.1,2179.3,966.2,463.8,2156.6,1182.5,551.0,1682.2,756.7,383.3,1851.3,888.7,439.8,1669.5,691.9,322.5,2024.0555555555559,839.1962962962963,442.72222222222223,2117.0185185185182,837.7851851851855,444.91481481481475,2390.1888888888893,907.5444444444445,449.9888888888888,2072.014814814815,870.1962962962963,497.22592592592594,2249.8037037037034,837.7851851851855,432.41851851851857,2084.525925925926,957.3555555555556,524.8666666666667,2088.4814814814818,799.0703703703701,436.6814814814815,2187.3518518518517,874.4148148148146,497.22592592592594,2620.144444444444,930.9185185185185,427.8666666666667
NP_005582.1,256.6,237.9,1430.4,211.8,217.8,1334.5,180.7,157.4,878.7,241.8,238.8,1505.0,216.9,197.7,1295.0,254.8,262.9,1706.3,177.0,149.6,1039.7,206.3,186.8,1215.0,152.4,135.8,927.6,238.87037037037038,189.1962962962963,1208.7814814814815,206.037037037037,175.9481481481482,1159.2888888888888,244.29999999999995,185.27037037037042,1089.0888888888892,228.98888888888894,185.27037037037042,1284.7592592592594,211.36666666666665,152.10000000000002,1099.9851851851852,235.86296296296302,201.5333333333334,1452.037037037037,202.53333333333333,140.35185185185185,1071.822222222222,228.98888888888894,176.91851851851857,1266.8296296296294,209.1407407407407,167.61851851851847,1110.7074074074073
XP_016871599.1,1182.3,578.9,624.9,1143.4,581.7,580.2,626.6,386.6,574.6,1074.0,671.7,614.5,851.4,654.8,838.7,507.3,790.3,796.4,590.7,521.7,705.0,1391.5,605.6,592.4,858.8,352.0,547.8,1092.914814814815,465.7370370370371,586.1148148148147,1110.7074074074073,502.90740740740745,575.4444444444443,880.6518518518518,491.025925925926,743.9407407407407,990.2518518518516,539.6481481481482,601.2703703703703,815.6740740740739,560.3185185185185,756.1370370370372,467.4185185185186,620.8444444444444,754.7185185185185,687.2777777777776,537.5703703703704,762.4851851851852,1651.874074074074,582.3777777777776,663.3,1293.5851851851853,467.4185185185186,697.3518518518517
NP_003906.2,668.4,595.4,1142.5,682.3,555.5,1127.3,513.0,466.8,585.8,690.4,607.6,1017.2,729.4,668.4,941.3,793.5,760.9,526.7,675.9,579.8,644.1,722.8,687.1,618.0,563.0,494.7,598.5,598.0296296296295,478.27037037037036,1013.0740740740744,642.8777777777779,475.11851851851856,1023.4481481481479,738.3444444444444,594.9444444444445,758.5037037037038,615.3296296296297,505.6407407407408,920.274074074074,687.2777777777776,577.0259259259259,837.7851851851855,719.9222222222223,610.2185185185185,500.3259259259259,771.8851851851852,601.2703703703703,709.7074074074075,791.5444444444446,672.9851851851853,703.8074074074075,800.7333333333333,634.1555555555555,758.5037037037038
NP_002892.1,250.0,748.3,2380.1,280.7,694.5,2479.9,224.2,505.3,1645.6,281.7,693.1,2120.9,339.1,635.0,2034.0,382.8,675.0,1849.4,301.7,690.2,2318.3,295.8,656.2,1983.5,280.2,637.0,2230.3,230.54814814814816,610.2185185185185,2031.9814814814815,265.31851851851854,586.1148148148147,2149.988888888889,295.5037037037037,648.9925925925926,2059.7074074074076,254.96296296296296,558.9777777777778,1833.9333333333334,303.9444444444445,548.948148148148,1737.8074074074077,347.0333333333333,555.9703703703703,1561.418518518518,316.8555555555555,713.148148148148,2346.037037037037,315.762962962963,636.1999999999999,2048.5444444444443,392.0962962962964,845.1481481481482,2591.407407407408
NP_036243.1,2109.4,1164.4,8690.5,2158.9,1150.3,8165.0,1494.2,752.2,5668.8,2393.2,1220.8,8596.8,2221.1,1111.4,9161.3,2957.2,1582.1,9018.6,1673.1,882.2,7704.9,1949.2,1028.8,7909.8,1422.2,679.9,6420.4,2015.9481481481478,946.4592592592592,6887.244444444445,2155.0407407407406,970.051851851852,6748.707407407409,2296.1888888888884,982.3888888888888,6887.244444444445,2283.277777777778,1002.8999999999999,6887.244444444445,2287.5296296296297,994.6444444444444,7390.218518518517,2995.977777777778,1296.4111111111108,7083.511111111113,2059.7074074074076,935.2407407407408,7255.451851851852,2308.0185185185182,1043.3000000000002,7677.655555555555,2187.3518518518517,905.3296296296294,7255.451851851852
XP_016872279.1,823.8,1250.7,583.5,863.1,1214.7,522.1,497.9,803.2,389.1,804.6,1162.5,477.7,715.3,1010.7,513.5,738.4,1073.0,352.8,573.4,799.6,314.3,620.5,856.9,320.0,460.2,671.0,283.8,758.5037037037038,1000.7592592592592,550.6148148148148,836.0148148148148,1027.7962962962965,506.5851851851851,711.4888888888888,1050.9,519.0037037037038,726.0814814814815,946.4592592592592,471.50740740740736,676.6148148148148,889.2740740740743,465.7370370370371,656.1370370370371,846.8962962962961,348.71111111111117,657.5814814814815,841.4296296296296,355.0,671.1037037037038,834.222222222222,375.237037037037,657.5814814814815,895.6074074074074,377.51111111111106
NP_060937.2,95.6,149.2,245.5,69.6,141.7,233.5,57.3,92.9,147.1,78.2,144.1,221.9,73.4,143.0,210.1,62.6,144.8,235.5,74.3,137.4,202.2,68.0,120.1,196.8,78.6,116.1,171.5,86.04814814814812,109.69999999999999,221.86666666666667,66.02592592592593,106.88148148148147,227.59259259259258,71.38148148148147,93.64074074074072,190.1259259259259,75.61111111111111,106.12962962962965,220.8037037037037,69.27407407407408,100.33703703703704,194.72222222222229,59.737037037037034,102.3,238.87037037037038,88.46666666666667,125.61481481481484,220.8037037037037,77.63703703703703,107.96296296296298,231.7555555555555,114.85555555555557,132.3222222222222,227.59259259259258
NP_003745.1,284.7,3201.0,1922.0,244.1,3138.6,2084.5,182.3,1848.1,1104.7,294.6,3226.3,2035.5,248.6,2957.2,1757.7,298.8,2944.6,2065.5,257.6,2660.2,1540.2,245.3,2478.7,1573.2,177.7,1883.6,1116.1,256.11111111111114,2553.5,1583.4333333333334,235.86296296296302,2613.0333333333333,1785.6407407407412,245.63333333333333,2474.044444444444,1361.4148148148147,262.5888888888889,2580.962962962963,1758.2296296296297,237.3296296296296,2591.407407407408,1494.233333333333,282.7111111111111,2350.4666666666667,1775.2703703703705,278.6962962962963,2820.125925925925,1563.9000000000005,264.0333333333333,2488.1777777777775,1623.6629629629626,237.3296296296296,2513.707407407407,1353.351851851852
NP_004452.1,165.6,1883.7,218.0,150.5,1735.9,205.4,90.5,1222.0,133.2,146.8,1883.8,181.0,119.8,1699.1,175.2,151.4,2050.6,247.6,94.0,1290.9,129.6,112.9,1419.8,148.7,72.2,1108.9,123.6,148.1962962962963,1548.4037037037037,206.037037037037,142.64444444444447,1505.066666666667,202.53333333333333,119.84074074074076,1631.3222222222223,174.6962962962963,139.30370370370372,1563.9000000000005,184.1777777777778,114.85555555555557,1538.8518518518522,163.1740740740741,144.00370370370368,1661.774074074074,251.7407407407407,107.96296296296298,1402.5333333333338,153.02222222222224,129.02962962962962,1449.062962962963,178.0407407407407,106.88148148148147,1502.3222222222223,166.18888888888887
NP_001271.1,2056.4,1255.2,818.6,2140.0,1188.7,771.0,873.2,708.0,475.1,1940.7,1471.5,671.1,1292.9,829.5,661.7,1545.1,1209.5,528.4,1114.1,830.1,631.9,1164.7,943.2,497.0,699.5,462.3,401.2,1967.2037037037042,1007.6185185185183,741.6074074074075,2144.5703703703707,1009.8851851851853,727.4999999999999,1287.385185185185,920.274074074074,612.1037037037038,1830.3740740740743,1236.588888888889,636.1999999999999,1287.385185185185,709.7074074074075,610.2185185185185,1520.751851851852,978.337037037037,504.1555555555555,1335.251851851852,874.4148148148146,689.2074074074073,1358.3000000000002,951.0259259259261,548.948148148148,1011.2296296296294,591.4666666666666,515.8925925925926
NP_001009552.1,2325.8,3327.4,220.9,2242.0,2878.3,212.2,1421.8,1780.5,112.2,2189.3,3223.4,198.2,2232.9,2788.5,187.4,2840.1,3517.1,205.5,1655.3,2160.5,132.3,1832.4,2543.5,132.9,1152.8,1528.2,99.7,2233.588888888889,2654.703703703703,207.8925925925926,2237.4592592592594,2410.0962962962967,214.1592592592592,2169.4407407407407,2399.0444444444447,152.10000000000002,2097.7074074074076,2576.418518518519,193.1222222222222,2291.4592592592594,2426.003703703704,170.06296296296298,2839.5481481481484,2803.107407407407,203.9148148148148,2024.0555555555559,2323.8074074074066,158.56296296296298,2164.4444444444443,2530.4740740740735,158.56296296296298,1744.6629629629633,2088.4814814814818,137.2296296296296
NP_002788.1,801.1,1775.8,1837.6,751.5,1748.8,1932.6,479.1,1091.5,1139.7,783.7,1793.0,2091.3,808.0,1738.8,1903.1,853.3,1888.7,1822.6,678.3,1517.6,1855.1,692.8,1728.0,1650.1,508.8,1212.1,1087.3,733.5592592592593,1467.425925925926,1520.751851851852,713.148148148148,1514.659259259259,1677.1333333333334,671.1037037037038,1476.4444444444443,1413.144444444445,699.0592592592593,1494.233333333333,1802.6222222222225,771.8851851851852,1561.418518518518,1618.4703703703703,779.3703703703702,1535.655555555556,1548.4037037037037,775.6222222222221,1631.3222222222223,1851.4407407407407,752.5111111111112,1748.0370370370367,1712.6999999999998,741.6074074074075,1626.825925925926,1304.037037037037
NP_001193997.1,745.7,3861.5,4906.4,710.1,3808.9,4784.7,537.3,2075.6,2933.0,761.4,3579.6,4915.4,762.7,3173.2,4163.4,863.6,3564.5,4221.8,545.9,2490.0,3694.8,603.6,2550.4,3484.6,458.5,1809.3,2528.2,661.3111111111111,3056.7925925925924,4043.244444444444,666.0370370370372,3153.811111111112,4062.744444444444,764.9037037037035,2827.548148148147,3607.144444444444,676.6148148148148,2827.548148148147,4088.088888888888,719.9222222222223,2792.418518518519,3515.788888888889,791.5444444444446,2856.9111111111106,3552.0148148148146,621.9037037037036,2635.244444444444,3588.670370370371,656.1370370370371,2540.322222222222,3524.32962962963,654.1185185185185,2426.003703703704,2936.840740740741
NP_001269854.1,401.3,97.1,1301.7,398.1,104.0,1270.8,309.4,73.0,942.3,360.7,106.8,1307.6,387.3,103.8,1223.7,367.6,84.6,1368.5,343.8,74.9,1060.9,274.6,86.2,1147.7,306.1,74.4,838.4,352.29629629629636,68.2888888888889,1118.5148148148148,364.4925925925926,80.76666666666667,1128.2777777777778,414.15555555555557,68.2888888888889,1171.4999999999998,314.1629629629629,81.97407407407407,1135.1185185185186,343.6518518518519,75.61111111111111,1038.251851851852,337.4555555555555,65.2222222222222,1197.4703703703703,370.6370370370371,68.2888888888889,1086.8481481481483,291.4185185185185,74.64444444444445,1223.7111111111112,435.3888888888888,76.6962962962963,1000.7592592592592
NP_002479.1,2238.2,2839.5,1102.0,2119.2,2772.0,1050.3,1137.7,1361.9,712.0,2185.3,2790.1,1008.9,1659.5,2154.1,933.5,1835.6,2338.6,901.6,1136.8,1294.3,638.4,1210.3,1261.3,570.0,634.9,649.4,428.6,2133.2074074074076,2291.4592592592594,980.4518518518518,2137.6296296296296,2346.037037037037,965.803703703704,1772.8925925925926,1802.6222222222225,887.2555555555556,2081.4074074074074,2267.4222222222224,909.5666666666667,1702.9962962962961,1921.3407407407403,828.6666666666666,1769.0370370370374,1878.9259259259259,841.4296296296296,1358.3000000000002,1408.0259259259258,701.4629629629628,1443.6185185185186,1282.3074074074075,637.7518518518517,916.5481481481484,864.8222222222221,557.7444444444444
NP_076424.1,1540.6,170.8,44.8,1211.2,168.4,42.8,531.2,133.0,26.8,1441.4,180.8,49.1,805.3,176.7,35.8,953.5,234.9,44.8,808.0,159.8,31.4,894.0,173.6,39.6,477.2,134.2,27.3,1430.8481481481485,127.95185185185186,48.525925925925925,1197.4703703703703,138.16296296296298,50.64074074074074,754.7185185185185,144.00370370370368,42.60370370370371,1343.2185185185185,138.16296296296298,53.30370370370371,766.637037037037,131.20740740740743,37.56296296296297,914.6925925925927,174.6962962962963,49.555555555555564,942.6740740740742,153.02222222222224,40.95185185185184,1020.2666666666665,160.23703703703703,53.30370370370371,691.4370370370372,166.18888888888887,43.44814814814816
NP_001600.1,188.7,44.8,110.5,179.9,38.9,103.3,158.1,38.0,76.3,197.4,39.7,105.6,202.2,44.0,103.9,200.2,46.0,81.2,171.1,42.8,85.1,175.3,37.7,72.4,140.8,26.2,68.1,170.06296296296298,32.62962962962963,108.85555555555554,179.33703703703708,31.93333333333334,108.85555555555554,216.63703703703703,37.56296296296297,104.08148148148148,185.27037037037042,29.90370370370371,113.02222222222224,191.0851851851852,31.93333333333334,105.11111111111113,190.1259259259259,32.62962962962963,95.7740740740741,192.1259259259259,36.370370370370374,106.12962962962965,193.1222222222222,32.62962962962963,97.98518518518519,191.0851851851852,25.13333333333333,96.84814814814817
NP_004956.5,1309.0,3247.8,923.4,1444.3,3683.6,1017.8,847.5,1798.8,499.8,1312.1,3450.3,960.4,1081.2,2610.5,676.8,1482.7,3566.5,955.9,863.4,2100.8,575.8,866.6,2209.1,605.8,698.0,1602.0,427.9,1226.6814814814813,2602.8037037037034,826.811111111111,1402.5333333333338,3042.918518518519,930.9185185185185,1253.1888888888889,2415.644444444444,646.4444444444446,1215.462962962963,2739.2740740740733,878.3111111111112,1050.9,2254.4148148148147,624.7222222222224,1467.425925925926,2861.374074074074,878.3111111111112,1011.2296296296294,2245.3333333333335,626.611111111111,976.9777777777776,2203.262962962963,684.1370370370371,1005.3370370370368,2155.0407407407406,553.8777777777776
NP_001491.1,457.2,100.1,348.3,436.1,80.1,313.2,435.9,75.7,248.5,458.9,79.6,313.9,596.5,105.4,346.2,455.1,90.5,334.2,541.1,78.2,264.4,515.9,88.1,244.9,569.6,93.8,233.6,387.185185185185,73.41481481481482,327.27777777777777,394.68148148148146,59.737037037037034,313.14074074074074,591.4666666666666,73.41481481481482,330.1407407407408,403.1222222222222,65.2222222222222,307.46296296296305,544.4518518518519,76.6962962962963,319.237037037037,407.05925925925936,67.04814814814814,331.7481481481482,615.3296296296297,75.61111111111111,300.25555555555553,548.948148148148,76.6962962962963,281.6962962962963,810.037037037037,105.11111111111113,308.8037037037037
NP_001166925.1,1377.9,336.1,1711.9,1440.2,370.7,1735.4,1042.7,268.0,1329.9,1445.4,351.0,1707.8,1498.1,355.7,1895.0,1574.0,302.2,1770.8,1308.6,329.5,1675.6,1433.1,325.9,1740.2,1341.2,292.2,1920.2,1284.7592592592594,265.31851851851854,1397.077777777778,1399.588888888889,320.6925925925927,1457.4740740740735,1581.0185185185182,338.9999999999999,1641.6148148148145,1353.351851851852,280.262962962963,1428.4407407407407,1542.0555555555559,298.5925925925926,1601.888888888889,1542.0555555555559,237.3296296296296,1511.4,1591.3,330.1407407407408,1683.0740740740735,1716.0185185185185,318.1814814814814,1818.7259259259258,2035.3814814814814,396.0962962962963,2220.233333333333
XP_011532633.1,849.6,1347.6,160.1,809.6,1287.9,137.4,472.7,807.0,85.9,843.8,1664.9,211.8,679.3,1164.3,125.6,1005.1,1978.0,214.6,538.5,1079.9,123.5,651.1,1200.3,147.1,452.6,713.6,74.9,789.4000000000001,1092.914814814815,156.8851851851852,779.3703703703702,1102.8666666666663,145.01111111111112,656.1370370370371,1057.2666666666669,114.07037037037037,784.3740740740743,1389.6962962962962,207.8925925925926,639.3296296296298,1062.3333333333333,125.61481481481484,962.3999999999999,1595.2518518518516,217.80740740740745,610.2185185185185,1137.5185185185185,141.68888888888893,705.4740740740742,1205.696296296296,176.91851851851857,652.3148148148148,958.7518518518518,105.11111111111113
NP_057190.2,1011.3,1499.8,343.8,865.6,1274.0,314.6,367.6,712.3,281.6,808.6,1472.1,392.2,836.7,1234.8,423.9,1061.5,1479.5,321.1,618.1,1171.2,436.4,793.1,1375.8,418.9,491.6,855.8,412.5,932.937037037037,1236.588888888889,324.70740740740735,843.5481481481482,1095.062962962963,316.8555555555555,495.8703703703703,925.6370370370373,385.66296296296304,728.7555555555556,1238.5148148148148,380.311111111111,811.4148148148148,1120.8185185185184,397.14074074074074,1005.3370370370368,1202.4555555555555,320.6925925925927,714.8777777777779,1241.3555555555558,476.6740740740741,884.3074074074073,1397.077777777778,462.962962962963,713.148148148148,1120.8185185185184,534.5111111111112
NP_002957.1,104.0,1381.3,1893.7,75.6,959.9,1682.4,65.6,726.3,1526.6,77.9,937.6,1461.7,76.0,999.2,2146.2,55.1,502.4,1952.5,87.4,1239.6,2021.2,54.3,645.6,1394.4,48.7,611.3,1768.4,92.69259259259258,1131.7481481481482,1561.418518518518,72.64814814814815,820.7370370370372,1402.5333333333338,88.46666666666667,951.0259259259261,1908.5777777777776,74.64444444444445,764.9037037037035,1260.5111111111112,70.47777777777777,876.7,1822.4925925925927,53.30370370370371,397.14074074074074,1673.7999999999997,106.12962962962965,1332.262962962963,2031.9814814814815,64.08888888888889,621.9037037037036,1440.5481481481484,68.2888888888889,796.7444444444445,2027.9185185185183
NP_006351.2,30.9,173.7,69.1,29.0,161.5,65.6,23.9,158.8,35.8,23.2,149.2,62.1,27.6,194.2,75.8,31.9,154.1,29.3,24.5,175.0,72.7,19.5,149.6,38.5,21.0,184.6,39.2,25.13333333333333,131.20740740740743,69.27407407407408,26.07407407407408,130.1851851851852,71.38148148148147,27.34074074074074,186.7962962962963,50.64074074074074,24.38888888888889,114.85555555555557,65.2222222222222,24.38888888888889,147.15925925925927,73.41481481481482,27.34074074074074,111.87037037037038,36.370370370370374,28.062962962962956,170.06296296296298,86.04814814814812,21.85925925925926,129.02962962962962,51.35925925925926,26.07407407407408,238.87037037037038,68.2888888888889
XP_016870167.1,2420.3,213.6,783.0,2278.0,220.0,832.7,1580.7,149.1,479.4,2492.0,226.8,698.9,2178.5,229.9,678.4,1962.0,236.7,887.9,1676.8,153.5,481.8,2138.3,218.3,657.1,1493.8,157.2,459.1,2323.8074074074066,166.18888888888887,719.9222222222223,2283.277777777778,178.0407407407407,784.3740740740743,2438.640740740741,164.55925925925928,620.8444444444444,2420.151851851852,178.0407407407407,666.0370370370372,2245.3333333333335,182.9925925925926,630.3777777777779,1885.6296296296296,178.0407407407407,830.1888888888888,2072.014814814815,141.68888888888893,532.6962962962963,2488.1777777777775,206.037037037037,750.333333333333,2258.1592592592597,206.037037037037,599.7222222222222
NP_068817.1,108.9,292.5,435.8,105.2,276.4,443.2,80.5,217.4,418.8,100.2,293.5,451.2,124.2,322.5,586.7,74.1,286.9,491.5,101.1,328.4,520.0,85.3,301.9,435.3,84.7,246.4,465.2,97.98518518518519,230.54814814814816,408.9370370370369,106.12962962962965,226.0962962962963,431.0444444444446,102.3,264.0333333333333,553.8777777777776,97.98518518518519,228.98888888888894,444.91481481481475,117.92592592592594,272.2148148148148,527.6074074074075,74.64444444444445,221.86666666666667,460.0370370370371,114.85555555555557,325.91851851851834,568.074074074074,102.3,293.94074074074075,484.4259259259258,121.13333333333334,325.91851851851834,603.1333333333334
XP_011507656.1,1016.0,1093.0,878.3,1076.0,1024.7,949.9,818.7,690.9,656.3,1174.8,1129.3,890.4,1242.3,992.3,1014.7,1276.6,1352.9,1270.2,926.2,786.8,693.8,895.6,865.6,746.1,746.4,542.6,566.5,939.0518518518517,902.5925925925927,777.5,1036.3000000000002,874.4148148148146,880.6518518518518,1199.8481481481483,893.3888888888891,836.0148148148148,1097.6407407407407,920.274074074074,815.6740740740739,1221.9296296296297,857.1703703703706,884.3074074074073,1253.1888888888889,1089.0888888888892,1131.7481481481482,1082.7407407407409,824.7555555555555,748.3,1025.6555555555556,850.8888888888888,826.811111111111,1115.9592592592594,693.4518518518519,714.8777777777779
NP_000745.1,839.5,2859.8,1803.3,804.6,2875.2,1755.0,597.5,1974.1,1286.7,902.7,2985.7,1825.4,778.1,2878.1,1746.6,930.4,3485.1,2164.9,745.8,2727.7,1685.9,940.9,3543.1,2051.1,709.2,2806.0,1807.1,773.5592592592593,2308.0185185185182,1499.6518518518517,773.5592592592593,2403.4444444444443,1473.5666666666668,830.1888888888888,2699.7037037037044,1591.3,837.7851851851855,2426.003703703704,1538.8518518518522,736.762962962963,2520.774074074074,1481.4666666666667,880.6518518518518,2778.9555555555553,1888.311111111111,850.8888888888888,2892.392592592592,1696.6888888888886,1076.3407407407408,3597.4888888888895,2113.0444444444447,1040.9777777777776,3900.1666666666674,2064.3740740740736
NP_057494.3,754.9,513.5,905.7,728.8,499.3,932.2,417.5,372.2,811.7,677.9,497.0,882.0,523.3,471.0,892.5,471.5,490.5,785.5,485.0,429.4,938.7,459.3,399.2,747.1,362.2,408.3,1052.5,674.9925925925927,410.51111111111106,806.2111111111111,680.1888888888889,420.2148148148149,864.8222222222221,564.5592592592592,472.762962962963,996.6814814814816,604.9925925925925,400.09259259259255,804.0518518518517,475.11851851851856,410.51111111111106,796.7444444444445,424.76666666666654,389.2666666666667,746.0629629629628,547.8407407407407,452.69259259259263,988.3962962962962,492.5518518518519,383.9185185185185,830.1888888888888,510.69259259259263,534.5111111111112,1247.2074074074073
NP_001910.2,412.1,620.3,252.8,411.4,619.4,256.9,301.9,469.9,203.7,402.4,555.5,212.2,389.8,606.9,276.9,398.5,557.9,153.6,357.8,571.8,251.8,434.1,585.3,225.9,427.2,620.3,271.4,361.8592592592592,506.5851851851851,226.0962962962963,373.8851851851853,531.3777777777779,256.11111111111114,398.28888888888895,603.1333333333334,261.52962962962965,355.9370370370371,461.30740740740737,209.1407407407407,352.29629629629636,526.2333333333333,254.96296296296296,363.29629629629625,439.1259259259258,158.56296296296298,398.28888888888895,593.2222222222223,283.7148148148148,460.0370370370371,568.074074074074,262.5888888888889,620.8444444444444,810.037037037037,359.4
