Accession,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL
NP_001349807.1,0.0,737.8,432.1,0.0,953.9,598.0,0.0,965.1,657.9,0.0,602.3,989.0,0.0,950.9666666666667,561.6083333333335,0.0,911.4083333333333,516.8000000000001,0.0,904.1416666666668,537.0166666666667,0.0,489.25,902.6166666666667,,606.7,983.3,,786.8,913.2,,512.2,920.8,,562.6,981.2,,450.3,907.3,bla1611
NP_000143.2,304.5,16.9,827.7,542.1,19.7,1535.1,582.6,16.7,1650.0,497.9,1536.0,25.0,445.72499999999997,39.44166666666667,1151.075,524.8000000000001,41.574999999999996,1379.7333333333336,547.7166666666667,36.25000000000001,1428.8333333333333,459.42499999999995,1325.3500000000001,44.10833333333333,467.0,1238.1,18.1,389.1,1073.0,6.9,409.3,1120.1,15.4,491.3,1415.7,14.1,347.9,1024.5,11.5,bla1612
NP_001339425.1,919.5,0.0,1460.8,1389.2,0.0,2256.7,1527.6,0.0,2557.6,1346.0,2301.3,0.0,1434.8333333333333,0.0,2045.0,1394.1166666666668,0.0,1998.4083333333338,1486.3083333333332,0.0,2150.9666666666667,1303.325,1933.8166666666666,0.0,1319.8,2169.5,,2154.2,3753.4,,1474.4,2380.9,,1275.8,1978.4,,716.0,926.1,,bla1613
NP_001305092.1,139.7,508.1,226.8,116.9,620.7,269.8,150.0,597.7,279.3,145.3,281.5,604.4,211.39166666666668,688.5166666666668,262.55833333333334,129.6916666666667,611.85,203.11666666666665,156.54166666666666,589.2583333333333,206.66666666666666,145.34166666666667,202.25833333333333,579.1583333333334,206.4,306.2,709.1,177.7,247.5,692.2,122.3,221.0,548.7,127.8,233.1,536.7,114.8,197.1,478.2,bla1614
NP_005709.1,788.0,37.8,1084.2,842.9,39.8,1236.8,829.5,41.4,1182.3,938.0,1354.3,42.3,1201.2083333333333,68.78333333333333,1556.3500000000001,844.6583333333334,60.04999999999999,1088.2416666666666,793.1166666666668,61.525,996.4416666666666,902.6166666666667,1140.6166666666666,59.34166666666667,1025.4,1421.1,41.9,884.8,1281.0,43.3,1006.6,1436.4,38.0,849.8,1205.0,33.8,960.2,1378.4,32.5,bla1617
NP_055318.2,564.3,144.0,0.0,486.3,156.4,0.0,493.2,163.8,0.0,482.7,0.0,155.4,842.3249999999999,206.66666666666666,0.0,477.05,178.85,0.0,475.5249999999999,182.88333333333333,0.0,449.02500000000003,0.0,172.99166666666667,856.8,,228.6,678.6,,178.6,500.2,,162.8,514.6,,141.9,530.3,,148.2,bla1618
NP_061832.2,1114.0,363.7,1537.2,1610.7,721.4,2303.0,1635.4,702.1,2342.8,1721.9,2369.7,764.8,1806.591666666667,492.15000000000003,2125.358333333333,1618.7583333333334,705.6166666666667,2023.5333333333335,1592.6833333333334,689.9333333333333,1966.1499999999996,1657.4833333333336,1978.6666666666663,723.4083333333334,1769.6,2319.5,603.7,1785.7,2594.5,670.6,1210.4,1732.9,460.6,1203.1,1892.8,550.4,1161.3,1688.2,319.4,bla1619
NP_006236.1,605.4,757.4,240.6,697.3,1065.3,305.3,692.0,1056.2,280.4,750.4,320.3,1014.8,890.5583333333334,980.2916666666666,279.3583333333333,681.9499999999999,1015.3000000000001,239.90833333333333,651.9250000000001,996.4416666666666,207.79166666666666,708.2666666666665,236.51666666666668,928.625,792.0,326.4,1071.0,728.6,234.6,968.3,582.4,264.8,799.8,611.0,228.2,854.4,579.0,196.1,704.0,bla1620
NP_062538.5,923.1,78.6,426.6,1765.2,98.1,921.8,1722.9,81.7,1029.4,1738.0,1025.2,97.3,1442.7416666666668,121.49166666666667,555.6499999999999,1818.7583333333332,117.75833333333334,794.0666666666667,1673.0333333333335,103.85000000000001,860.1749999999998,1673.0333333333335,858.6666666666666,111.625,1438.6,716.3,103.8,1904.9,849.8,80.6,1222.2,535.2,76.6,1276.0,580.6,51.4,825.3,284.6,65.3,bla1621
NP_001034271.2,1286.3,1261.6,168.7,1819.7,1795.9,206.0,1856.5,1741.0,254.5,1824.0,199.4,1639.1,2087.0083333333337,1597.1166666666666,188.29166666666666,1864.1250000000002,1590.0666666666668,150.59166666666667,1833.6916666666668,1513.3749999999998,178.1916666666667,1786.0249999999999,137.50833333333335,1412.7666666666667,1653.3,222.0,1862.0,1757.9,277.0,1437.8,1562.0,215.6,1910.4,1608.7,215.8,1633.7,1365.5,129.3,1562.3,bla1622
NP_004703.1,527.7,1300.0,441.4,1174.9,2256.4,670.7,1361.7,2348.6,692.1,1539.5,778.6,2340.0,785.1666666666666,1665.6166666666666,574.5083333333333,1190.5333333333335,2002.6999999999998,574.5083333333333,1325.3500000000001,2092.9666666666667,568.35,1483.2249999999997,644.1666666666667,2045.0,825.8,588.8,1832.9,1051.5,611.2,2126.2,789.2,553.6,1743.0,832.8,497.5,1860.3,491.9,444.4,1324.5,bla1623
XP_006718549.1,750.9,233.8,22.7,902.6,249.4,35.8,1005.6,266.9,51.9,914.9,35.8,279.3,1152.8750000000002,326.48333333333335,9.2,911.4083333333333,263.825,11.375,971.9916666666668,281.4583333333333,16.883333333333333,883.0833333333331,10.658333333333333,275.75,1000.7,33.9,314.0,1094.7,54.9,277.5,1072.1,32.2,289.3,1120.3,41.6,285.4,1097.3,28.2,296.3,bla1624
NP_001230575.1,334.6,19.6,699.4,448.7,23.3,1017.2,445.9,23.9,1002.6,451.8,1059.2,32.3,496.45,45.6,955.0333333333333,445.72499999999997,44.675000000000004,885.7666666666665,425.01666666666665,46.81666666666667,837.025,423.6499999999999,899.6250000000001,50.58333333333332,414.6,919.3,26.9,470.0,873.8,16.9,365.8,744.9,21.9,340.8,757.1,16.3,289.3,611.9,19.3,bla1626
NP_056229.2,119.4,1434.1,471.0,138.6,2115.6,677.7,120.4,1885.7,675.1,175.5,733.9,2210.6,179.35833333333332,1849.8249999999998,625.7166666666667,148.29166666666666,1873.9750000000001,579.9666666666666,128.11666666666665,1676.658333333333,548.8,175.2916666666667,602.775,1920.8916666666664,139.0,666.6,1970.8,107.4,672.9,1458.4,122.0,601.0,1692.3,109.5,613.4,1309.9,111.1,535.8,1367.8,bla1627
XP_005256774.1,150.3,328.1,358.9,269.4,506.6,482.7,300.1,462.1,518.2,312.8,516.5,535.5,227.8083333333333,447.3416666666667,461.54999999999995,280.75000000000006,502.6833333333334,398.3999999999999,291.0416666666667,464.20833333333326,409.5916666666667,301.3666666666667,411.00833333333344,522.6916666666667,201.5,465.4,440.2,266.0,471.8,393.3,162.8,413.5,354.4,172.0,394.5,340.5,117.8,320.5,268.2,bla1628
NP_064628.1,29.2,0.0,287.5,60.8,0.0,498.3,59.1,0.0,485.7,70.8,563.1,0.0,50.15833333333333,0.0,353.5833333333333,71.33333333333333,0.0,409.5916666666667,72.2,0.0,378.39166666666665,77.12499999999999,450.27500000000003,0.0,51.8,369.8,,39.2,336.7,,37.0,341.7,,38.4,323.4,,24.3,227.1,,bla1629
NP_004086.1,742.0,0.0,3371.2,1894.4,0.0,7480.8,1946.2,0.0,7621.1,2141.5,8381.6,0.0,1129.8916666666667,0.0,4932.941666666667,1972.0333333333335,0.0,6509.400000000001,1915.3833333333332,0.0,6196.483333333334,2122.4500000000003,6744.333333333333,0.0,1205.6,5025.4,,1288.5,5264.6,,1253.0,5037.2,,1473.7,5931.4,,1052.9,4512.5,,bla1630
XP_005260495.1,566.3,265.6,446.1,721.3,285.0,935.1,767.1,242.4,803.9,686.4,889.0,278.8,844.6583333333334,374.20000000000005,585.8083333333334,702.8333333333334,295.53333333333336,809.7583333333336,722.5833333333335,263.825,663.2499999999999,647.9999999999999,731.9583333333334,274.37500000000006,819.9,660.6,382.6,901.6,994.2,226.0,533.4,377.8,271.0,659.8,595.8,231.2,466.0,379.3,237.4,bla1631
NP_001668.1,500.5,642.0,0.0,640.0,806.1,0.0,676.3,792.6,0.0,638.2,0.0,876.3,750.5166666666665,845.8166666666666,0.0,631.2,776.2166666666666,0.0,636.8166666666667,765.5666666666667,0.0,598.6083333333332,0.0,801.4416666666666,671.7,,866.7,718.1,,703.9,620.2,,865.2,625.6,,754.8,532.4,,804.6,bla1632
XP_016885226.1,681.1,68.8,0.0,1288.4,94.7,0.0,1171.1,95.0,0.0,1160.9,0.0,106.9,1007.0583333333334,110.60833333333333,0.0,1291.5666666666668,114.825,0.0,1133.1333333333334,114.825,0.0,1107.3333333333333,0.0,118.68333333333334,986.9,,106.4,1542.9,,72.3,734.7,,93.4,776.0,,74.9,470.3,,82.6,bla1633
NP_055454.1,212.7,356.8,0.0,298.7,411.0,0.0,316.2,430.6,0.0,311.2,0.0,360.6,315.7416666666666,482.71666666666664,0.0,309.01666666666665,418.45000000000005,0.0,303.3666666666666,437.38333333333327,0.0,300.45,0.0,359.73333333333335,352.8,,590.8,411.1,,564.6,230.1,,429.6,302.3,,469.0,214.3,,403.7,bla1634
NP_115679.2,231.2,593.5,437.0,223.7,910.6,463.3,294.4,1053.8,508.2,228.5,490.2,938.3,338.375,789.625,570.0583333333333,228.6583333333333,866.4250000000001,375.8416666666667,284.1666666666667,994.8916666666668,401.85833333333335,225.92499999999998,381.625,869.9833333333332,260.4,603.7,855.2,342.7,616.9,1127.6,257.8,495.6,788.5,236.4,471.1,873.5,190.5,511.8,673.0,bla1635
NP_003155.2,348.4,369.7,0.0,519.7,491.0,0.0,545.8,453.4,0.0,557.9,0.0,539.6,511.7000000000001,500.4833333333333,0.0,508.96666666666675,489.25,0.0,519.5000000000001,458.5833333333333,0.0,522.6916666666667,0.0,526.4250000000001,504.3,,477.9,488.4,,321.4,451.7,,350.4,546.6,,285.9,412.5,,307.0,bla1636
NP_005611.1,2136.5,1714.2,3205.1,5398.0,3092.8,6701.7,5380.1,2797.2,6405.6,5267.6,6163.3,2722.5,3594.4083333333333,2195.9583333333335,4660.4416666666675,5959.558333333333,2779.2333333333336,5636.691666666667,5609.45,2460.8749999999995,5178.075000000001,5387.175,4890.825000000002,2370.766666666667,3719.8,5011.8,2552.2,2733.2,5079.6,1808.3,3426.1,3963.0,2178.2,3558.5,4735.5,1986.8,2155.0,3419.6,1881.1,bla1637
XP_016858330.1,339.3,0.0,645.5,546.7,0.0,995.1,539.1,0.0,1100.2,591.5,1048.3,0.0,501.2416666666666,0.0,856.5166666666668,533.5333333333334,0.0,861.2750000000001,511.7000000000001,0.0,918.5916666666668,554.9749999999999,888.5749999999999,0.0,428.1,824.3,,424.7,930.9,,440.8,902.6,,455.8,854.5,,296.2,735.0,,bla1638
XP_011533514.1,0.0,169.3,428.9,0.0,274.5,590.5,0.0,251.8,633.5,0.0,641.4,259.9,0.0,238.63333333333335,557.3583333333335,0.0,287.71666666666664,510.83333333333326,0.0,269.16666666666663,524.8000000000001,0.0,522.6916666666667,261.425,,651.6,255.7,,598.2,233.0,,560.4,218.4,,530.5,211.8,,479.5,182.8,bla1639
XP_016869748.1,1032.9,458.8,971.0,1884.4,574.8,1471.0,1597.9,542.0,1388.7,1814.4,1384.4,612.2,1644.95,618.0083333333333,1383.875,1949.6666666666667,569.225,1331.1666666666667,1562.4166666666667,530.25,1192.3500000000001,1768.95,1177.5416666666667,587.0083333333333,1450.2,1321.7,598.4,1537.3,1951.9,504.4,1045.9,1022.2,482.9,962.0,1151.0,380.6,662.5,845.0,387.8,bla1641
NP_001034679.2,313.0,378.1,75.9,342.3,448.4,64.4,362.1,473.4,73.9,373.2,65.4,395.6,459.42499999999995,516.8000000000001,60.708333333333336,347.19166666666666,453.19166666666666,30.925000000000008,347.9583333333333,477.3916666666667,36.25000000000001,364.8166666666666,24.5,389.6583333333333,425.9,103.1,637.2,364.6,67.8,487.1,353.8,103.8,566.1,354.8,98.8,650.0,348.4,106.6,596.0,bla1642
NP_001013455.1,244.4,678.2,0.0,330.6,972.7,0.0,355.0,907.5,0.0,339.7,0.0,995.1,355.52500000000003,888.5749999999999,0.0,333.225,928.625,0.0,339.2583333333333,863.6916666666667,0.0,329.925,0.0,905.6916666666667,341.1,,1058.4,326.1,,937.5,255.5,,764.8,275.0,,677.3,218.3,,727.8,bla1643
NP_002991.2,1264.3,858.0,1179.2,2012.2,1041.4,1624.9,2309.3,987.6,1688.3,2170.8,1604.1,1089.5,2046.8750000000002,1116.6916666666668,1669.625,2083.5499999999997,991.9583333333331,1478.8249999999996,2304.7916666666665,923.5833333333334,1478.8249999999996,2150.9666666666667,1410.9833333333336,1007.0583333333334,1825.3,1810.8,1161.6,2089.0,1533.4,793.8,1674.6,1498.8,1109.3,2210.4,1752.6,1070.4,1495.2,1790.0,1560.8,bla1644
NP_001598.1,191.3,4.1,304.7,196.5,9.3,344.8,188.1,7.3,377.0,186.9,372.7,14.7,288.40833333333336,28.2,378.39166666666665,203.5416666666667,28.2,281.4583333333333,194.59166666666667,27.5,285.69166666666666,183.75,288.40833333333336,32.575,269.2,402.6,20.2,210.3,473.0,6.4,195.0,350.7,10.3,188.9,359.4,11.9,212.7,345.2,16.3,bla1645
NP_002614.2,0.0,521.8,696.8,0.0,770.6,913.9,0.0,761.2,884.8,0.0,969.5,766.7,0.0,706.9166666666665,949.9166666666669,0.0,743.4916666666667,785.1666666666666,0.0,738.0333333333333,742.9583333333334,0.0,799.2916666666666,725.9583333333335,,887.5,635.8,,928.3,709.1,,764.5,657.6,,792.2,629.9,,726.8,507.4,bla1646
XP_006719826.1,0.0,761.3,109.7,0.0,808.4,120.2,0.0,831.7,126.4,0.0,122.9,824.0,0.0,983.5916666666666,102.70833333333333,0.0,779.8833333333332,78.80833333333334,0.0,804.0333333333332,82.58333333333333,0.0,76.51666666666667,769.5583333333333,,144.1,1084.9,,147.3,852.4,,110.2,832.6,,101.7,640.4,,95.6,757.6,bla1647
NP_001231509.1,212.2,0.0,96.1,279.5,0.0,63.8,298.1,0.0,72.9,292.7,73.7,0.0,314.71666666666664,0.0,86.81666666666668,289.2583333333333,0.0,29.558333333333337,287.71666666666664,0.0,35.074999999999996,289.9,35.725,0.0,354.9,129.8,,319.2,93.0,,257.3,82.7,,246.9,78.7,,166.7,82.1,,bla1648
NP_057131.1,282.0,356.2,93.5,480.0,452.9,106.1,467.0,357.7,101.6,532.4,118.7,494.5,412.425,482.2416666666666,83.35000000000001,471.02500000000003,458.5833333333333,65.55,445.72499999999997,368.21666666666664,57.79999999999999,496.45,70.13333333333334,477.3916666666667,374.4,113.2,450.7,473.7,69.4,249.3,303.0,107.5,403.2,311.8,76.8,274.4,225.3,84.3,322.4,bla1649
NP_001317398.1,585.5,425.7,723.0,757.1,568.6,1004.0,705.4,537.7,938.4,793.1,985.8,618.7,861.2750000000001,583.0083333333333,989.0833333333334,750.5166666666665,562.4416666666667,871.0916666666667,666.0666666666666,522.6916666666667,779.8833333333332,756.225,816.1500000000001,591.15,769.4,1013.0,547.9,687.0,885.9,495.0,849.6,1103.2,485.8,697.1,876.5,435.2,722.3,961.2,391.9,bla1650
XP_011523281.1,701.0,313.6,904.7,862.4,308.3,2095.7,859.6,342.7,1684.9,885.4,1865.5,319.7,1039.5166666666667,431.87499999999994,1263.3833333333332,862.7833333333333,319.4833333333333,1866.8249999999998,828.3083333333335,352.7833333333333,1475.283333333333,856.5166666666668,1608.9499999999998,323.15,1086.5,1506.6,431.9,656.7,1925.7,403.4,980.6,1273.6,363.6,1035.3,1645.3,351.4,929.0,1182.2,378.5,bla1651
NP_001274271.1,360.7,489.7,1253.6,931.8,1689.6,4397.0,918.9,1702.8,4393.4,1181.6,5579.7,2229.0,521.625,663.2499999999999,1781.091666666667,937.9666666666667,1473.4999999999998,3714.766666666668,881.6500000000001,1478.8249999999996,3571.4583333333335,1125.5583333333334,4518.924999999999,1933.8166666666666,665.7,2701.9,1108.9,622.6,2689.6,1082.4,528.8,2117.4,882.1,484.8,1931.6,707.3,310.0,1052.7,437.7,bla1652
NP_060853.3,64.5,379.4,336.5,104.9,515.9,512.3,121.4,596.5,572.9,118.4,592.9,559.7,99.61666666666666,519.5000000000001,422.26666666666665,115.43333333333334,506.9166666666667,427.01666666666665,129.275,585.8083333333334,472.02500000000003,123.67500000000001,475.5249999999999,541.7583333333333,87.3,521.2,529.3,103.8,545.0,554.7,60.7,376.4,446.7,76.1,438.7,492.5,49.4,312.2,361.8,bla1653
XP_016880525.1,198.5,0.0,94.0,450.8,0.0,122.7,492.5,0.0,142.4,567.7,141.1,0.0,294.7666666666667,0.0,84.05833333333334,448.28333333333325,0.0,81.91666666666667,472.36666666666673,0.0,93.83333333333331,532.2083333333334,90.06666666666666,0.0,440.2,141.0,,315.8,184.6,,360.0,100.6,,304.2,113.0,,138.2,82.2,,bla1654
NP_005958.1,1020.4,0.0,499.5,1250.4,0.0,810.6,1336.1,0.0,864.4,1273.6,867.1,0.0,1629.325,0.0,659.3083333333333,1263.3833333333332,0.0,698.9583333333331,1275.2583333333332,0.0,724.4916666666667,1235.325,711.0916666666667,0.0,1423.8,756.2,,1145.7,886.8,,1081.8,622.6,,1063.8,695.4,,868.3,515.1,,bla1655
NP_001344607.1,775.7,2663.5,579.0,1008.0,3972.5,692.4,1026.9,3986.1,748.5,1062.2,743.9,4025.9,1182.6333333333334,3444.608333333333,772.8666666666667,1004.275,3544.6083333333336,592.0583333333335,985.7166666666666,3538.2916666666665,610.8416666666667,1018.7833333333334,614.2166666666666,3509.6,1066.4,721.1,3875.4,947.0,741.0,4035.1,1338.8,803.1,4343.1,1595.3,1021.9,5669.0,2075.7,1091.6,6008.4,bla1657
NP_001157940.1,897.0,0.0,782.9,1348.4,0.0,1353.5,1446.9,0.0,1304.2,1404.8,1391.2,0.0,1381.6166666666666,0.0,1076.8416666666665,1361.5,0.0,1207.6666666666667,1409.6333333333332,0.0,1107.3333333333333,1357.5249999999999,1190.5333333333335,0.0,1356.3,1287.9,,1358.8,1581.3,,1353.2,1205.5,,1518.4,1602.9,,1401.1,1320.0,,bla1658
NP_001135766.1,330.0,262.3,59.6,430.9,251.1,100.8,443.5,308.0,105.3,431.8,114.0,290.6,485.69166666666666,367.29999999999995,41.574999999999996,430.3833333333334,267.22499999999997,61.149999999999984,423.6499999999999,322.3916666666666,60.51666666666666,415.59166666666664,65.97500000000001,287.71666666666664,395.9,87.8,342.2,446.1,104.8,298.6,326.2,53.9,267.6,355.5,69.5,246.2,253.8,41.0,257.8,bla1659
NP_115593.3,271.3,0.0,34.6,381.9,0.0,56.8,450.9,0.0,58.2,417.0,59.4,0.0,395.86666666666673,0.0,14.783333333333333,389.6583333333333,0.0,21.683333333333334,432.7,0.0,22.84166666666667,399.80833333333334,21.683333333333334,0.0,426.6,64.8,,398.5,55.9,,318.2,38.1,,325.6,35.1,,223.3,27.2,,bla1660
NP_001122388.1,95.6,1104.7,688.3,111.3,1760.7,1219.8,110.7,1663.0,1249.6,126.4,1245.0,1787.4,137.50833333333335,1402.1583333333335,927.3499999999999,123.67500000000001,1554.358333333333,1063.25,116.80000000000001,1453.7416666666666,1058.0333333333333,130.65,1032.8999999999999,1548.8000000000002,126.0,1076.6,1727.1,120.9,1269.7,1672.7,114.1,914.6,1460.1,98.1,968.6,1370.9,98.8,754.3,1308.4,bla1661
NP_001289978.1,2005.8,610.4,1680.9,4112.0,1156.4,3469.9,4525.0,1076.2,3305.5,4273.9,3659.6,1175.6,3334.7916666666674,806.6416666666668,2364.1666666666665,4369.283333333334,1088.2416666666666,2993.7666666666664,4686.883333333332,1013.7000000000003,2727.566666666666,4377.308333333333,3016.0833333333335,1074.2166666666667,3027.5,2673.2,954.9,3736.3,3032.7,1198.6,2887.3,1908.5,652.4,2532.2,1802.2,730.4,1522.1,1420.6,604.1,bla1662
NP_036347.1,660.1,243.4,489.1,1083.3,400.9,737.8,1349.8,385.6,816.9,1234.2,750.0,379.6,975.4,340.625,647.9999999999999,1082.95,409.5916666666667,632.55,1309.6166666666668,398.3999999999999,674.0166666666665,1201.2083333333333,616.9416666666667,376.62500000000006,1151.0,743.6,417.5,1310.1,830.5,497.9,1030.7,584.4,254.0,1116.9,615.2,280.0,509.0,370.1,161.1,bla1663
NP_002779.1,651.2,2161.6,3022.9,1298.3,2529.8,5441.3,1382.0,2564.6,5773.7,1431.4,5868.8,2579.1,959.1916666666666,2795.0833333333335,4304.974999999999,1301.3,2257.5499999999997,4612.458333333333,1350.3999999999999,2257.5499999999997,4677.858333333333,1387.3833333333332,4708.341666666666,2254.0083333333328,1122.0,4824.1,2941.2,1137.8,5414.9,2546.8,1049.3,4312.6,2587.9,1222.0,5045.1,2286.0,603.0,2913.2,2498.3,bla1664
NP_001239007.1,290.3,642.7,98.8,377.9,730.3,160.5,423.0,689.9,181.8,368.2,197.8,723.4,424.05833333333334,847.2083333333331,89.25,385.0083333333334,709.6,114.825,405.96666666666664,678.2416666666667,126.48333333333335,357.14166666666665,136.85833333333332,681.9499999999999,462.9,220.7,965.1,607.8,178.3,704.9,348.3,146.4,880.2,366.0,162.5,778.7,276.3,76.4,740.9,bla1665
NP_001177874.1,242.1,257.5,459.8,273.0,355.8,587.2,378.0,320.0,717.7,288.2,589.9,360.5,351.53333333333336,362.44166666666666,599.5833333333334,284.1666666666667,367.29999999999995,505.5416666666667,369.69166666666666,335.225,587.0083333333333,283.2833333333333,472.9333333333334,358.86666666666673,349.6,674.7,384.4,290.9,557.0,240.0,351.2,716.2,345.8,465.0,990.4,342.5,459.5,976.1,369.2,bla1666
NP_001163887.1,429.7,765.2,848.4,645.9,1088.3,1325.3,678.1,1033.9,1354.6,664.6,1337.0,1133.5,620.6666666666666,989.0833333333334,1171.4916666666666,641.2166666666667,1034.1833333333332,1177.5416666666667,641.2166666666667,969.4583333333334,1158.65,628.1833333333333,1129.8916666666667,1039.5166666666667,628.2,1239.9,1088.4,841.3,1876.4,1428.7,480.5,908.6,847.3,592.2,1187.8,968.3,422.1,832.4,761.8,bla1668
XP_016874923.1,1619.4,2749.1,77.0,2882.8,4109.5,90.8,2627.9,4738.4,87.0,2826.9,76.8,4152.1,2597.65,3563.433333333334,62.39166666666667,3047.6749999999997,3692.133333333333,53.69166666666667,2639.2083333333335,4132.466666666666,49.666666666666664,2835.0166666666664,36.25000000000001,3621.6083333333336,2369.3,123.1,3783.3,2499.1,168.5,4382.3,1870.0,65.0,3508.0,1712.6,79.0,3462.1,1621.2,78.6,2857.2,bla1669
NP_001138829.1,247.3,1239.5,580.4,306.4,1781.2,996.4,299.9,1822.6,1001.1,303.5,988.9,1727.4,361.6000000000001,1574.0749999999998,777.0250000000001,314.16666666666663,1576.7083333333333,863.6916666666667,290.6166666666667,1592.6833333333334,834.0,294.7666666666667,817.0833333333334,1466.3666666666666,353.8,937.5,2074.0,278.3,983.3,2132.8,252.6,629.7,1349.9,259.1,750.1,1556.7,245.9,440.3,1187.3,bla1670
NP_006303.4,119.2,143.5,0.0,149.6,173.4,0.0,161.1,160.8,0.0,156.2,0.0,157.2,178.85,206.0583333333333,0.0,158.05833333333334,194.59166666666667,0.0,167.16666666666666,180.92499999999998,0.0,156.54166666666666,0.0,174.775,175.9,,176.8,172.8,,130.7,113.3,,158.8,132.9,,127.7,103.0,,135.5,bla1671
NP_003067.3,0.0,19.4,420.7,0.0,26.5,557.7,0.0,23.0,678.9,0.0,590.1,25.0,0.0,45.18333333333334,547.7166666666667,0.0,49.06666666666666,473.3166666666668,0.0,45.6,553.95,0.0,473.3166666666668,44.10833333333333,,531.4,22.4,,684.5,25.1,,372.7,19.1,,385.8,16.0,,233.4,14.0,bla1672
NP_060898.2,430.5,0.0,697.2,438.5,0.0,847.6,450.5,0.0,904.7,497.1,890.2,0.0,621.475,0.0,950.9666666666667,436.73333333333335,0.0,722.5833333333335,430.3833333333334,0.0,751.4499999999999,458.5833333333333,736.1166666666667,0.0,541.2,924.8,,541.8,1004.9,,378.5,681.3,,362.8,696.2,,290.1,574.1,,bla1673
NP_002759.2,748.1,856.7,693.6,1628.3,1369.7,1504.2,1561.0,1226.9,1499.9,1693.5,1550.1,1256.8,1147.5833333333333,1114.8,941.5833333333334,1643.1166666666668,1241.4833333333333,1350.3999999999999,1521.7416666666666,1124.1583333333335,1315.7250000000001,1634.9583333333333,1343.8666666666666,1131.8,1076.4,973.5,1197.0,1495.2,1465.1,1078.3,976.9,893.8,1111.8,1141.2,1038.1,980.0,705.6,633.3,939.4,bla1674
NP_005073.2,408.6,0.0,406.6,471.4,0.0,487.8,496.5,0.0,522.2,511.6,505.5,0.0,588.0749999999999,0.0,526.4250000000001,464.20833333333326,0.0,403.5333333333333,477.05,0.0,417.63333333333327,472.9333333333334,395.45,0.0,561.3,632.5,,573.3,595.9,,471.3,520.2,,463.7,481.1,,406.0,411.3,,bla1675
NP_003237.2,37.3,282.2,129.1,45.0,334.1,195.3,43.1,363.5,194.0,48.6,192.8,329.6,59.88333333333333,396.4750000000001,127.39166666666667,58.041666666666664,347.19166666666666,141.51666666666665,55.900000000000006,374.84999999999997,132.60833333333332,58.46666666666666,132.60833333333332,330.8583333333333,57.6,218.8,449.0,86.6,774.5,1397.4,41.8,191.3,462.4,43.0,201.8,447.5,40.0,116.5,304.3,bla1677
XP_016867753.1,59.8,138.0,390.5,76.2,149.3,546.9,84.0,171.4,568.9,71.4,524.5,153.8,90.49166666666667,198.88333333333335,497.79999999999995,85.675,172.99166666666667,461.54999999999995,94.26666666666667,192.81666666666663,467.675,77.55,414.25,170.91666666666666,78.0,505.3,189.0,79.0,612.8,160.4,67.3,462.9,180.6,75.9,479.7,171.1,67.5,451.6,171.1,bla1678
NP_001073331.1,460.0,591.8,1133.1,640.6,733.6,1478.3,641.4,683.6,1450.3,742.6,1751.0,939.6,673.2083333333334,785.1666666666666,1631.8583333333333,634.2499999999999,713.6750000000001,1337.3916666666667,611.85,671.3916666666667,1256.7333333333333,695.4583333333334,1529.7833333333335,871.0916666666667,619.1,1254.7,665.5,751.0,2217.6,530.2,552.8,1131.9,717.4,617.7,1447.8,654.6,605.3,1201.6,721.8,bla1679
NP_006775.1,835.9,0.0,556.9,1132.0,0.0,789.2,1151.3,0.0,853.2,1048.4,726.0,0.0,1291.5666666666668,0.0,736.1166666666667,1136.2416666666668,0.0,674.0166666666665,1104.1333333333334,0.0,709.6,1009.4499999999998,595.0833333333334,0.0,1379.2,925.7,,1530.4,1099.6,,877.3,600.4,,913.9,662.5,,686.5,476.7,,bla1680
NP_031401.1,983.3,0.0,1216.1,1661.2,0.0,2060.4,1726.3,0.0,2301.5,1731.4,2274.2,0.0,1564.7833333333335,0.0,1729.7333333333333,1681.3249999999998,0.0,1804.4750000000001,1683.175,0.0,1938.8499999999997,1665.6166666666666,1904.1750000000002,0.0,1519.1,1863.6,,1915.8,2226.2,,1099.1,1358.0,,1142.6,1416.5,,829.3,1015.6,,bla1681
