Accession,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,-log10_pvalues1,s3_avg,p_value_s3,-log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s3,log2_fc_s3,expression_s3
NP_001888.2,6740.281481481483,5640.081481481482,4323.522222222223,6759.333333333335,5738.666666666667,4298.4,8049.97777777778,6545.074074074074,4781.014814814816,6988.133333333333,5640.081481481482,4348.018518518518,7473.544444444445,6106.618518518518,4670.907407407407,6966.67777777778,5996.092592592594,4114.914814814815,9526.155555555551,7424.548148148148,5858.292592592592,9298.93703703704,7763.337037037038,5687.492592592591,10465.08148148148,8596.366666666665,5938.596296296297,5598.8,0.9768487556683823,0.010172672374687459,5658.7444444444445,0.934281798558901,0.029522111884909948,1.005538520756648,0.007968350305720247,,1.0163044791752815,0.023332690287387284,
XP_011543356.1,7447.74074074074,8506.751851851852,8676.411111111112,7286.22962962963,8309.988888888887,8093.292592592596,8506.751851851852,8309.988888888887,9715.225925925928,7619.992592592595,9097.885185185189,9298.93703703704,8478.74074074074,9446.362962962963,9996.740740740745,7889.837037037036,9493.38148148148,9825.877777777776,6759.333333333335,7367.788888888891,7694.411111111109,6715.548148148147,7154.296296296296,7801.118518518519,7241.944444444444,7051.122222222221,8273.57037037037,7896.503703703704,0.5617814792235911,0.2504325826915461,8672.271604938274,0.5225263376711227,0.28189181427536014,0.96178002220637,-0.056221135572409264,,1.0562671645256247,0.07897478563131331,
NP_001276674.1,25936.725925925926,24248.185185185182,33355.5,23792.01851851852,23214.166666666668,28751.551851851844,23214.166666666668,25280.94444444444,30650.218518518515,27558.16666666667,24771.4074074074,32517.93703703704,24248.185185185182,26756.71481481481,32517.93703703704,26756.71481481481,24248.185185185182,29596.79259259259,27558.16666666667,25936.725925925926,34595.76666666667,28113.70740740741,24248.185185185182,35542.33333333333,19687.366666666665,24248.185185185182,29596.79259259259,25252.57901234568,0.4838242678295607,0.3153123519308517,28282.503703703707,0.909730119494492,0.041087426358027104,0.9068394089691169,-0.1410810065337375,,1.015646319938042,0.022398097676876047,
NP_004492.2,964.6000000000004,3036.2481481481486,2063.6074074074068,733.9074074074073,2339.22962962963,1704.1148148148147,457.73703703703694,1834.6444444444448,1000.651851851852,913.7370370370372,2894.7000000000003,2107.7666666666664,635.9703703703706,2211.840740740741,1459.148148148148,592.0333333333334,2047.8185185185189,1456.662962962963,553.4740740740742,2001.177777777778,1225.4444444444443,469.7962962962963,1643.1407407407405,1076.6703703703704,323.6666666666666,1152.5777777777778,726.7370370370371,1592.4172839506173,0.6037153272763038,0.21916779802921457,1972.0679012345681,0.955408905175857,0.019810715061550212,0.7877462054240769,-0.3441971950943115,,0.9755539717467233,-0.035706403890679465,
NP_002145.3,9825.877777777776,14535.344444444445,21760.211111111115,10048.503703703704,15225.14074074074,22736.351851851847,9856.933333333336,15748.6,24771.4074074074,10402.129629629628,14791.448148148149,22736.351851851847,10235.555555555558,17091.14814814815,24771.4074074074,10280.040740740742,13396.937037037038,19983.77407407407,9825.877777777776,16715.466666666664,24771.4074074074,9996.740740740745,15532.4,24771.4074074074,9667.033333333333,16715.466666666664,25936.725925925926,16003.33209876543,0.9070252649460124,0.04238061561485473,15976.643209876542,0.9099882990260226,0.04096419196583182,1.0409476208016726,0.05789747583150378,,1.0392116238718287,0.055489472935052186,
NP_000692.2,8869.937037037036,6545.074074074074,7127.629629629628,8915.562962962962,6568.314814814814,7310.07037037037,10669.096296296297,8869.937037037036,9192.796296296296,9097.885185185189,7127.629629629628,7540.4740740740735,11786.6,8546.207407407408,9574.362962962963,11692.21111111111,8705.296296296296,9574.362962962963,11786.6,8772.72222222222,10280.040740740742,13286.466666666667,9951.76296296296,11063.4,14134.866666666669,10669.096296296297,11891.129629629628,7597.982716049381,0.936227561777293,0.028618577744364316,7921.996296296296,0.6812209442040996,0.16671200807814046,1.0111480908691068,0.015994307148256403,,1.0542681827838043,0.07624190374729214,
XP_016884687.1,3142.896296296296,3130.4555555555557,2356.785185185185,3272.337037037036,3135.818518518519,2480.451851851852,4028.1259259259264,3558.555555555555,2552.611111111112,3650.596296296296,3168.859259259259,2449.507407407408,4565.111111111111,4602.651851851851,2673.2740740740737,3824.148148148148,3693.085185185185,2577.6185185185186,3919.722222222223,3773.203703703704,2414.12962962963,4532.170370370371,4375.625925925926,2752.944444444444,5007.603703703704,4565.111111111111,2650.7666666666664,2962.8691358024694,0.8211220702152959,0.08559227469532259,3089.6543209876545,0.6522113091480366,0.18561167492901137,1.0299497411525589,0.042573939390008135,,1.0740226862197373,0.10302446720697929,
NP_001002858.1,16906.51111111111,15367.451851851847,12370.644444444442,17495.17037037037,14791.448148148149,12521.874074074076,17657.90740740741,15532.4,12914.61851851852,17495.17037037037,15748.6,13742.78888888889,17959.62222222222,15930.070370370371,13106.362962962963,19687.366666666665,16267.788888888888,12274.696296296292,21062.459259259256,18645.27037037037,16501.866666666665,18178.16296296296,16906.51111111111,14791.448148148149,17657.90740740741,14535.344444444445,12448.87777777778,14936.164197530865,0.9791024525210787,0.009171861581395355,15662.186419753089,0.6738877499164623,0.17141243825960553,1.0036708842277333,0.005286269754238532,,1.0524576648301602,0.07376220196818044,
NP_001609.2,7973.603703703706,14658.714814814814,12521.874074074076,7973.603703703706,14238.985185185187,12597.355555555558,11214.114814814817,17305.181481481482,13286.466666666667,7727.314814814816,14134.866666666669,12084.977777777778,9825.877777777776,17657.90740740741,13286.466666666667,8869.937037037036,16050.625925925924,13396.937037037038,7801.118518518519,13211.859259259258,9895.422222222223,6246.12962962963,12521.874074074076,9493.38148148148,7801.118518518519,13009.448148148149,8346.277777777777,11603.314814814818,0.9683880327441077,0.01395058617094024,11315.719753086421,0.8899913627919802,0.05061420808540612,0.990207479598872,-0.014197248051996875,,0.9656645980375135,-0.0504059066246286,
NP_001596.2,6439.148148148148,10235.555555555558,12005.422222222223,6873.329629629629,10919.125925925924,12203.95185185185,9097.885185185189,15047.896296296296,16050.625925925924,7068.866666666668,11214.114814814817,12782.418518518518,9667.033333333333,15225.14074074074,16501.866666666665,9574.362962962963,15930.070370370371,16267.788888888888,9363.34814814815,14658.714814814814,15367.451851851847,9446.362962962963,14658.714814814814,16267.788888888888,9404.040740740742,15930.070370370371,16906.51111111111,9998.8024691358,0.857815792849113,0.06660596242885711,10355.133333333333,0.7538061475823256,0.12274032503155297,1.0458952476317962,0.06473836469199828,,1.0831681869261898,0.11525727212948488,
NP_004902.1,9027.307407407408,12370.644444444442,18645.27037037037,9027.307407407408,12448.87777777778,17495.17037037037,9773.148148148148,13106.362962962963,18419.466666666664,9298.93703703704,12914.61851851852,17305.181481481482,8984.17037037037,12370.644444444442,18178.16296296296,8984.17037037037,13009.448148148149,16906.51111111111,10402.129629629628,14927.925925925923,20876.38148148148,11612.370370370372,17091.14814814815,23792.01851851852,11786.6,17495.17037037037,25280.94444444444,12990.451851851854,0.9285891962562453,0.03217637347362595,13172.912345679017,0.9641535857012205,0.015853779261457594,0.9732322573663461,-0.039143956309316864,,0.9869020234616859,-0.019021229336512756,
NP_001121089.1,12370.644444444442,17495.17037037037,16906.51111111111,13211.859259259258,17657.90740740741,17305.181481481482,18178.16296296296,20876.38148148148,19687.366666666665,13211.859259259258,17657.90740740741,19365.277777777774,18419.466666666664,21062.459259259256,20302.09259259259,17959.62222222222,21350.11111111112,22736.351851851847,17959.62222222222,20876.38148148148,22165.59259259259,18848.31481481481,21062.459259259256,22736.351851851847,24771.4074074074,26756.71481481481,23214.166666666668,16058.316049382716,0.8392406109145236,0.0761135087642774,16745.014814814815,0.6620062891096039,0.1791378847104162,1.029988293172411,0.042627939856950826,,1.0740334898889246,0.10303897930413333,
NP_821133.1,2394.9666666666662,2404.1666666666674,4488.055555555555,2414.12962962963,2552.611111111112,4475.425925925925,3092.3666666666663,3435.214814814816,6228.614814814816,2374.511111111111,2506.729629629629,4422.592592592592,2844.462962962963,3161.9629629629635,5474.603703703704,2763.4666666666667,3287.274074074075,5654.1,2617.874074074074,2904.7370370370368,5349.488888888888,2224.1740740740743,2541.107407407407,4513.670370370372,2629.074074074074,2967.4,5074.1407407407405,3147.388888888889,0.9597917478247706,0.017822988399818124,3101.2777777777774,0.995668505170838,0.001885230189039922,1.016687264535256,0.023875970946341835,,1.00179219402594,0.0025832752591201246,
NP_001138880.1,17959.62222222222,9138.94074074074,9574.362962962963,16715.466666666664,8958.222222222223,9097.885185185189,16906.51111111111,9574.362962962963,8093.292592592596,16715.466666666664,8958.222222222223,8915.562962962962,16715.466666666664,9404.040740740742,8705.296296296296,16906.51111111111,9138.94074074074,7658.729629629629,15225.14074074074,8705.296296296296,7801.118518518519,14535.344444444445,8506.751851851852,7590.218518518518,13979.385185185189,8816.970370370369,6693.285185185186,11590.524691358025,0.8772614981372544,0.056870930841440154,11529.75061728395,0.8663123535319633,0.062325492558733764,0.9481538000078774,-0.07680699724950583,,0.9431822244485536,-0.08439156586312811,
NP_006073.2,5783.281481481482,8741.981481481482,12274.696296296292,6037.055555555555,8676.411111111112,13846.91111111111,7127.629629629628,10992.933333333329,14791.448148148149,6106.618518518518,9298.93703703704,13846.91111111111,6988.133333333333,10330.455555555558,14791.448148148149,5671.3,9951.76296296296,15748.6,7399.859259259258,10582.070370370371,14405.851851851852,6140.907407407409,9825.877777777776,13846.91111111111,5770.84074074074,9097.885185185189,13106.362962962963,9520.125925925926,0.8530450470179554,0.0690280343016884,9750.822222222223,0.7942447677741636,0.10004563748198393,1.06568735801008,0.09178425497882306,,1.0915116095394841,0.12632747520819773,
NP_001129171.1,20582.581481481488,14791.448148148149,12203.95185185185,19365.277777777774,14405.851851851852,11612.370370370372,20302.09259259259,15367.451851851847,11612.370370370372,21062.459259259256,14927.925925925923,10859.388888888889,16267.788888888888,13846.91111111111,10531.31851851852,21760.211111111115,15225.14074074074,10729.766666666665,19029.055555555555,15930.070370370371,11692.21111111111,19365.277777777774,15367.451851851847,10531.31851851852,17959.62222222222,14658.714814814814,10859.388888888889,15127.833333333334,0.8382854533684445,0.0766080700176261,15616.59135802469,0.9530122395528045,0.020901521674255113,0.9538761121605037,-0.0681261913168444,,0.9846944451039636,-0.02225197531399923,
XP_005268559.1,17305.181481481482,5502.2962962962965,23214.166666666668,17657.90740740741,5725.418518518519,23214.166666666668,12521.874074074076,4885.837037037036,17657.90740740741,16501.866666666665,5405.666666666667,21760.211111111115,13742.78888888889,4589.485185185186,17305.181481481482,13505.418518518518,4885.837037037036,18645.27037037037,12448.87777777778,4541.625925925925,15748.6,12691.822222222225,4499.429629629629,15930.070370370371,11443.370370370372,4375.625925925926,14405.851851851852,15532.497530864197,0.9803620492980963,0.00861350902688473,14555.914814814816,0.9173019899416661,0.037487664358153115,1.0125125504553252,0.01793979082930181,,0.9488523274555837,-0.07574452083924157,
NP_006576.2,10919.125925925924,11612.370370370372,9773.148148148148,11063.4,12005.422222222223,9446.362962962963,12203.95185185185,13979.385185185189,11214.114814814817,10859.388888888889,12203.95185185185,10280.040740740742,12005.422222222223,13594.8,11063.4,12782.418518518518,14238.985185185187,10330.455555555558,11692.21111111111,13396.937037037038,11443.370370370372,11692.21111111111,12914.61851851852,10092.37037037037,11354.237037037035,13594.8,10048.503703703704,10838.395061728397,0.9431979472140194,0.02539715311503901,11114.46049382716,0.6810908035001493,0.16679498378449226,1.006517352051431,0.00937204409508048,,1.0321544178832676,0.04565882468459469,
NP_954654.1,391.6703703703704,2752.944444444444,6587.044444444444,353.7333333333333,3315.851851851853,7658.729629629629,422.0481481481481,2967.4,5474.603703703704,352.9222222222223,3022.551851851852,7211.133333333333,376.9407407407408,2876.8370370370367,5640.081481481482,286.8111111111112,3194.6037037037045,7241.944444444444,399.7296296296298,2640.844444444444,5271.951851851853,291.31481481481484,2307.5888888888885,5087.918518518518,485.62592592592586,3189.0999999999995,5201.925925925926,3776.104938271605,0.858002100570126,0.06651164890549283,3528.8691358024694,0.9208124569719305,0.03582881409853327,1.164068173064774,0.21917555142697015,,1.087852248560255,0.12148262391876814,
NP_001275582.1,3760.459259259259,7266.8,8772.72222222222,3981.4851851851854,7619.992592592595,9493.38148148148,6366.637037037038,11063.4,13009.448148148149,4197.762962962964,8122.807407407409,10531.31851851852,7028.177777777777,12448.87777777778,14535.344444444445,6568.314814814814,10280.040740740742,13505.418518518518,6106.618518518518,10859.388888888889,13106.362962962963,6873.329629629629,11891.129629629628,14658.714814814814,7399.859259259258,12914.61851851852,13979.385185185189,7031.61975308642,0.8538372682567299,0.06862489304927398,7617.2962962962965,0.6906765857251619,0.16072526654013916,1.0653979287298248,0.0913923812302895,,1.1541368819087934,0.20681433935595672,
NP_006079.1,7175.188888888889,13396.937037037038,13505.418518518518,7763.337037037038,14134.866666666669,14238.985185185187,9247.766666666666,18419.466666666664,18178.16296296296,7504.61111111111,14238.985185185187,14238.985185185187,9097.885185185189,18178.16296296296,16715.466666666664,9065.022222222224,18645.27037037037,16715.466666666664,8346.277777777777,16050.625925925924,14791.448148148149,8049.97777777778,15047.896296296296,14238.985185185187,8122.807407407409,16501.866666666665,15748.6,12045.729629629632,0.8298739974525544,0.0809878430036603,11994.193827160496,0.8462143331865023,0.07251962285831942,1.0604399312809123,0.08466290158742147,,1.0559030020529434,0.07847731113145141,
NP_001273433.1,10141.485185185184,8958.222222222223,7889.837037037036,10582.070370370371,9298.93703703704,8009.399999999999,13211.859259259258,10919.125925925924,8705.296296296296,10582.070370370371,8984.17037037037,7840.296296296296,12914.61851851852,11214.114814814817,9192.796296296296,16050.625925925924,12691.822222222225,9895.422222222223,12521.874074074076,10729.766666666665,9138.94074074074,11786.6,10859.388888888889,8506.751851851852,13846.91111111111,11612.370370370372,8915.562962962962,9296.802469135802,0.7763920856155084,0.10991890037155631,9135.512345679012,0.8991365679587431,0.04617433918293431,1.0333782204000261,0.04736838278677901,,1.0154501530565267,0.022119421610237444,
