Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
NP_001188408.1,118.1,0.0,14.5,112.0,0.0,10.3,126.1,0.0,10.5,141.4,0.0,15.8,165.0,0.0,11.7,154.1,0.0,15.4,115.8,0.0,12.6,123.0,0.0,8.7,90.2,0.0,8.1,118.18518518518522,0.0,31.46666666666667,120.31851851851852,0.0,28.35185185185185,183.25925925925927,0.0,31.46666666666667,143.32222222222222,0.0,34.262962962962966,164.2037037037037,0.0,29.718518518518515,155.2962962962963,0.0,35.303703703703704,140.23333333333332,0.0,32.214814814814815,149.69259259259258,0.0,28.829629629629625,138.92592592592592,0.0,30.15185185185185,49.556790123456786,0.9951578558220013,0.0021080243046857983,71.57530864197531,0.7642883183770923,0.11674277825767806,59.19506172839507,0.8759194879403442,0.05753581112663569,0.9934415680839476,-0.009492980874538672,,1.4348364104340936,0.5208862607274279,up-regulated,1.18665544721081,0.24690110030491827,
NP_076943.1,548.4,8566.0,0.0,542.1,7237.9,0.0,255.8,2655.5,0.0,489.0,8349.7,0.0,370.2,4756.3,0.0,559.1,6718.0,0.0,291.6,4109.8,0.0,309.8,3914.0,0.0,147.1,2253.0,0.0,494.1111111111112,6587.044444444444,0.0,506.80740740740737,5837.811111111112,0.0,360.6888888888889,3596.922222222222,0.0,446.44814814814816,6493.344444444444,0.0,355.7703703703704,4197.762962962964,0.0,527.0407407407407,5232.37037037037,0.0,331.1888888888888,4407.933333333333,0.0,354.5296296296296,4001.466666666666,0.0,226.0037037037037,3071.6888888888884,0.0,2114.872839506173,0.9349534792567035,0.029209997902605252,1319.2037037037037,0.6938991440102622,0.15870364825240296,2313.264197530864,0.9881353801555288,0.005183550527040871,0.8959863215461801,-0.15845138714480017,,0.5588934009515083,-0.8393549541874943,down-regulated,0.9800367380925481,-0.029092263138605523,
XP_016873372.1,2586.2,844.8,47.4,2434.2,793.0,44.1,1054.0,381.3,35.3,2401.8,743.2,37.1,1590.2,609.0,54.3,1662.9,655.3,48.1,1388.2,519.4,39.5,1410.0,550.4,37.8,781.5,374.2,37.5,2516.4222222222224,667.0703703703701,63.29259259259258,2445.977777777778,654.4296296296296,62.8,1622.5185185185185,470.4518518518518,62.24074074074075,2292.3703703703704,584.1925925925926,55.17777777777778,1614.0851851851853,522.2037037037037,66.57407407407406,1624.574074074074,501.937037037037,69.47037037037038,1694.3888888888887,541.337037037037,62.8,1666.2555555555557,530.2111111111111,64.35185185185186,1173.0814814814814,480.2851851851851,70.51111111111112,1054.4024691358027,0.9796893074125074,0.008911631929765918,718.4037037037037,0.7020279097981483,0.15364562173005056,977.246913580247,0.921468675978993,0.035519423419072924,0.9742582976665239,-0.037623781142403695,,0.6637984924118673,-0.5911827420490233,down-regulated,0.9029672656257131,-0.14725440682181967,
NP_060537.3,398.0,184.6,0.0,301.2,173.4,0.0,116.5,112.0,0.0,329.7,156.8,0.0,179.6,162.1,0.0,213.0,255.2,0.0,158.7,127.1,0.0,166.9,152.9,0.0,132.8,138.7,0.0,366.30370370370366,119.15925925925929,0.0,299.98148148148147,119.74444444444444,0.0,163.07777777777775,101.06296296296296,0.0,304.25925925925924,103.97037037037036,0.0,177.8740740740741,106.73703703703704,0.0,217.1407407407408,172.4444444444444,0.0,188.4962962962963,102.05185185185184,0.0,195.8037037037037,118.5888888888889,0.0,199.4333333333334,149.27037037037033,0.0,139.90864197530865,0.8824426500794914,0.05431350980794892,88.04691358024691,0.5795037305921711,0.23694376389300104,136.07654320987652,0.8633728645032019,0.0638016051837089,0.8645889757772268,-0.20991365408833912,,0.5441007057028419,-0.8780543953017105,down-regulated,0.8409078771695593,-0.24998033534671896,
XP_006721703.1,1650.2,0.0,107.3,1542.5,0.0,108.8,709.8,0.0,74.7,1514.9,0.0,107.9,1198.3,0.0,92.4,1184.4,0.0,68.2,993.1,0.0,71.5,1137.6,0.0,71.3,717.2,0.0,69.8,1512.0333333333338,0.0,114.95555555555556,1490.2111111111112,0.0,124.56666666666666,1013.2851851851848,0.0,111.66296296296296,1407.6111111111113,0.0,126.1,1190.737037037037,0.0,101.54444444444444,1138.140740740741,0.0,90.22592592592592,1176.7777777777778,0.0,94.67777777777776,1324.9111111111113,0.0,102.38888888888889,1067.5444444444445,0.0,108.68518518518516,538.2592592592592,0.9955186277151984,0.001950609229506688,374.9827160493826,0.7901671426459528,0.10228103345517608,511.23703703703706,0.9648087281849063,0.015558776321880127,0.9924946561132014,-0.010868760510596865,,0.6914295210192877,-0.532345893197789,down-regulated,0.9426684604825546,-0.08517763524835979,
NP_060531.2,0.0,2820.7,1367.6,0.0,1994.1,1260.3,0.0,942.0,752.9,0.0,2549.0,1352.6,0.0,1483.7,1176.8,0.0,1705.1,983.4,0.0,1193.0,840.0,0.0,1305.8,793.7,0.0,743.5,609.2,0.0,2276.7259259259254,1167.2703703703703,0.0,1680.3555555555552,1124.2888888888888,0.0,1272.0703703703707,935.059259259259,0.0,2061.385185185185,1162.0037037037036,0.0,1343.4851851851854,1003.722222222222,0.0,1385.4925925925925,900.8296296296298,0.0,1301.0592592592589,879.637037037037,0.0,1339.1407407407405,864.7925925925927,0.0,1021.1666666666666,771.9925925925928,934.8814814814814,0.8092464229496271,0.09191921159999147,735.7098765432098,0.622726909050037,0.20570236729699518,1074.4629629629628,0.937997428514008,0.027798352221902932,0.8143575669522595,-0.29626570481760667,,0.6408629509860961,-0.6419122264559631,down-regulated,0.9359443540503658,-0.09550533700393528,
NP_003013.1,0.0,2478.4,664.8,0.0,2076.0,576.2,0.0,643.4,396.1,0.0,2354.1,628.0,0.0,1276.8,532.9,0.0,1319.6,571.9,0.0,1243.0,531.9,0.0,1204.1,570.0,0.0,684.1,433.1,0.0,2012.0333333333333,608.374074074074,0.0,1750.666666666667,549.7629629629631,0.0,822.0925925925926,528.1851851851852,0.0,1893.9555555555555,597.0148148148148,0.0,1154.3777777777775,484.9629629629629,0.0,1070.8037037037038,543.8555555555556,0.0,1358.3703703703704,581.2370370370371,0.0,1215.4851851851852,621.874074074074,0.0,925.3814814814812,549.7629629629631,766.8098765432101,0.8990870308566015,0.046198266897073084,450.0925925925926,0.5628898651580971,0.24957657074917375,830.3234567901235,0.9604243161982352,0.017536852928808352,0.8778900651580899,-0.1878878070417878,,0.5152930700626139,-0.9565349044021026,down-regulated,0.9506042317423076,-0.07308327088223598,
NP_054766.1,0.0,3873.7,5716.1,0.0,3093.8,4797.1,0.0,1105.2,1591.1,0.0,3512.2,4930.0,0.0,1787.1,2691.5,0.0,2512.6,2760.2,0.0,1682.2,2356.8,0.0,1565.5,1973.7,0.0,913.8,1130.1,0.0,3051.103703703702,4602.651851851851,0.0,2577.6185185185186,4061.314814814815,0.0,1518.6962962962966,1959.662962962963,0.0,2794.3370370370367,4089.151851851851,0.0,1627.7407407407406,2288.2925925925924,0.0,2054.3888888888887,2307.5888888888885,0.0,1851.1333333333328,2370.951851851852,0.0,1600.5851851851855,2001.177777777778,0.0,1240.1703703703704,1358.3703703703704,2212.9777777777776,0.8601327811493948,0.06543450030385996,1159.4530864197532,0.42125946394010794,0.37545032922850574,2294.496296296296,0.8942587571911016,0.048536798250672364,0.8674085924411838,-0.20521636045866956,,0.4544643781750331,-1.1377608773530317,down-regulated,0.8993609527929646,-0.1530278464539621,
NP_848696.1,3976.1,7499.1,427.3,2623.7,4379.9,387.7,928.5,1690.3,226.7,3287.2,6333.2,415.3,2004.1,3084.1,348.9,1884.6,3614.3,374.1,2403.9,3814.7,360.5,2568.0,4397.4,466.7,1503.5,2322.9,344.8,3911.425925925927,5738.666666666667,400.7000000000001,2645.655555555556,3541.592592592593,383.4851851851852,1394.4518518518514,2288.2925925925924,304.25925925925924,3264.722222222222,4851.599999999999,405.4444444444445,2061.385185185185,2735.529629629629,327.6629629629629,1796.6629629629626,2865.792592592593,371.4555555555556,3028.937037037037,4135.159259259259,410.73333333333335,3168.859259259259,4433.577777777778,516.0333333333333,2279.9703703703703,3148.3222222222225,450.8370370370369,2190.244444444445,0.5669853169875628,0.24642818772763428,1329.0012345679008,0.3266573093417269,0.4859076195153059,2840.588888888889,0.8150623644773263,0.08880915995676404,0.6537527536063122,-0.6131829768841047,down-regulated,0.39668550186202356,-1.3339324243363195,down-regulated,0.8478701145367564,-0.23808482003492745,
NP_003192.1,1498.3,2843.7,250.1,1395.5,2452.7,219.0,837.0,929.1,113.3,1468.5,2965.3,216.4,1190.1,1640.6,179.0,981.8,1288.2,209.4,1080.6,1549.8,126.2,1061.7,1419.9,137.8,939.0,772.2,82.8,1385.4925925925925,2299.511111111111,240.6407407407407,1341.3703703703702,2063.6074074074068,231.65555555555557,1244.622222222222,1252.262962962963,163.07777777777775,1370.1444444444442,2417.529629629629,226.0037037037037,1180.4481481481482,1508.3777777777775,178.4037037037037,931.688888888889,1028.674074074074,222.2,1288.1518518518517,1690.2037037037037,159.11111111111111,1232.477777777778,1456.662962962963,177.8740740740741,1407.6111111111113,1041.6111111111113,130.8925925925926,1212.211111111111,0.9099235627368712,0.040995088641390565,886.6543209876542,0.5840346674312418,0.23356137304644634,1337.8925925925923,0.974686574395881,0.011135015987208167,0.9263786837546842,-0.11032603801446653,,0.6775863175095572,-0.5615233522426475,down-regulated,1.0224251927496686,0.03199529011353693,
NP_001258803.1,201.4,182.3,0.0,381.6,160.6,0.0,166.3,142.3,0.0,227.8,161.4,0.0,225.6,182.2,0.0,215.4,190.6,0.0,132.6,151.0,0.0,130.5,116.7,0.0,102.1,93.6,0.0,192.8592592592593,118.5888888888889,0.0,372.3444444444445,111.17407407407408,0.0,237.63703703703703,142.2407407407407,0.0,217.1407407407408,109.63333333333333,0.0,230.51111111111103,121.30740740740735,0.0,220.86666666666665,121.30740740740735,0.0,162.01111111111112,126.1,0.0,156.5740740740741,89.29259259259261,0.0,159.11111111111111,91.0148148148148,0.0,161.17283950617286,0.6750345969390243,0.1706739680953982,126.62592592592591,0.8108650028588581,0.09105144343815842,108.9246913580247,0.9545435520150267,0.020204251693257316,1.5524848081245317,0.6345791509896309,up-regulated,1.2197143570655595,0.28654332492322515,,1.0492085954501669,0.06930153178009348,
NP_055054.1,3009.7,32.6,0.0,2777.4,26.0,0.0,1169.1,25.1,0.0,2901.4,21.5,0.0,2222.6,27.8,0.0,2230.5,24.4,0.0,1835.4,21.5,0.0,2063.0,19.8,0.0,1084.8,26.2,0.0,2927.933333333334,9.088888888888889,0.0,2797.729629629629,7.87037037037037,0.0,1831.185185185185,9.72222222222222,0.0,2854.448148148146,6.666666666666665,0.0,2307.5888888888885,7.87037037037037,0.0,2177.6962962962966,7.396296296296297,0.0,2268.874074074074,7.737037037037037,0.0,2449.507407407408,6.896296296296297,0.0,1643.1407407407405,10.514814814814814,0.0,935.1999999999998,0.9756331041208895,0.010713472100499975,613.6358024691357,0.7692755238056489,0.11391808537747337,953.7049382716042,0.9860600021254302,0.006096657270631467,0.9552532421348906,-0.06604484578116215,,0.6267938299814877,-0.6739371165748298,down-regulated,0.9741549768220763,-0.03777678817843296,
NP_001858.1,0.0,989.9,1357.4,0.0,956.9,1257.8,0.0,407.3,590.1,0.0,901.2,1068.1,0.0,740.0,922.7,0.0,678.9,782.4,0.0,573.8,801.1,0.0,564.0,701.9,0.0,336.8,444.4,0.0,795.0074074074075,1152.5777777777778,0.0,805.5333333333333,1120.2259259259258,0.0,509.6259259259259,753.925925925926,0.0,724.362962962963,964.6000000000004,0.0,650.2666666666667,812.9296296296299,0.0,527.0407407407407,730.6592592592592,0.0,605.2037037037036,845.0666666666667,0.0,541.337037037037,770.9148148148147,0.0,435.0407407407407,567.4629629629629,641.9197530864197,0.9885555843985001,0.004998906199711853,421.183950617284,0.6094486868885636,0.21506285434301228,562.9876543209879,0.8567853736920501,0.06712795601729786,0.9887933395201655,-0.016259069559304454,,0.6487787345392585,-0.6242015627513365,down-regulated,0.8672087751593619,-0.20554873970060267,
NP_115609.2,407.7,870.7,0.0,355.4,788.4,0.0,186.7,332.3,0.0,371.1,810.6,0.0,291.0,640.1,0.0,356.0,616.2,0.0,233.0,430.8,0.0,229.8,440.7,0.0,132.0,226.9,0.0,375.3444444444444,688.1185185185185,0.0,351.3888888888888,647.2851851851852,0.0,270.6,398.9666666666667,0.0,349.4666666666667,642.8444444444443,0.0,287.65185185185175,548.8074074074075,0.0,347.9629629629629,471.4185185185184,0.0,275.48148148148147,440.5555555555555,0.0,265.28888888888895,419.1629629629629,0.0,197.7407407407408,281.2296296296297,0.0,332.8913580246913,0.9407757747799641,0.026513874319425895,223.1888888888889,0.6068426197904746,0.2169239254300888,330.77037037037036,0.9347725736123542,0.02929403836747511,0.9390774374423182,-0.09068396575414843,,0.6296097654413431,-0.6674701772240814,down-regulated,0.9330941891444792,-0.09990537677597973,
NP_060855.2,407.6,0.0,180.4,276.8,0.0,150.2,118.5,0.0,131.9,393.7,0.0,159.5,302.2,0.0,189.7,228.7,0.0,161.9,257.9,0.0,157.7,206.3,0.0,147.5,95.1,0.0,121.0,374.6222222222223,0.0,187.01111111111112,276.9037037037037,0.0,167.26296296296297,169.00000000000003,0.0,186.4,366.30370370370366,0.0,172.4444444444444,295.1259259259259,0.0,188.4962962962963,232.3,0.0,180.2296296296296,303.27407407407406,0.0,192.24814814814815,243.8814814814815,0.0,189.87037037037032,147.05555555555554,0.0,176.61851851851856,148.05555555555554,0.7870500175174565,0.1039976670798409,118.46666666666668,0.6151021073705445,0.21105278505911518,179.5827160493827,0.9622050013399781,0.01673239005587237,0.7908481215502402,-0.33852743599820073,,0.632797198646804,-0.6601848817822666,down-regulated,0.9592524449192499,-0.060017557948653204,
NP_056986.2,673.7,21.5,0.0,645.1,22.4,0.0,677.4,17.6,0.0,719.9,23.5,0.0,948.1,20.9,0.0,776.7,21.7,0.0,705.5,13.2,0.0,656.2,21.3,0.0,699.6,17.5,0.0,614.0333333333334,6.048148148148148,0.0,617.3370370370371,6.807407407407408,0.0,965.9592592592592,6.896296296296297,0.0,652.6703703703702,7.2592592592592595,0.0,888.2925925925925,6.107407407407408,0.0,714.0407407407408,6.807407407407408,0.0,819.9074074074072,4.5888888888888895,0.0,722.1185185185184,7.5,0.0,1022.351851851852,7.640740740740741,0.0,208.04814814814816,0.9964821156514114,0.0015304913875816588,324.2851851851852,0.7750772215572712,0.1106550262349831,219.97654320987647,0.96649545270783,0.014800184955182788,1.0065523049539487,0.009422143085899276,,1.5689156741646855,0.6497678126414121,up-regulated,1.0642627611663935,0.08985438902598179,
XP_011526372.1,0.0,565.2,782.8,0.0,553.8,697.8,0.0,291.3,336.0,0.0,594.0,776.5,0.0,424.1,515.2,0.0,519.0,562.3,0.0,359.8,424.2,0.0,422.2,406.1,0.0,258.6,280.3,0.0,435.0407407407407,714.0407407407408,0.0,449.77777777777777,660.6666666666669,0.0,344.0666666666667,439.83333333333326,0.0,469.7962962962963,726.7370370370371,0.0,341.95925925925934,469.7962962962963,0.0,383.4851851851852,538.1777777777777,0.0,352.9222222222223,465.3703703703704,0.0,400.7000000000001,453.788888888889,0.0,329.1296296296297,373.7296296296296,370.1481481481482,0.9661094456752921,0.014973671762110138,261.3,0.6521109970908977,0.18567847586120628,398.84444444444443,0.9601332980072608,0.01766846844974472,0.9663757203821409,-0.04934388662783305,,0.6821970527184352,-0.5517395727675941,down-regulated,1.0412954630429454,0.05837948514641768,
NP_062552.2,0.0,65.8,384.5,0.0,59.1,412.6,0.0,71.2,392.9,0.0,59.1,383.0,0.0,103.9,589.9,0.0,62.4,497.7,0.0,62.9,407.9,0.0,51.3,410.3,0.0,78.3,448.2,0.0,24.29259259259259,366.30370370370366,0.0,23.40740740740741,402.4777777777778,0.0,50.11851851851852,520.0962962962963,0.0,22.7962962962963,376.9407407407408,0.0,55.55555555555556,533.2037037037037,0.0,23.992592592592597,468.25555555555553,0.0,35.99999999999999,450.8370370370369,0.0,22.262962962962963,455.67777777777775,0.0,66.92222222222222,573.2518518518517,141.96172839506173,0.949967449335567,0.02229127557024471,190.07160493827158,0.7847168514403381,0.10528702101257481,133.2456790123457,0.9865537792841703,0.005879235389236762,1.090346194327761,0.12478627586564922,,1.4598571983956155,0.5458272531858195,up-regulated,1.0234020159110955,0.03337298030354288,
NP_000480.3,322.0,14.9,0.0,238.7,12.6,0.0,96.7,7.7,0.0,324.7,12.8,0.0,198.4,13.4,0.0,136.0,14.7,0.0,111.8,9.3,0.0,119.1,10.1,0.0,76.9,8.5,0.0,299.98148148148147,3.7666666666666666,0.0,233.94074074074072,4.166666666666666,0.0,134.91481481481486,2.974074074074073,0.0,300.72962962962964,4.055555555555555,0.0,194.93703703703704,4.055555555555555,0.0,136.8814814814815,4.42962962962963,0.0,133.79259259259257,3.7666666666666666,0.0,142.2407407407407,3.7666666666666666,0.0,121.94444444444446,3.9296296296296296,0.0,79.36913580246913,0.8709492624678425,0.06000714427139431,45.96296296296298,0.6492331541444729,0.18759931032709803,101.59506172839507,0.99815705310103,0.0008011201065278405,0.7838974784177926,-0.35126311025326146,,0.45395795737209216,-1.1393694041980948,down-regulated,1.0034141345169,0.004917165771965856,
NP_002766.1,238.9,526.0,0.0,208.2,498.0,0.0,102.4,223.5,0.0,235.2,522.2,0.0,171.6,401.0,0.0,107.6,151.5,0.0,86.7,237.3,0.0,203.9,477.1,0.0,87.0,250.2,0.0,225.38148148148144,398.9666666666667,0.0,208.23703703703703,391.6703703703704,0.0,143.32222222222222,247.07407407407405,0.0,227.45185185185184,399.7296296296298,0.0,170.64444444444447,319.2444444444444,0.0,111.66296296296296,95.42962962962964,0.0,108.22962962962964,216.32962962962964,0.0,242.33333333333331,454.3703703703703,0.0,135.3666666666667,316.2814814814815,0.0,199.96913580246914,0.9622287700937133,0.016721662080981595,130.1320987654321,0.6024748763645174,0.22006105876761972,209.06049382716057,0.9956682588891266,0.0018853376131484055,0.9608539869730802,-0.05761088165584189,,0.6252862244474237,-0.6774113610067863,down-regulated,1.0045380663684795,0.006532235171724044,
NP_001127704.1,53.8,156.1,0.0,53.5,147.2,0.0,45.6,66.2,0.0,57.9,144.9,0.0,57.4,100.9,0.0,55.6,115.4,0.0,52.6,104.4,0.0,63.6,94.7,0.0,70.2,56.2,0.0,62.8,99.47777777777776,0.0,65.71111111111111,100.14444444444446,0.0,69.89259259259259,42.92592592592592,0.0,69.0037037037037,92.52962962962962,0.0,64.35185185185186,52.43703703703704,0.0,66.57407407407406,64.65185185185186,0.0,72.22592592592592,74.99259259259259,0.0,83.84444444444442,65.71111111111111,0.0,110.5925925925926,43.63333333333334,0.0,55.285185185185185,0.9783519729072614,0.00950487487334991,37.60617283950617,0.6688584203294783,0.1746658011810768,53.84444444444444,0.9953688208033816,0.002015967334329931,1.0220472440944883,0.03146188633961051,,0.6952185324660505,-0.5244615542475597,down-regulated,0.9954125299554947,-0.006633547544038485,
NP_001358262.1,727.0,1267.4,0.0,606.6,962.3,0.0,289.6,472.1,0.0,737.0,1213.5,0.0,463.2,626.8,0.0,499.4,704.2,0.0,470.0,688.1,0.0,483.6,784.7,0.0,257.7,434.4,0.0,655.6629629629632,1017.5148148148148,0.0,579.2037037037035,814.0222222222221,0.0,402.4777777777778,605.2037037037036,0.0,665.8333333333334,986.3851851851848,0.0,447.38518518518526,534.9,0.0,479.25925925925935,549.7629629629631,0.0,541.337037037037,722.1185185185184,0.0,537.1814814814816,767.8703703703702,0.0,383.4851851851852,557.4111111111112,0.0,464.4086419753085,0.8202655595929506,0.08604552274469704,335.8938271604938,0.5645193070935349,0.24832120020350346,550.7395061728394,0.9874059093480272,0.005504277977779693,0.8326825424231555,-0.26416151738199306,,0.6022560751552822,-0.7315510534104284,down-regulated,0.9874733817663437,-0.018186235329265676,
NP_001119653.1,359.5,0.0,1923.5,352.3,0.0,1951.7,164.9,0.0,861.2,381.3,0.0,1894.7,266.5,0.0,1272.2,344.7,0.0,1772.9,248.9,0.0,1348.0,295.8,0.0,1219.1,145.4,0.0,668.2,335.9814814814814,0.0,1576.3481481481483,346.89629629629627,0.0,1666.2555555555557,235.98888888888885,0.0,1075.348148148148,356.67037037037045,0.0,1619.6592592592594,267.1629629629629,0.0,1084.1370370370369,334.5074074074073,0.0,1518.6962962962966,290.7222222222222,0.0,1345.7629629629632,334.5074074074073,0.0,1265.5333333333333,223.48888888888888,0.0,831.9407407407407,671.0506172839506,0.9639218008153552,0.015958197271363994,437.1123456790123,0.7493532402197662,0.12531341045240724,658.7765432098766,0.9766973260216817,0.010240001280523596,1.0527221984432404,0.07412477558044608,,0.6857275109474772,-0.5442926915237217,down-regulated,1.0334670336161633,0.04749236922099938,
XP_005273739.1,0.0,1556.4,517.3,0.0,1256.6,446.8,0.0,574.8,203.8,0.0,1508.3,474.4,0.0,1084.8,340.7,0.0,1302.4,471.9,0.0,865.0,268.0,0.0,925.1,271.3,0.0,561.8,185.6,0.0,1296.9333333333338,484.9629629629629,0.0,1070.8037037037038,433.2000000000001,0.0,730.6592592592592,271.2703703703704,0.0,1268.040740740741,462.1518518518519,0.0,969.9111111111108,319.97407407407405,0.0,1046.5444444444445,447.38518518518526,0.0,926.7518518518518,306.7333333333333,0.0,928.577777777778,321.7851851851852,0.0,729.5740740740739,258.3962962962963,501.3345679012346,0.8595197629087004,0.06574413314386218,333.9765432098765,0.5896855959655172,0.2293794804451779,576.730864197531,0.9755964598834428,0.010729784266338515,0.8440467084587372,-0.24460525685866452,,0.5622827948585775,-0.8306321919744316,down-regulated,0.9709838873276909,-0.04248073937194323,
XP_011537442.1,666.3,0.0,65.8,569.5,0.0,56.9,270.1,0.0,44.0,602.8,0.0,50.3,391.0,0.0,67.8,521.6,0.0,53.3,336.8,0.0,51.1,437.8,0.0,44.3,274.0,0.0,60.9,609.3074074074074,0.0,78.34814814814814,541.337037037037,0.0,74.0851851851852,376.9407407407408,0.0,74.99259259259259,547.1444444444445,0.0,67.33333333333333,375.3444444444444,0.0,77.9851851851852,499.7037037037037,0.0,74.48518518518519,386.1296296296296,0.0,76.59629629629632,490.7333333333332,0.0,70.51111111111112,406.3185185185185,0.0,97.2444444444444,205.14074074074074,0.9295488640376127,0.03172777552725023,150.64444444444447,0.746421417883453,0.1270159073977503,204.82592592592596,0.9291313794073915,0.03192287231689227,0.8949571006156183,-0.16010956582045013,,0.6572088739517524,-0.6055761345023668,down-regulated,0.8935836739969948,-0.1623252672339228,
NP_112486.1,78.1,242.6,0.0,71.0,240.3,0.0,69.6,222.7,0.0,92.5,237.7,0.0,93.9,306.8,0.0,75.1,255.9,0.0,90.9,289.8,0.0,86.5,255.7,0.0,63.7,237.3,0.0,78.65555555555557,165.362962962963,0.0,78.34814814814814,172.98148148148152,0.0,103.43703703703704,245.81111111111116,0.0,97.81111111111112,161.25555555555553,0.0,97.81111111111112,229.1740740740741,0.0,83.84444444444442,175.83333333333337,0.0,112.54074074074076,276.9037037037037,0.0,109.21851851851854,219.66296296296295,0.0,101.54444444444444,293.10370370370373,0.0,83.77654320987655,0.9735774517216814,0.011629493021878707,116.41604938271605,0.7063914562130871,0.15095456217956776,86.35555555555555,0.9438624579343533,0.025091287600455547,1.0299612961979205,0.042590124949809904,,1.4312362449723,0.5172618281226942,up-regulated,1.061668057979813,0.08633276240964521,
NP_001353346.1,373.4,0.0,19.9,355.2,0.0,20.4,400.4,0.0,23.5,420.4,0.0,21.3,594.0,0.0,25.6,463.3,0.0,25.7,350.9,0.0,18.9,357.3,0.0,18.9,317.1,0.0,16.2,351.3888888888888,0.0,38.22222222222223,350.35185185185185,0.0,40.66296296296296,557.4111111111112,0.0,47.97037037037036,386.1296296296296,0.0,41.8962962962963,563.3074074074075,0.0,40.66296296296296,434.0592592592593,0.0,47.10000000000001,405.4444444444445,0.0,39.466666666666654,406.3185185185185,0.0,43.97407407407409,472.39259259259256,0.0,41.8962962962963,130.33827160493829,0.9977638885877369,0.0009722182469856464,201.79382716049383,0.7526044875627202,0.12343319643614364,142.6753086419753,0.9420359452585056,0.025932525519665427,1.0036028328342603,0.0051884481097939665,,1.553809591710633,0.6358097225838103,up-regulated,1.0985978421027616,0.13566336318904923,
NP_659412.3,94.6,102.3,127.7,94.2,108.9,111.1,112.9,107.5,110.5,98.7,86.8,117.5,167.6,171.8,146.3,111.4,103.8,130.2,119.4,128.5,128.4,116.0,122.5,132.9,143.7,133.0,107.6,94.67777777777776,54.08148148148147,139.64814814814815,102.05185185185184,65.18888888888891,127.24444444444444,158.55555555555554,94.67777777777776,157.92222222222222,103.43703703703704,47.10000000000001,136.48148148148147,166.64814814814818,113.57037037037036,150.40740740740742,119.74444444444444,56.4,147.05555555555554,144.74444444444447,103.43703703703704,164.6851851851852,137.88518518518518,94.67777777777776,171.79999999999998,220.27037037037036,139.64814814814815,165.362962962963,98.16172839506173,0.9506449789700131,0.02198164127590065,137.05185185185184,0.27863057339995473,0.5549712313061886,95.67283950617285,0.9903401933836327,0.004215594563586543,1.0210735841787595,0.030086838502171337,,1.4256067805316552,0.5115761037963574,up-regulated,0.9951842814947992,-0.006964395982943724,
