Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
NP_004951.1,6675.5,6851.7,1982.9,5318.1,5123.1,1685.4,2664.5,2413.8,1272.4,5000.0,4987.5,1813.7,3683.2,3837.9,1614.9,3156.1,3533.7,1200.4,3322.9,3436.5,1510.1,2928.6,3009.1,994.9,1874.8,2078.8,995.7,6643.322222222223,5139.651851851852,1640.5555555555552,5561.192592592593,4197.762962962964,1403.3962962962964,4314.281481481482,3246.1407407407414,1548.8444444444442,4978.333333333332,3893.040740740741,1512.0333333333338,4011.562962962964,3426.0259259259246,1361.0296296296294,3183.259259259259,2808.4555555555544,1065.6296296296296,4206.3814814814805,3675.5962962962953,1526.414814814815,3711.114814814815,2979.466666666668,1070.8037037037038,2932.0444444444447,2808.4555555555544,1178.4962962962964,3720.783950617284,0.7156049115291307,0.14532668732954007,3036.422222222223,0.4549121903792912,0.3420724251319645,3461.135802469135,0.6072564040581018,0.21662789647766104,0.8315511761685466,-0.26612304083649285,,0.6786044295354235,-0.5593572477327664,down-regulated,0.7735228880851285,-0.37048411408780696,
NP_003504.2,5816.2,9091.8,696.4,4756.2,7864.3,748.9,2915.8,2524.5,805.9,4631.7,6751.5,392.8,4062.7,3634.1,956.0,4717.2,6556.1,1756.0,3069.6,3397.0,384.9,2602.7,3343.4,733.0,2602.5,2366.8,933.5,5821.337037037036,6936.99259259259,631.9,4851.599999999999,6389.992592592594,695.9925925925927,4952.555555555556,3411.5000000000005,999.1222222222224,4553.25925925926,5166.855555555556,388.4962962962964,4488.055555555555,3218.3037037037043,836.5888888888888,4839.174074074074,5087.918518518518,1494.7555555555557,3840.137037037038,3604.518518518519,428.9629629629629,3232.696296296297,3339.688888888888,802.9407407407407,4362.166666666665,3264.722222222222,1116.385185185185,3979.195061728395,0.8605134688549233,0.06524232765647628,3121.0592592592598,0.5910191313609999,0.22839846072612838,3369.537037037038,0.6803433525092957,0.16727185425524257,0.8915145979849324,-0.1656696736293049,,0.6992544591661918,-0.5161105460479777,down-regulated,0.7549244031441393,-0.4055959122636558,
NP_001137533.1,632.3,1154.4,1897.7,562.8,1142.9,1767.7,585.3,1013.8,1856.8,596.6,1269.5,1893.0,826.3,1721.2,2975.2,637.8,1292.6,2163.2,696.8,1612.8,2730.8,621.0,1457.3,2405.8,613.1,1350.0,2606.8,572.2555555555555,935.059259259259,1550.9259259259256,533.9555555555556,950.2333333333332,1490.2111111111112,831.9407407407407,1407.6111111111113,2279.9703703703703,541.337037037037,1035.2037037037037,1616.7888888888886,791.4481481481481,1563.6185185185184,2565.7407407407413,599.4407407407407,1035.2037037037037,1864.651851851852,811.3555555555556,1769.533333333334,2673.2740740740737,689.1407407407409,1488.1148148148147,2445.977777777778,905.5333333333334,1870.6,3003.477777777778,991.4666666666667,0.9473632748776813,0.023483454975502152,1506.5074074074073,0.39934163074638757,0.39865541291862333,1064.443209876543,0.9202190105616589,0.03610879900347149,0.9725853038239126,-0.040103302879481724,,1.477817675376185,0.5634682890672508,up-regulated,1.0441720911925885,0.06235950371790475,
NP_005316.1,2474.5,2929.7,5385.5,2707.1,3054.9,5655.3,1210.9,1372.9,1584.1,2486.3,2847.1,3456.8,1604.2,1942.5,2758.6,2467.2,2797.8,4137.9,937.3,1114.2,1454.1,681.6,748.4,1316.0,309.5,346.5,754.4,2367.855555555556,2360.1333333333328,4399.592592592594,2717.507407407408,2557.4333333333334,4807.503703703704,1890.8111111111116,1844.981481481482,1945.3222222222216,2404.1666666666674,2326.692592592592,2955.05925925926,1638.007407407407,1746.6074074074074,2360.1333333333328,2453.0925925925926,2266.0481481481484,3473.3,1108.7407407407406,1180.4481481481482,1478.155555555555,751.3037037037036,725.4518518518518,1351.737037037037,461.2074074074074,446.44814814814816,933.0925925925928,3360.8148148148152,0.7646466807839443,0.1165391923383907,1893.704938271605,0.23235196826604212,0.6338536442375748,2561.9728395061734,0.5576874440898738,0.2536091332094741,1.1046129212760507,0.14354090863228688,,0.6224118433060235,-0.6840585825769027,down-regulated,0.8420542214947206,-0.24801496068956613,
NP_631961.1,7874.4,6786.9,2315.5,7771.0,6439.4,2038.7,2684.1,2855.9,1216.5,7307.4,6369.1,1856.3,4379.0,4268.0,1630.1,5009.7,4783.0,1178.6,3498.9,3214.1,1496.9,3393.1,3187.1,1043.0,1929.0,1947.2,1059.4,8122.807407407409,5104.577777777777,1924.237037037037,8384.655555555555,5087.918518518518,1736.3925925925926,4389.5370370370365,3893.040740740741,1475.844444444445,7694.411111111109,4895.937037037038,1563.6185185185184,4938.355555555556,3824.148148148148,1376.937037037037,5232.37037037037,3719.025925925925,1041.6111111111113,4522.774074074074,3411.5000000000005,1514.8962962962962,4215.400000000001,3161.9629629629635,1104.0296296296297,3047.1925925925925,2587.3888888888887,1250.5296296296297,5069.655555555555,0.9945384496961329,0.002378422023639794,3252.807407407407,0.43660935835375775,0.35990695979078446,4717.988888888888,0.9013250239087787,0.04511857124503438,1.0037847065880734,0.005449870837851191,,0.6440513153707046,-0.6347524539365103,down-regulated,0.9341551986365961,-0.09826583863247006,
NP_005795.2,2199.2,1291.8,72.4,1926.2,1164.3,63.5,658.8,531.2,53.8,2257.6,1406.5,71.9,1751.1,1061.4,68.8,1603.5,1284.4,60.2,1420.6,825.5,54.2,1327.4,848.9,50.0,699.1,553.9,38.3,2104.574074074074,1044.4814814814818,84.25555555555556,1910.3518518518515,974.1037037037038,81.48148148148148,936.4740740740742,678.8407407407408,87.47407407407407,2157.4333333333334,1169.0444444444445,91.5148148148148,1823.2481481481484,951.6,79.1222222222222,1567.233333333333,1025.9592592592596,80.67407407407407,1738.3925925925923,871.0370370370367,79.1222222222222,1569.5629629629634,826.2407407407404,77.9851851851852,1019.5925925925924,716.6703703703703,72.74074074074072,988.6456790123456,0.9153315612357468,0.03842156261967074,567.5962962962964,0.48618574248683677,0.3131977810954842,1139.330864197531,0.9447340020296926,0.0246904536200535,0.9173064190590083,-0.12452435952532295,,0.5266393583461055,-0.9251127497873043,down-regulated,1.0571183765295067,0.08013693932196343,
NP_005944.1,3097.3,2619.5,1648.7,4105.1,4252.2,2739.4,1885.1,1416.9,888.2,4220.5,4053.2,2569.0,2381.2,2215.4,1485.2,6750.4,8660.7,5364.4,3618.8,3138.5,2121.4,2953.9,2683.1,1645.7,3614.9,3212.5,2111.9,3003.477777777778,2123.9,1358.3703703703704,4135.159259259259,3418.6000000000004,2326.692592592592,2972.096296296297,1893.9555555555555,1104.0296296296297,4114.914814814815,3194.6037037037045,2177.6962962962966,2489.566666666666,1984.1074074074077,1254.9555555555555,7473.544444444445,6791.14814814815,4433.577777777778,4656.629629629631,3325.166666666666,2123.9,3750.7370370370368,2679.333333333333,1687.4037037037033,6161.466666666667,4446.3703703703695,2404.1666666666674,3293.4839506172834,0.1863234237519392,0.7297325441013639,1990.0271604938273,0.8233315786905212,0.08442522700554693,3162.4049382716057,0.24632915843045328,0.6084841768903908,1.5234097325646199,0.6073040177536093,up-regulated,0.9204923387575722,-0.11952238078904512,,1.4627787879064755,0.5487116110891426,up-regulated
NP_037522.1,1810.9,1219.3,2742.2,1900.3,1252.7,2701.3,1531.2,1183.8,2478.4,1966.6,1394.4,2878.0,2461.4,1607.9,3590.1,2139.9,1411.0,3129.6,2061.4,1462.7,3173.4,2166.3,1456.5,3062.1,1736.3,1268.7,3038.6,1690.2037037037037,976.6814814814816,2303.4111111111115,1893.9555555555555,1069.4555555555555,2303.4111111111115,2370.951851851852,1614.0851851851853,3062.133333333333,1870.6,1156.4592592592592,2460.385185185185,2565.7407407407413,1467.0185185185187,3010.4555555555557,2063.6074074074068,1124.2888888888888,2629.074074074074,2592.8037037037034,1609.9111111111108,3097.833333333334,2552.611111111112,1486.2925925925929,3109.522222222222,2747.481481481482,1758.2888888888888,3579.907407407408,1755.6074074074077,0.8606048109467258,0.06519623045683798,2349.0567901234567,0.2898229470312753,0.5378672317891938,1829.148148148148,0.7645564030312966,0.11659047019713167,1.0596596074457145,0.08360090486736299,,1.417857196083399,0.5037122343566593,up-regulated,1.1040477503390511,0.1428025703838278,
NP_006017.1,4382.3,7501.3,8336.3,4207.1,7467.1,8220.9,2019.4,3044.7,3396.7,4327.4,7571.0,7333.4,2905.5,4851.2,4864.6,2836.1,6071.0,6224.9,2469.5,4017.6,3893.6,2283.8,3832.8,3643.6,1623.8,2322.8,2564.8,4266.462962962963,5748.277777777777,6545.074074074074,4247.896296296297,6161.466666666667,6740.281481481483,3252.437037037037,4135.159259259259,4221.799999999999,4230.103703703704,5821.337037037036,5858.292592592592,3071.6888888888884,4306.822222222222,4097.577777777777,2854.448148148146,4683.585185185185,5232.37037037037,3142.896296296296,4333.892592592593,3789.5592592592593,2729.4888888888886,3893.040740740741,3642.8814814814823,2541.107407407407,3142.896296296296,2967.4,5716.54814814815,0.8547652361486402,0.06815314918441728,3869.798765432098,0.11630747609859295,0.9343923684700742,5303.244444444444,0.8133021304765374,0.08974809004708899,1.0356181295639828,0.050492126437095955,,0.7010583406953468,-0.5123935874137734,down-regulated,0.9607434328975767,-0.057776885018466846,
XP_011531792.1,1108.8,739.4,427.1,1053.9,723.2,411.9,990.6,700.5,503.0,1166.1,766.4,434.7,1482.1,986.1,703.9,1270.8,1086.8,541.2,1023.5,659.0,473.2,993.1,781.1,406.0,816.5,555.9,448.8,1019.5925925925924,588.6148148148148,399.7296296296298,1011.2888888888888,596.0999999999999,401.67777777777775,1512.0333333333338,922.4111111111112,653.5518518518518,1079.1555555555558,607.5555555555555,422.8962962962963,1521.2037037037037,864.7925925925927,651.5407407407407,1238.0481481481477,858.5851851851852,512.2814814814816,1221.3481481481483,691.5666666666666,518.3296296296296,1148.6592592592592,765.0814814814813,453.02962962962965,1225.4444444444443,719.9148148148148,576.237037037037,669.6888888888888,0.9989005067997989,0.0004777665284190076,1029.3320987654322,0.31980289175431587,0.49511761355018313,703.2024691358025,0.905495935055497,0.043113494976570466,1.000562582196948,0.0008114063256472936,,1.537894983426882,0.6209569909057054,up-regulated,1.0506342422571169,0.0712605106689254,
NP_002061.1,3373.1,978.4,789.9,3480.4,942.5,942.1,2952.6,748.5,626.4,3717.7,1038.2,844.3,4644.9,1151.0,1098.3,4513.4,1162.9,641.5,4671.8,1058.0,1049.4,5183.6,1169.0,950.1,4480.2,988.6,732.0,3301.607407407407,778.8185185185184,724.362962962963,3558.555555555555,790.1814814814816,864.7925925925927,5121.718518518517,984.1074074074074,799.9555555555555,3637.055555555555,835.4407407407408,786.2851851851852,5258.570370370369,1030.1074074074074,948.8888888888888,4541.625925925925,928.577777777778,598.2185185185184,6366.637037037038,1124.2888888888888,1076.6703703703704,6841.003703703702,1174.9444444444443,1024.5555555555557,7619.992592592595,1339.1407407407405,910.062962962963,1737.8432098765434,0.9182022894963182,0.03706162867479251,2301.9271604938267,0.6970691955003726,0.15672410894302694,1752.9271604938274,0.9108845338854596,0.040536671846535755,1.085069448459215,0.11778738344512668,,1.4372705317919698,0.5233316401811482,up-regulated,1.0944875213232481,0.13025550588688503,
NP_005042.1,5456.4,7110.1,396.7,5445.5,7293.4,432.7,4689.3,5618.1,414.4,5921.9,7413.4,425.0,7313.3,8780.6,642.7,7379.9,9636.2,578.1,5523.8,6413.9,450.9,5715.5,7157.7,433.5,4994.3,5811.9,505.7,5365.22962962963,5349.488888888888,375.3444444444444,5671.3,5938.596296296297,422.8962962962963,8346.277777777777,7658.729629629629,547.1444444444445,5996.092592592594,5687.492592592591,413.9296296296296,8384.655555555555,7694.411111111109,587.6592592592592,7840.296296296296,7763.337037037038,548.8074074074075,7447.74074074074,6693.285185185186,493.1814814814814,7658.729629629629,7095.348148148149,478.2037037037037,8231.518518518518,7973.603703703706,641.4148148148147,4010.9308641975313,0.9040066618104232,0.04382836910777163,5517.383950617284,0.5806870975575025,0.23605782356514604,4032.5049382716043,0.897956492442211,0.046744705147853255,1.0850066976876531,0.117703948375689,,1.4925209989456696,0.5777512295548461,up-regulated,1.0908427531219973,0.12544314965291833,
NP_004699.1,3825.9,5651.9,10306.0,3756.6,5637.1,10448.1,1775.8,2280.9,4419.7,3693.7,5479.7,10195.7,2662.2,3485.0,6863.5,3105.8,4321.1,7453.2,2156.1,2932.7,5856.3,2347.0,3013.5,5469.6,1581.5,1910.8,4000.4,3806.359259259259,4348.018518518518,8346.277777777777,3806.359259259259,4532.170370370371,8915.562962962962,2802.6111111111104,3055.548148148148,5424.751851851853,3619.348148148149,4306.822222222222,8638.14074074074,2794.3370370370367,3086.177777777778,5770.84074074074,3142.896296296296,3385.485185185185,6037.055555555555,2717.507407407408,3092.3666666666663,5738.666666666667,2802.6111111111104,2993.4592592592603,5474.603703703704,2421.114814814814,2557.4333333333334,4626.040740740741,5751.364197530864,0.9124558194199981,0.039788154648600624,3760.970370370371,0.36628495543444306,0.4361809189166297,5521.437037037038,0.9925165619178316,0.0032622375225181705,1.0456610365873231,0.06441526067959902,,0.6837856273723806,-0.5483839960945712,down-regulated,1.0038577591866722,0.005554862262933827,
XP_011539410.2,314.3,1147.0,770.3,351.2,1151.7,839.0,299.1,1062.9,753.7,363.1,1331.9,855.1,484.6,1601.4,1219.9,524.4,1811.0,1129.4,366.5,1149.1,878.7,420.4,1450.4,982.7,346.3,1197.8,894.0,293.73703703703706,931.688888888889,703.0444444444445,345.3703703703703,960.7629629629632,780.2555555555556,419.1629629629629,1469.0814814814814,936.4740740740742,336.71851851851864,1092.5148148148148,791.4481481481481,462.1518518518519,1455.051851851852,1039.9592592592594,502.88518518518526,1464.5814814814817,1003.722222222222,430.4296296296296,1244.622222222222,919.0518518518523,471.4185185185184,1484.1703703703706,1052.0518518518516,513.8740740740741,1645.9222222222224,1076.6703703703704,695.462962962963,0.850071669513261,0.07054445738924751,941.5728395061728,0.45734369175828155,0.3397573068565437,740.2271604938272,0.752828225110792,0.12330410666358921,1.0818879672432768,0.11355111148372739,,1.46474561492797,0.5506501308940491,up-regulated,1.1515248124112951,0.20354549784987372,
NP_003391.1,998.8,1069.2,2971.7,976.8,1052.7,2850.9,939.8,1018.5,3057.7,1071.4,1115.0,2901.5,1788.9,1631.8,4533.9,796.2,1181.0,3482.8,1273.6,1192.2,3180.3,868.2,914.6,2616.6,964.0,932.3,2718.3,916.2629629629632,876.9148148148148,2493.981481481481,937.9,882.4814814814816,2433.325925925926,1414.9962962962964,1412.6037037037042,3806.359259259259,984.1074074074074,899.6555555555556,2493.981481481481,1861.2814814814813,1488.1148148148147,3840.137037037038,730.6592592592592,943.6296296296296,2948.9925925925927,1543.8925925925923,1298.8074074074073,3109.522222222222,994.251851851852,920.3629629629628,2679.333333333333,1455.051851851852,1269.9481481481484,3130.4555555555557,1417.9024691358027,0.9886391382040394,0.004962200703490869,2211.31975308642,0.4666816129672704,0.3309793097729996,1459.248148148148,0.969528544445491,0.013439400084321894,0.9921971986975753,-0.011301210858566503,,1.5474021043028583,0.6298481408746044,up-regulated,1.0211294192044633,0.030165726756255236,
NP_001355024.1,5305.9,7701.4,665.6,5021.9,5935.8,566.7,2318.2,1715.8,240.0,5127.9,6178.0,548.3,3490.7,3197.9,370.1,4105.0,3413.6,457.0,3324.2,3341.2,333.8,4023.3,3683.0,386.0,2686.8,1744.0,235.0,5156.37037037037,5916.174074074074,609.3074074074074,5271.951851851853,4807.503703703704,540.1074074074072,3726.944444444444,2322.4629629629635,319.97407407407405,5074.1407407407405,4683.585185185185,518.3296296296296,3735.4555555555553,2844.462962962963,344.79999999999995,4126.451851851853,2679.333333333333,434.0592592592593,4230.103703703704,3515.8444444444435,379.8148148148149,5104.577777777777,3719.025925925925,440.5555555555555,4532.170370370371,2374.511111111111,316.2814814814815,3539.854320987655,0.882065920922918,0.054498956791938294,2123.127160493827,0.4213947980652739,0.37531082987051695,3425.351851851852,0.8423931613624728,0.07448516745718184,0.9090650264734792,-0.13754459913085626,,0.5452373101677183,-0.8750438068597512,down-regulated,0.8796598078691229,-0.1849823988539959,
XP_016879141.1,1661.0,2551.9,519.7,1735.6,2548.9,510.7,1568.5,2052.9,485.1,1910.1,2651.0,591.5,2452.5,3262.8,712.9,2284.1,3249.7,610.3,1756.9,2167.2,526.4,1731.5,2483.1,489.5,1505.3,1896.3,459.0,1521.2037037037037,2079.5851851851853,488.92222222222233,1687.4037037037033,2153.811111111111,486.4333333333335,2433.325925925926,2826.592592592593,634.7888888888891,1796.6629629629626,2187.2111111111108,562.3814814814815,2552.611111111112,2955.05925925926,661.6851851851851,2247.022222222222,2573.540740740741,569.2111111111111,2182.637037037037,2350.5999999999995,573.2518518518517,2043.7,2506.729629629629,535.7296296296295,2283.8222222222225,2536.385185185185,584.1925925925926,1442.5493827160492,0.9129188593751582,0.039567821032629985,1964.902469135803,0.5085130710389311,0.29369787930540187,1515.418518518518,0.8329256856034775,0.07939374501826128,1.0581794240650881,0.08158427042180733,,1.441350561752981,0.5274212669446353,up-regulated,1.1116324434760396,0.15267984594740394,
NP_005600.1,381.0,253.8,45.0,415.0,255.1,39.3,383.9,222.0,52.1,439.9,272.6,41.3,515.6,307.3,65.2,608.9,341.6,48.4,443.1,264.8,57.2,621.3,323.6,55.6,437.7,225.0,60.4,355.7703703703704,173.52222222222224,60.43333333333334,396.4851851851852,182.16666666666663,57.35925925925925,538.1777777777777,244.3888888888889,85.30740740740741,401.67777777777775,192.24814814814815,59.4148148148148,487.6703703703704,230.51111111111103,76.59629629629632,568.4037037037037,243.8814814814815,70.51111111111112,508.50740740740736,247.07407407407405,82.3,690.3888888888889,298.4037037037038,82.76666666666667,647.2851851851852,278.4703703703704,95.79259259259258,212.00370370370368,0.9121485927414344,0.039934407558618046,289.2913580246913,0.5939805100095888,0.22622780507630716,217.7802469135802,0.8799850217661946,0.05552471991761608,1.078485925665406,0.1090073493261715,,1.471656638991119,0.5574411068510641,up-regulated,1.1078718299775159,0.14779098522141776,
NP_001739.3,2344.8,410.4,902.7,2213.4,378.3,867.7,2077.0,395.8,909.8,2402.7,437.9,924.6,2991.3,532.8,1263.3,3130.8,484.6,958.5,2757.1,469.6,1165.9,2711.2,413.4,965.2,2407.9,436.6,1052.5,2262.885185185185,306.7333333333333,800.9962962962965,2201.4999999999995,299.0962962962964,808.262962962963,3354.977777777778,493.1814814814814,1134.2814814814817,2299.511111111111,329.1296296296297,848.125925925926,3189.0999999999995,448.2925925925927,1072.0814814814812,3148.3222222222225,359.94444444444457,881.111111111111,3496.8629629629627,482.05925925925936,1178.4962962962964,3405.025925925926,392.5037037037037,1031.477777777778,3911.425925925927,558.9481481481481,1242.3814814814816,1102.953086419753,0.9811165778603443,0.00827938598047616,1660.813580246914,0.63844735495249,0.1948749079483243,1158.9222222222222,0.9681233688727525,0.014069296610247115,0.9816782519070044,-0.02667784065167714,,1.4781993833414284,0.5638408770331838,up-regulated,1.031493320264684,0.044734478662868164,
NP_057269.1,7253.2,4366.8,2037.8,6561.8,4427.5,2012.2,2434.7,2034.9,1344.1,7157.3,4361.0,1862.5,3926.8,3074.0,1686.2,5282.5,3660.3,1494.8,2770.5,2112.2,1210.7,2427.4,2017.6,934.6,1241.3,1258.7,847.8,7367.788888888891,3377.8296296296294,1687.4037037037033,7051.122222222221,3604.518518518519,1721.192592592593,3902.0,2797.729629629629,1648.0555555555557,7447.74074074074,3397.9999999999995,1571.7518518518516,4279.085185185185,2723.58888888889,1422.4481481481484,5604.099999999999,2894.7000000000003,1298.8074074074073,3521.2518518518523,2279.9703703703703,1214.1148148148147,2948.9925925925927,2031.6703703703704,1009.137037037037,1875.1185185185184,1736.3925925925926,1014.511111111111,4125.611111111111,0.9938837523687212,0.002664409020356216,2782.5950617283947,0.5134268826085086,0.28952139576803626,4139.164197530864,0.9983949674383998,0.0006976167834874078,0.9954806733323085,-0.006534787739469592,,0.671420434708524,-0.574711648700847,down-regulated,0.998750936871819,-0.0018031435354154124,
NP_001341664.1,397.4,1554.0,2807.6,442.8,1560.6,2881.0,336.7,1466.9,2835.8,461.2,1697.3,3056.9,566.2,2319.0,4767.1,271.4,1840.3,3680.0,489.3,1749.7,3569.9,401.8,1718.1,3567.1,335.2,1635.0,3722.2,364.6962962962963,1294.47037037037,2354.0111111111105,424.0222222222223,1361.0296296296294,2460.385185185185,481.237037037037,1970.959259259259,3521.2518518518523,424.66296296296287,1426.5666666666668,2617.874074074074,542.8740740740741,2057.207407407407,4001.466666666666,265.90000000000003,1503.4407407407411,3079.6703703703706,573.2518518518517,1910.3518518518515,3465.244444444444,453.788888888889,1760.911111111111,3551.903703703704,497.7777777777778,2231.811111111111,4306.822222222222,1415.1456790123457,0.9295389457794754,0.03173240946089923,1991.1493827160496,0.5721565355650539,0.2424851368859096,1489.7012345679013,0.8677324811073108,0.06161414566026931,1.0578741516374761,0.08116800967534192,,1.4884583935516147,0.5738188949009855,up-regulated,1.1136072088434588,0.15524045549562063,
NP_003409.1,5841.1,5996.5,1016.7,4551.9,4909.4,770.5,1971.9,2394.6,452.5,4998.5,4729.5,710.6,3105.7,3724.5,655.7,4134.4,4545.8,892.3,2757.7,2936.0,532.5,2757.3,3349.1,547.9,1404.3,1921.9,356.3,5837.811111111112,4576.366666666667,896.625925925926,4589.485185185186,3973.159259259259,716.6703703703703,3104.185185185185,3208.644444444444,592.0333333333334,4952.555555555556,3703.8370370370376,669.9259259259261,3339.688888888888,3287.274074074075,601.9444444444446,4153.492592592593,3551.903703703704,828.7888888888886,3508.322222222222,3097.833333333334,582.1370370370371,3496.8629629629627,3346.8925925925923,592.0333333333334,2170.5333333333333,2569.2740740740737,466.2962962962963,3093.104938271605,0.7413121494841465,0.12999888209775876,2301.620987654321,0.4502886881388738,0.3465089629650557,3108.7728395061736,0.7522308246627788,0.12364887417516715,0.8203939399793773,-0.28561125981507546,,0.6104661652559646,-0.7120167580205105,down-regulated,0.8245495866456096,-0.27832183802681654,
NP_002815.3,8011.9,5443.8,719.5,7099.2,4807.9,709.1,2806.4,1747.2,280.8,8620.8,6476.1,713.7,4797.3,2927.7,485.8,5185.1,3285.7,531.4,4326.2,2877.5,378.1,4753.9,3163.2,393.5,2812.2,1663.6,277.6,8273.57037037037,4247.896296296297,652.6703703703702,7840.296296296296,3893.040740740741,667.0703703703701,4703.118518518519,2370.951851851852,377.8481481481481,8741.981481481482,4965.392592592591,675.1,5474.603703703704,2583.2851851851856,448.2925925925927,5502.2962962962965,2598.2185185185185,502.88518518518526,5938.596296296297,3010.4555555555557,424.0222222222223,6125.562962962962,3122.888888888888,446.44814814814816,4763.92962962963,2288.2925925925924,370.7592592592594,4133.469135802468,0.9361544540319284,0.02865249207396618,2483.9728395061734,0.5031946807123922,0.2982639584798502,4794.158024691357,0.9060879169623417,0.042829661043745415,0.9412690465072276,-0.08732094198352848,,0.5656475636748434,-0.8220246575676352,down-regulated,1.091720393801885,0.12660340742285792,
NP_001281269.1,1209.4,6117.2,5993.4,1116.6,5605.7,5882.5,549.1,2053.7,2140.6,1156.6,5718.0,5737.1,823.7,3726.2,3799.9,1019.2,4336.6,4475.6,666.8,2834.7,3038.3,785.4,2878.6,2933.5,469.9,1622.6,1941.3,1120.2259259259258,4626.040740740741,4885.837037037036,1070.8037037037038,4513.670370370372,4965.392592592591,791.4481481481481,2831.751851851852,2655.0444444444447,1064.2370370370368,4433.577777777778,4727.055555555555,785.1518518518519,3293.992592592592,3168.859259259259,974.1037037037038,3418.6000000000004,3779.514814814814,778.8185185185184,2961.5296296296297,2979.466666666668,882.4814814814816,2876.8370370370367,2979.466666666668,703.0444444444445,2219.5185185185182,2231.811111111111,3516.6222222222227,0.9881047431047705,0.005197015998094311,2092.748148148148,0.36822307355384953,0.4338890012661441,3408.2901234567894,0.9398332806059709,0.02694918016046498,0.9922652149255856,-0.011202315889112531,,0.5904987967957285,-0.7599939749069352,down-regulated,0.9616977651194774,-0.056344528618268545,
NP_006175.2,1618.2,3714.6,5854.8,1534.2,3428.2,5558.6,496.6,1668.5,2830.5,1343.5,3408.7,5250.6,825.8,2274.7,4129.1,891.5,2723.8,4996.1,868.8,2426.8,3903.8,921.3,2466.6,4087.4,536.6,1658.0,2826.7,1480.6444444444442,2932.0444444444447,4807.503703703704,1484.1703703703706,2839.318518518519,4670.907407407407,716.6703703703703,2239.4333333333334,3508.322222222222,1240.1703703703704,2702.3,4375.625925925926,789.0777777777776,2031.6703703703704,3508.322222222222,827.7037037037037,2197.6666666666665,4126.451851851853,1019.5925925925924,2587.3888888888887,3813.4370370370375,1073.874074074074,2493.981481481481,4038.9703703703694,783.8962962962964,2268.874074074074,3301.607407407407,2998.132098765432,0.957721104407521,0.018760942331755133,2154.8086419753085,0.5063896816994751,0.29551515217441976,2772.6987654320988,0.8312672246621118,0.08025934259325418,0.9755106746384343,-0.03577043510926501,,0.7011161492569448,-0.5122746291446233,down-regulated,0.9021607968340019,-0.14854349941091677,
XP_024308587.1,466.9,753.5,638.1,481.2,791.0,695.5,443.2,746.1,755.1,492.3,846.1,724.1,604.6,1094.0,1128.2,576.8,1192.9,1343.3,462.9,720.9,744.0,450.2,723.0,699.5,374.9,581.3,740.7,417.7074074074074,604.2111111111112,586.1851851851851,453.788888888889,650.2666666666667,658.4666666666669,620.9925925925926,981.3703703703702,940.7999999999998,453.02962962962965,677.9259259259261,681.5592592592593,575.5037037037036,978.5888888888888,968.8148148148148,538.1777777777777,959.1,1178.4962962962964,534.9,763.7962962962963,785.1518518518519,501.937037037037,712.9,767.8703703703702,552.4296296296296,756.6814814814816,915.0333333333334,587.5074074074075,0.5962673886423819,0.22455894265821344,847.7209876543208,0.09339030294990636,1.0296982157825398,604.1716049382717,0.5195898267780752,0.28433936071178356,1.0960252240964747,0.1322810010905395,,1.581467014288741,0.6612634649173738,up-regulated,1.1271131399301688,0.17263234090813798,
