_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
ACTN4,14859.2,15396.7,14371.7,10029.8,11792.5,9730.1,14598.1,15977.1,15123.8,15885.8,15639.4,16527.0,16487.283333333333,14570.8,12040.833333333334,17932.100000000002,15078.450000000004,13579.541666666664,15366.091666666667,14570.8,11942.966666666667,16141.408333333333,12365.441666666668,14470.975,NP_004915.2,14305.1,13461.7,15241.2,14370.4,15605.2,15129.0,12830.8,12436.9,14776.7,11467.1,11942.1,12597.6,9869.6,9764.3,12531.3,bla39,14366.305555555555,0.9821034417723065,0.007842766973775167,15530.030555555555,0.5141074749493644,0.2889460815917074,13959.952777777778,0.8197887205182612,0.08629806144081222,1.0028175382692508,0.004059132789093034,,1.084049545705644,0.11643069553897004,,0.9744527167983336,-0.03733591134933093,
TPR,11120.7,8265.1,11207.4,6034.5,5792.6,5876.3,12116.6,8943.2,12168.3,12487.0,12744.1,8605.2,11942.966666666667,7179.774999999999,9434.091666666667,10456.458333333332,7368.616666666668,8204.475,12260.325,7469.233333333334,9616.633333333331,12521.191666666668,9943.166666666668,7126.825,NP_003283.2,9442.5,9021.5,8253.1,9898.7,10484.8,9196.1,7529.0,6818.2,6647.1,7417.8,7316.1,6941.3,5583.8,5104.2,5656.3,bla40,9518.944444444443,0.8763975988306492,0.0572988209972608,8676.516666666668,0.5554184233878439,0.2553797186747485,9782.063888888888,0.970654796314034,0.012935195129660858,0.9650453316331269,-0.05133138236544842,,0.8796386986889676,-0.18501701959563263,,0.9917207884555701,-0.011994097067806696,
HSPA1A,7720.0,14038.9,12906.1,4662.3,9841.8,8380.2,7727.1,14900.2,14378.1,8573.4,13834.4,14810.2,8681.541666666666,12521.191666666668,10671.941666666668,8568.291666666666,13125.433333333334,11781.433333333334,8437.741666666665,13034.833333333334,11313.575000000004,9118.125,10728.275,13277.000000000002,NP_005336.3,7175.7,12072.3,14612.0,8942.8,16711.8,13922.5,6058.7,10635.2,14329.4,5685.3,10855.7,10892.7,3945.9,7278.7,9278.9,bla41,10624.891666666668,0.8124310933725484,0.09021346362553745,11158.386111111111,0.9516207698833867,0.021536087707378682,10928.716666666667,0.953398965725457,0.020725323543831477,0.962300820567937,-0.05544013592293355,,1.0106196324451395,0.015240111346092952,,0.9898183761328849,-0.014764268574858644,
VCP,13924.2,4991.4,15359.1,10823.9,4171.8,11077.6,14692.8,5334.5,16097.9,14594.6,15819.9,5395.0,14902.308333333334,4416.408333333334,13034.833333333334,20119.583333333336,5460.1,15511.833333333336,15596.333333333334,4686.883333333332,12918.458333333334,15260.291666666666,12521.191666666668,4630.25,NP_009057.1,15850.8,16699.3,5992.3,17157.6,18969.5,5603.6,13594.0,14267.9,5221.7,15300.7,16359.4,5174.0,13253.8,13562.0,4719.0,bla42,10784.516666666668,0.9967938601590822,0.0013946457523640776,13697.172222222223,0.6212769656980911,0.20671474787675775,11067.225,0.9568636986294057,0.0191499213129834,0.9982048681958798,-0.0025921550782841024,,1.2677975671361812,0.34232440462271124,,1.0243720895313633,0.03473985031349909,
DYNC1H1,7055.8,10177.7,7273.6,6425.4,9439.1,5764.2,8075.6,11533.4,8408.8,7285.8,7535.1,9814.2,8003.775000000001,8821.366666666665,6226.891666666666,11234.375,12587.025,8083.624999999999,8730.066666666668,10244.85,6871.633333333334,7745.475000000001,6121.399999999999,8392.466666666665,NP_001367.2,9721.3,9067.9,15158.7,9095.8,9364.5,13868.5,7709.2,7013.1,11666.5,8256.0,8155.6,12768.6,7398.1,6209.7,11901.2,bla43,7684.011111111111,0.8087887796151826,0.09216488237379655,10635.008333333333,0.12184391529476672,0.9141961539629527,8615.516666666668,0.3770742160335597,0.42357316321142136,1.03561164020649,0.050483086238842775,,1.4333319231888033,0.5193727397380995,up-regulated,1.1611551854071755,0.215560797574575,
PYGB,12823.2,19393.2,18375.3,9631.6,15601.9,14107.7,13599.9,20178.7,19948.9,12691.0,18517.6,19175.7,13428.033333333333,16996.416666666668,15260.291666666666,17282.24166666667,20796.18333333333,19497.6,13841.391666666665,16996.416666666668,15260.291666666666,12587.025,14470.975,16340.516666666668,NP_002853.2,17006.6,24687.3,26593.3,13490.4,21971.7,23203.6,15428.9,22388.2,24848.7,16518.8,24626.8,25897.7,12603.0,18542.6,20885.7,bla44,15228.247222222222,0.6371589160871882,0.1957522352121776,19192.008333333335,0.0340897934130295,1.4673756306236514,15366.033333333333,0.5607094891637769,0.2512620940591756,1.0526797958916414,0.07406666415936274,,1.3266818643187113,0.4078224567701206,,1.0622045069896782,0.08706155598741956,
P4HB,15638.4,17676.9,18753.3,10886.1,11608.9,10482.7,16760.1,18110.5,20375.6,16715.0,20319.6,17947.5,18101.83333333333,15990.283333333336,15366.091666666667,20513.425,14902.308333333334,14395.9,18512.45,15884.633333333331,15990.283333333336,17932.100000000002,16340.516666666668,15511.833333333336,NP_000909.2,15437.8,16376.0,17558.7,17631.5,17807.3,15767.2,17441.1,18679.5,20444.6,18768.5,20946.8,20364.4,15212.6,12669.8,16343.1,bla45,16486.069444444445,0.9254762300338286,0.03363473120358102,16603.87777777778,0.9968532446251497,0.0013687732237007998,16795.78888888889,0.8659509756444436,0.06250669413711399,0.9934469163229347,-0.009485214079446963,,1.0005460205613064,0.000787526172839287,,1.0121105418793752,0.017366868601223218,
HNRNPU,18791.0,39394.6,38208.2,12817.9,28372.3,24906.8,18727.1,40632.5,41102.8,19061.0,41084.5,41272.4,22905.83333333333,32608.00833333333,34442.11666666666,25596.58333333333,36380.85833333334,35382.425,19668.025,32608.00833333333,35382.425,20796.18333333333,35382.425,30723.63333333333,NP_114032.2,20956.7,41850.6,46367.4,20570.7,40156.8,43868.1,15021.1,30290.8,32971.1,14306.9,29720.6,31343.1,11873.6,21973.5,26583.4,bla46,29985.319444444438,0.8647767631879532,0.06309598852147846,32453.28888888889,0.5627467677916405,0.24968699074643158,29219.486111111113,0.9708448025636989,0.012850190047952108,1.0351396765848673,0.049825450932599866,,1.1203378048648343,0.16393380007124567,,1.008701923588661,0.012499913896519547,
CSPG4,6306.4,5100.1,7084.7,4621.6,3862.0,4831.5,6811.8,5231.0,7360.0,6781.7,7398.5,5292.0,7094.991666666666,4512.516666666666,6052.633333333332,8349.908333333333,5041.358333333334,6871.633333333334,7329.991666666668,4560.391666666667,5952.5,7069.974999999999,5952.5,4533.625000000001,NP_001888.2,6563.4,6752.5,5512.6,6339.7,7629.8,4953.0,7411.4,7078.8,5941.3,7437.2,7857.5,5738.0,6396.2,6283.8,5390.1,bla47,5886.713888888888,0.9752205846867825,0.010897140324937913,6754.3,0.4985483242906893,0.3022927391464645,5947.627777777779,0.9340741499671714,0.0296186466356951,1.005926240262169,0.008524523126282232,,1.15418002859405,0.20686827259932947,,1.0163352528940561,0.02337637445902747,
NUMA1,6669.4,9728.8,10329.5,4836.3,7800.0,6148.1,7244.7,10929.0,11991.1,7303.9,11216.3,10612.6,7639.141666666666,8437.741666666665,8642.008333333333,8846.1,10143.458333333334,8642.008333333333,7934.058333333333,9740.925,9462.291666666666,7764.5166666666655,8846.1,9039.908333333336,XP_011543356.1,7332.5,10668.6,11730.0,7615.6,11980.0,12258.2,5033.3,7022.6,8281.4,5125.4,7216.9,7981.0,4191.4,5228.5,7174.5,bla48,8239.630555555554,0.5710090131662509,0.2433570365221491,9210.522222222222,0.3451404099191709,0.4620041894263282,9045.758333333333,0.5151298227363019,0.2880833065067456,0.963679755742491,-0.05337429652410541,,1.07723201247018,0.1073290086485947,,1.05796177661081,0.08128750487142153,
GAPDH,21262.0,38583.9,29355.3,12354.3,25603.9,18063.7,27698.6,45579.8,33015.1,25079.2,32573.8,42856.9,25046.8,30723.63333333333,24474.033333333336,24474.033333333336,32608.00833333333,26851.025,29591.775000000005,34442.11666666666,26170.43333333333,27784.68333333333,25596.58333333333,35382.425,NP_001276674.1,20026.0,28549.3,39622.3,24397.4,32426.9,37535.8,18932.7,24536.5,38189.4,19554.2,25376.4,36145.6,11532.6,18054.7,25205.4,bla49,26748.155555555557,0.4771857987517196,0.3213124895941883,27977.688888888893,0.6961871286612632,0.15727401035805363,30068.108333333334,0.9061466253175455,0.04280152261671435,0.9040235389038105,-0.14556775696186122,,0.9455788182161194,-0.0807303766274494,,1.0162299844258769,0.02322693738871701,
HNRNPU ,763.5,1990.7,2761.1,324.6,806.0,1362.6,979.6,2477.8,3673.4,1045.9,3848.4,2445.9,759.5166666666665,1784.4499999999998,2433.7333333333336,475.4333333333332,1042.1833333333332,1916.3,948.8333333333336,2192.5,3021.4500000000003,1003.2916666666666,3168.5333333333333,2147.741666666667,NP_004492.2,665.5,2491.9,1732.9,628.9,2504.4,1713.4,476.9,1850.8,1222.3,416.5,1603.2,1008.4,215.8,862.0,574.7,bla50,1659.2333333333333,0.6044761967055761,0.2186207962803913,1144.6388888888887,0.27962256155617254,0.5534277901364983,2054.2611111111114,0.954894793004753,0.020044474839739347,0.7876647660440853,-0.3443463526054365,,0.5433785016905166,-0.8799706072038495,down-regulated,0.9751908094964318,-0.03624356527501244,
HSPA4,9385.6,28657.0,19060.4,5910.9,19261.7,11964.2,10109.4,29817.0,20054.1,9731.1,19242.5,28737.0,10418.416666666666,23960.858333333334,15884.633333333331,10244.85,26170.43333333333,16340.516666666668,10728.275,23960.858333333334,15511.833333333336,10207.183333333334,15260.291666666666,22905.83333333333,NP_002145.3,9153.3,19154.8,30071.0,10203.2,16968.6,26933.3,7598.1,16185.6,25797.1,7786.6,16212.9,24684.5,5926.7,12462.4,21851.6,bla51,16754.63611111111,0.9126474347673837,0.039696962560555854,17585.266666666666,0.8180761440791648,0.08720627161671668,16733.655555555557,0.9147881555294014,0.03867946717583076,1.039083537288212,0.05531164460472084,,1.090597311154895,0.1251185036394363,,1.0377823720622792,0.05350393534820901,
ATP1A1,8312.8,8876.4,8141.1,6380.3,7391.1,6534.4,8938.5,9258.0,9184.5,8598.1,8500.1,8953.2,9276.358333333334,7675.766666666666,6888.966666666667,10989.591666666667,9616.633333333331,9276.358333333334,9462.291666666666,7891.133333333334,7469.233333333334,9243.783333333336,6871.633333333334,7489.099999999999,NP_000692.2,10276.4,9688.9,11188.5,11500.6,11002.6,12105.5,9051.4,8496.1,10358.7,10462.5,9994.4,11004.0,8398.0,8060.3,10275.3,bla52,7947.030555555556,0.9408805600450405,0.026465504527756444,9960.861111111111,0.08243015665923328,1.0839138747750539,8274.219444444445,0.6867355913397319,0.163210443909282,1.0100224462691108,0.014387355116967234,,1.2659688717766584,0.3402419315549131,,1.0516062956877603,0.07259468412671996,
HUWE1,3174.9,2905.3,3802.9,2506.0,2028.9,2626.8,3724.6,2861.0,4017.8,3211.3,3982.0,2816.3,3406.7833333333333,2573.925,3271.025,4219.575,2647.1666666666665,3724.283333333333,3822.75,2541.2333333333336,3304.8583333333336,3271.025,3262.875,2450.2,XP_016884687.1,4094.4,5155.4,3132.7,3764.5,4735.5,3088.4,3132.3,3520.2,2410.6,3655.0,4320.9,2711.3,2929.1,3282.8,2268.2,bla53,3083.911111111111,0.8237183034483649,0.08422128366023036,3530.3416666666667,0.38813439588290166,0.41101786903469284,3222.9472222222225,0.6488307364596035,0.18786858487794716,1.0297896654459917,0.04234969701472865,,1.1788632139001127,0.23739632893984577,,1.0762170575423993,0.10596907813540153,
ANXA2,15674.1,14547.6,18992.0,10281.7,10207.8,11602.3,16670.0,15835.3,20609.9,16679.0,19989.2,14552.9,18294.325,13204.983333333332,15511.833333333336,18512.45,13579.541666666664,16141.408333333333,18294.325,14395.9,16340.516666666668,17749.308333333334,15990.283333333336,13034.833333333334,NP_001002858.1,15567.3,17972.9,15635.2,18450.0,20879.0,15242.1,16300.4,18420.4,17187.1,14068.5,17361.2,14304.4,10517.4,11164.9,10629.0,bla54,15670.380555555557,0.9706353426831857,0.012943899242828617,16077.799999999997,0.8180873745470485,0.08720030970621616,16343.580555555556,0.694720848726047,0.15818966765679196,1.0050608140381556,0.007282798376193584,,1.0311917249650846,0.04431259162083566,,1.0482382555566778,0.06796666634451572,
PARP1,7271.5,14582.2,18165.2,6519.8,10317.1,13206.9,7320.6,14393.5,18841.5,7742.3,19275.5,14736.8,8283.208333333334,13277.000000000002,14902.308333333334,11624.6,13926.891666666668,18101.83333333333,8048.708333333333,12685.841666666664,14834.716666666667,8283.208333333334,15366.091666666667,13204.983333333332,NP_001609.2,8816.0,19493.2,15901.5,8648.2,20829.1,16352.0,5849.0,13203.4,10063.1,4923.1,12519.5,9658.6,4578.8,9811.3,7236.1,bla55,12154.172222222223,0.9661429335472973,0.014958618244070384,14551.108333333332,0.4679239423775365,0.32982473258849165,11856.422222222222,0.8896840074008656,0.050764216063160984,0.9893698471050629,-0.015418163548175164,,1.1844844357756696,0.24425924156946327,,0.9651325015590679,-0.05120107352261261,
AARS1,6471.4,14231.3,13758.4,5424.9,12705.3,11123.4,6904.9,15064.0,14784.6,6383.7,13654.8,14334.2,7204.166666666667,12806.975,11397.833333333334,9462.291666666666,16625.675,15694.216666666667,7411.150000000001,13428.033333333333,11701.933333333334,6759.616666666666,10629.133333333331,12587.025,NP_001596.2,8620.1,16931.8,19168.1,9239.6,20391.9,20469.0,7248.7,14343.7,16338.2,7554.9,15577.3,16794.3,5733.9,11938.8,14316.7,bla56,10469.658333333333,0.8519653341473603,0.0695780760018446,13927.394444444444,0.24093590078695237,0.6180984828908196,10847.03888888889,0.7472605927435049,0.1265279199321128,1.0478119414760756,0.06737980900751349,,1.3938649904242124,0.47909082872554337,,1.0855804951387138,0.11846670488612897,
PDIA4,8428.4,21948.4,15519.4,5806.0,14073.2,9822.5,9167.9,21702.0,17129.4,8811.3,16405.9,23991.7,9397.1,18294.325,13125.433333333334,10143.458333333334,19299.8,13761.541666666666,9661.683333333334,18101.83333333333,13579.541666666664,9397.1,13034.833333333334,19497.6,NP_004902.1,7809.8,13889.3,20473.5,8693.4,16383.7,21012.5,7885.6,14445.4,21229.6,9238.0,17438.9,24071.3,7138.7,12847.0,21216.1,bla57,13605.619444444446,0.9292748626026817,0.03185581059628939,14401.599999999999,0.9200668391029208,0.03618062178578089,13781.019444444442,0.9618236055248182,0.01690456847309913,0.9734632152675204,-0.03880163073767431,,1.0304145208707307,0.04322482954399248,,0.9860128421812469,-0.02032165798950502,
ALDOA,13050.5,21380.0,21938.4,10529.0,15222.9,15215.6,13589.6,23724.6,23143.9,13095.0,22810.3,21719.5,13761.541666666666,18101.83333333333,18512.45,19052.333333333336,20513.425,21832.466666666667,13761.541666666666,20119.583333333336,18512.45,12918.458333333334,18294.325,17749.308333333334,NP_001121089.1,15657.0,23374.0,24011.9,17217.9,28458.7,30194.3,14003.3,20522.9,21561.9,14753.8,22610.7,23506.4,13721.5,19500.4,20236.4,bla58,16791.941666666666,0.8469136464549383,0.07216086922064338,20466.075,0.12054974812484082,0.9188336926951218,17464.524999999998,0.6785912760343633,0.16839172794243426,1.0288740387759168,0.04106636925156103,,1.2539951401177543,0.3265317569584515,,1.0700844922372765,0.09772471412100525,
TUBB,2412.5,5349.4,3054.7,1968.2,5074.2,2547.7,2452.4,5265.3,3090.6,2496.0,3013.7,5493.7,2503.516666666667,4697.925,2650.708333333333,3216.991666666667,6571.725000000001,3592.1666666666665,2460.85,4646.091666666666,2603.741666666667,2482.9333333333334,2503.516666666667,4708.341666666666,NP_821133.1,2710.2,3542.2,6671.6,2766.7,4151.9,7020.4,2085.7,2732.1,5413.1,1873.7,2531.0,4506.6,1668.4,2202.0,4391.4,bla59,3284.0500000000006,0.9615748767589608,0.017016892083728523,4460.294444444445,0.40174313158135444,0.39605153943534793,3236.894444444444,0.9961110702516282,0.0016922333554495043,1.0162312238100355,0.023228696884418254,,1.380213602664661,0.46489155661070136,,1.0016391963038571,0.0023629242589203662,
NONO,15538.6,10531.5,11145.6,9904.6,6676.2,7234.1,15919.6,10780.7,11745.2,16937.6,12111.1,11507.3,17544.06666666667,9501.875000000002,9334.058333333332,17749.308333333334,8437.741666666665,10007.433333333332,17282.24166666667,9334.058333333332,9334.058333333332,18784.6,9501.875000000002,10007.433333333332,NP_001138880.1,14950.4,10637.7,10623.1,15868.0,11461.7,9732.1,11485.0,8492.8,8485.7,11254.1,8416.4,7830.8,8381.8,6376.8,5985.9,bla60,12126.66666666667,0.8826103459917025,0.05423098604272231,12064.827777777777,0.874799357033657,0.05809154483517495,11983.452777777778,0.8552758295335948,0.06789380114813667,0.9500205537477787,-0.07396936831828228,,0.9451760060183636,-0.08134508897561363,,0.9388009711727432,-0.09110876058339913,
TUBA1B,5714.5,15346.2,10996.1,4032.0,11925.1,8162.9,5967.8,15844.9,12208.5,5793.3,11486.4,14511.2,6343.216666666666,14470.975,9016.450000000004,7469.233333333334,15511.833333333336,11486.725,6416.191666666667,14470.975,9661.683333333334,6103.041666666667,9077.783333333333,12918.458333333334,NP_006073.2,6007.3,11730.2,17388.6,5316.8,13070.3,19725.1,5491.4,10135.6,14860.8,4756.5,9904.2,13700.1,3431.0,6815.7,11398.0,bla61,9943.547222222223,0.8616956650021781,0.06464609188716301,11489.26388888889,0.5252495359918873,0.2796343225797955,10182.95,0.8031704302543731,0.09519228901099695,1.0616157470208316,0.08626167557618082,,1.2266430875757808,0.29471553368794967,,1.0871754143195824,0.12058473608892023,
YWHAZ,17774.8,13404.3,18277.6,11035.9,9098.6,11345.9,19934.9,12861.6,20085.2,19260.4,19338.0,14488.1,20119.583333333336,12137.083333333334,15078.450000000004,21164.658333333336,12137.083333333334,15990.283333333336,21928.45,11313.575000000004,15596.333333333334,21504.5,15511.833333333336,12806.975,NP_001129171.1,14646.2,16031.9,12313.7,19761.4,19612.7,13757.2,14769.7,15908.9,11564.7,15244.8,16130.8,10567.3,10693.3,11214.1,9488.8,bla62,15778.372222222226,0.8229130463491112,0.08464605237684823,16430.675000000003,0.9637939342054274,0.016015811329478394,16279.452777777782,0.9388585046936528,0.02739985529633799,0.950059685920094,-0.07390994367950347,,0.9893366508346078,-0.01546657102529827,,0.9802311401440793,-0.02880611563834199,
TCOF1,15862.0,29449.6,7080.1,7588.5,13502.7,3518.4,15905.0,28564.9,7025.1,16780.7,7226.5,30724.9,18512.45,24474.033333333336,6040.825,13125.433333333334,18512.45,5148.5,16996.416666666668,22905.83333333333,5683.708333333332,18101.83333333333,5775.475000000001,24474.033333333336,XP_005268559.1,11755.6,5153.0,19785.8,13107.4,6365.0,23638.2,9629.7,4249.0,16873.6,10121.5,4482.9,16596.1,7011.2,3162.3,12354.1,bla63,16342.436111111112,0.9781167131743544,0.009609320198782228,12262.127777777778,0.6002321242385948,0.22168076498211978,15195.319444444443,0.9076562965546343,0.04207857523224275,1.0139803083713121,0.020029635289077342,,0.7608141173607558,-0.39438407837160117,,0.9428064819297499,-0.08496641752991488,
CCT8,10398.2,11150.3,14756.5,7149.7,8956.2,10693.5,10698.2,12127.6,15898.6,10758.8,15422.2,11651.7,11486.725,9866.258333333331,12587.025,12685.841666666664,11701.933333333334,14570.8,11234.375,10671.941666666668,12806.975,11313.575000000004,12137.083333333334,10207.183333333334,NP_006576.2,10724.9,15282.2,13001.4,12464.4,17899.8,13355.6,9051.0,13271.5,11424.1,9253.8,13307.2,10288.7,6987.7,10269.4,9021.2,bla64,11313.33611111111,0.927757531449563,0.03256551140255888,12986.191666666666,0.16593835995867795,0.7800532065456113,11571.09722222222,0.7002031467097148,0.15477594184920018,1.0083833856449,0.012044253331727997,,1.1574888070907692,0.21099824270130824,,1.0313582198898172,0.04454550855297191,
