Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_001308948.1,785.1,0.0,405.0,752.2,0.0,387.2,371.1,0.0,344.7,741.9,0.0,408.7,734.5,0.0,490.0,703.2,0.0,430.3,362.8,0.0,296.8,293.4,0.0,222.0,133.1,0.0,192.6,718.6481481481482,0.0,379.81481481481484,720.811111111111,0.0,382.05555555555543,523.0370370370372,0.0,449.77777777777777,673.7518518518518,0.0,397.3333333333333,698.166666666667,0.0,449.77777777777777,646.1629629629632,0.0,414.91481481481486,424.66296296296287,0.0,343.425925925926,333.037037037037,0.0,270.0777777777777,200.5111111111111,0.0,268.6296296296296
NP_054884.1,485.9,612.5,1036.0,500.9,501.6,1058.8,371.5,378.0,680.3,488.2,515.1,1008.4,487.9,497.1,950.4,483.3,391.9,669.6,450.1,494.1,809.4,452.5,476.7,1162.1,472.8,510.3,953.5,434.05925925925925,480.2851851851851,915.0333333333334,475.30740740740754,396.4851851851852,969.9111111111108,525.6814814814816,464.6925925925926,862.1814814814815,445.7185185185186,391.6703703703704,904.1074074074075,464.6925925925926,413.9296296296296,834.5111111111111,462.15185185185186,280.5777777777778,623.9999999999999,513.8740740740741,508.50740740740736,849.8185185185185,505.4555555555556,453.02962962962965,1223.4814814814815,708.8074074074073,657.1666666666666,1138.140740740741
XP_006718779.1,184.5,430.0,74.4,186.6,397.8,77.6,173.2,283.1,91.3,214.9,436.7,79.9,228.1,425.5,105.4,283.6,533.5,83.0,192.0,324.1,87.3,191.9,371.1,63.5,197.6,272.3,77.6,175.19629629629623,319.97407407407405,87.47407407407407,185.79259259259257,315.15925925925916,93.0185185185185,250.6222222222223,335.9814814814814,137.88518518518518,204.89629629629633,326.14444444444445,98.56666666666669,235.98888888888885,343.425925925926,113.57037037037036,279.2185185185185,397.3333333333333,107.24814814814815,232.29999999999998,311.8444444444445,117.55555555555556,226.0037037037037,337.3444444444445,94.67777777777775,295.1259259259259,354.5296296296296,121.94444444444446
NP_001015509.1,742.5,0.0,500.1,774.2,0.0,431.4,442.7,0.0,366.6,778.3,0.0,503.9,653.3,0.0,515.4,812.1,0.0,512.4,590.7,0.0,465.6,731.4,0.0,538.8,618.0,0.0,558.1,667.0703703703701,0.0,472.39259259259256,744.7888888888889,0.0,420.24074074074065,619.6962962962963,0.0,479.25925925925935,704.474074074074,0.0,482.05925925925936,623.9999999999999,0.0,470.4518518518518,745.9333333333334,0.0,480.2851851851851,696.874074074074,0.0,511.26666666666677,809.8629629629629,0.0,584.1925925925926,915.0333333333334,0.0,701.4851851851853
NP_001304818.1,0.0,138.2,439.4,0.0,126.6,367.9,0.0,103.0,375.4,0.0,133.1,348.7,0.0,139.8,507.5,0.0,127.6,373.5,0.0,116.9,386.2,0.0,114.5,308.5,0.0,90.9,397.0,0.0,85.30740740740741,410.01481481481466,0.0,83.37037037037035,362.8222222222222,0.0,89.7259259259259,496.13333333333344,0.0,85.30740740740741,343.425925925926,0.0,85.78148148148149,463.0666666666667,0.0,74.99259259259259,370.7592592592594,0.0,89.29259259259261,429.59999999999997,0.0,85.78148148148149,360.6888888888889,0.0,87.09629629629632,499.70370370370364
NP_036602.1,1064.4,422.1,423.0,1085.2,404.1,402.2,755.2,340.3,265.8,1653.7,456.9,540.4,1199.1,499.9,418.6,1945.0,600.6,413.6,1393.5,381.1,269.7,1563.3,396.2,232.0,703.5,306.6,232.4,984.1074074074074,314.60740740740744,393.3370370370371,1041.6111111111113,320.4925925925926,394.037037037037,1114.7333333333333,410.73333333333335,359.94444444444457,1543.8925925925923,340.30000000000007,507.7370370370369,1196.925925925926,415.8111111111111,389.4777777777778,1864.6518518518517,458.6703703703704,401.67777777777775,1701.362962962963,382.9074074074074,309.98888888888894,1844.981481481482,368.2222222222223,279.2185185185185,1033.0814814814814,397.3333333333333,312.58148148148143
NP_055545.1,0.0,1287.0,583.0,0.0,1250.2,580.7,0.0,918.3,335.9,0.0,1430.4,563.9,0.0,1237.7,538.9,0.0,1321.2,445.3,0.0,1182.3,530.7,0.0,1292.2,491.3,0.0,1075.1,391.8,0.0,1041.6111111111113,542.2333333333333,0.0,1064.2370370370368,560.6518518518518,0.0,1236.2592592592594,439.1592592592592,0.0,1187.3444444444442,534.9,0.0,1118.1185185185186,494.1111111111112,0.0,1075.348148148148,422.8962962962963,0.0,1276.7444444444448,578.3777777777777,0.0,1313.0925925925924,538.1777777777777,0.0,1469.0814814814814,496.13333333333344
NP_079087.3,0.0,632.2,88.5,0.0,587.5,90.0,0.0,273.4,47.8,0.0,618.1,95.3,0.0,469.1,86.5,0.0,488.0,90.9,0.0,408.8,54.8,0.0,435.5,60.6,0.0,240.0,55.5,0.0,492.3777777777776,97.24444444444441,0.0,488.92222222222233,105.75185185185184,0.0,319.2444444444444,77.04074074074073,0.0,490.73333333333323,111.66296296296296,0.0,388.4962962962964,95.79259259259258,0.0,362.2481481481481,113.57037037037036,0.0,417.7074074074074,79.77037037037037,0.0,414.91481481481486,91.0148148148148,0.0,295.9777777777777,90.22592592592592
NP_001129123.1,944.6,956.8,35.9,955.9,947.4,45.2,682.4,830.6,33.0,955.6,872.9,40.6,955.5,1162.9,50.4,1410.5,905.0,39.9,660.0,884.9,42.8,707.4,819.7,36.2,665.7,901.5,33.0,879.637037037037,761.1999999999999,51.34444444444444,920.3629629629629,795.0074074074075,64.65185185185186,969.9111111111108,1108.7407407407406,60.01851851851852,885.4925925925927,704.474074074074,57.7925925925926,896.625925925926,1052.0518518518516,63.63703703703705,1380.814814814815,696.874074074074,59.4148148148148,771.9925925925928,954.1851851851852,66.57407407407406,786.2851851851852,789.0777777777776,62.24074074074075,965.9592592592592,1209.448148148148,61.40000000000001
NP_006487.1,82.0,80.6,0.0,84.5,78.1,0.0,62.2,57.1,0.0,95.8,86.6,0.0,96.1,91.1,0.0,104.1,93.8,0.0,101.8,76.3,0.0,120.4,89.5,0.0,75.2,59.4,0.0,82.3,37.72222222222223,0.0,90.22592592592592,39.466666666666654,0.0,93.30000000000001,38.22222222222223,0.0,101.54444444444444,46.24814814814813,0.0,99.47777777777776,43.63333333333334,0.0,108.68518518518516,50.6074074074074,0.0,125.07037037037038,47.54814814814813,0.0,146.45555555555555,59.4148148148148,0.0,120.83703703703705,46.64074074074074,0.0
NP_001357903.1,717.7,97.8,1572.0,656.5,96.1,1632.3,401.6,70.9,1179.5,738.1,111.6,1615.0,575.3,98.5,1691.9,704.2,118.3,1196.8,499.1,67.9,1260.5,564.2,91.2,1993.7,340.6,78.7,1558.4,650.2666666666667,48.32962962962962,1303.222222222222,630.6740740740742,54.08148148148147,1373.1185185185184,558.9481481481481,48.32962962962962,1433.9666666666667,669.074074074074,64.35185185185186,1358.3703703703704,554.4037037037037,51.03333333333334,1426.5666666666668,647.2851851851852,66.92222222222222,1058.9925925925927,582.1370370370371,40.29259259259259,1278.4296296296293,621.874074074074,61.88148148148147,2035.5592592592593,505.4555555555556,67.81851851851853,1828.6222222222223
NP_004046.2,76.7,0.0,52.7,76.0,0.0,47.2,57.1,0.0,47.4,90.4,0.0,38.4,92.1,0.0,74.6,103.2,0.0,43.5,108.2,0.0,67.7,131.6,0.0,82.4,132.8,0.0,134.0,77.9851851851852,0.0,66.92222222222222,81.9111111111111,0.0,65.71111111111111,82.76666666666667,0.0,76.59629629629632,95.03333333333332,0.0,56.4,97.24444444444441,0.0,83.84444444444442,106.73703703703703,0.0,64.35185185185186,130.35925925925923,0.0,90.63333333333334,157.92222222222222,0.0,118.18518518518522,199.4333333333334,0.0,187.01111111111112
NP_001014831.1,902.9,0.0,394.9,651.1,0.0,358.7,202.9,0.0,329.1,757.9,0.0,370.9,587.0,0.0,444.1,473.5,0.0,356.2,483.4,0.0,389.0,381.4,0.0,345.5,201.3,0.0,380.9,845.0666666666667,0.0,372.9962962962963,626.474074074074,0.0,356.67037037037045,290.7222222222222,0.0,431.2851851851852,686.0333333333333,0.0,368.2222222222223,558.1296296296296,0.0,414.91481481481486,450.8370370370369,0.0,356.67037037037045,562.3814814814815,0.0,433.20000000000005,432.4037037037037,0.0,401.67777777777775,304.25925925925924,0.0,486.43333333333345
NP_001887.1,0.0,322.3,244.6,0.0,324.0,239.7,0.0,286.8,196.0,0.0,321.8,220.1,0.0,381.6,283.9,0.0,322.7,163.9,0.0,302.9,255.6,0.0,282.5,196.2,0.0,320.2,177.2,0.0,228.5444444444445,238.23703703703708,0.0,245.21481481481484,248.52962962962968,0.0,338.6037037037037,259.5740740740741,0.0,227.45185185185184,231.0888888888889,0.0,300.72962962962964,267.87777777777774,0.0,227.99629629629624,183.25925925925927,0.0,293.73703703703706,292.32222222222225,0.0,247.07407407407405,240.6407407407407,0.0,412.34444444444455,247.07407407407405
NP_849193.1,1618.4,1314.8,0.0,1532.1,1299.5,0.0,934.3,806.6,0.0,1627.0,1329.1,0.0,1442.7,1226.0,0.0,1589.1,1504.5,0.0,1046.1,864.0,0.0,1213.2,990.4,0.0,786.8,741.1,0.0,1482.677777777778,1064.2370370370368,0.0,1482.677777777778,1105.8814814814816,0.0,1405.2370370370368,1072.0814814814812,0.0,1512.0333333333338,1085.8740740740743,0.0,1467.0185185185187,1104.0296296296297,0.0,1554.0259259259255,1209.448148148148,0.0,1261.7185185185185,919.0518518518523,0.0,1439.7888888888888,997.9370370370372,0.0,1178.4962962962964,1015.8222222222221,0.0
NP_945314.1,431.7,220.9,40.1,507.4,216.6,37.5,369.8,203.1,43.0,450.5,248.7,50.3,523.0,299.2,59.5,516.5,293.6,39.7,405.3,231.5,34.7,408.0,232.7,35.1,393.0,192.5,35.5,396.4851851851852,149.27037037037033,55.17777777777778,482.05925925925936,152.1037037037037,54.81481481481482,521.1888888888889,222.2,72.74074074074072,411.5703703703704,167.82222222222222,67.33333333333333,491.56666666666655,224.13333333333335,70.51111111111112,496.13333333333344,208.76296296296294,58.96296296296296,468.25555555555553,208.76296296296294,57.359259259259254,460.30000000000007,201.39259259259254,59.4148148148148,580.1851851851852,224.76666666666674,66.11851851851851
NP_077297.2,158.1,845.7,120.2,167.7,820.9,104.7,113.2,517.7,71.5,153.4,833.8,112.1,153.6,704.6,90.1,179.2,1061.4,103.4,130.0,565.3,75.3,138.7,643.2,77.9,107.4,459.2,61.3,153.24074074074073,669.9259259259261,131.75185185185182,174.3296296296296,681.5592592592593,121.30740740740737,159.55185185185186,664.088888888889,109.21851851851854,153.6222222222222,665.8333333333334,131.75185185185182,157.30740740740742,606.2407407407408,99.03703703703702,185.79259259259257,831.9407407407407,123.50000000000003,159.55185185185186,590.911111111111,100.14444444444446,164.6851851851852,614.9666666666667,114.55925925925925,167.82222222222222,589.7074074074075,97.81111111111112
XP_005269515.1,20.8,310.3,0.0,16.0,315.0,0.0,19.6,269.5,0.0,22.4,339.6,0.0,23.6,397.4,0.0,31.9,408.5,0.0,31.1,304.9,0.0,33.2,331.8,0.0,17.9,322.0,0.0,30.15185185185185,217.9,0.0,23.40740740740741,235.98888888888885,0.0,34.77407407407408,315.15925925925916,0.0,32.65555555555556,246.63333333333327,0.0,32.65555555555556,315.15925925925916,0.0,41.51481481481481,299.0962962962964,0.0,45.855555555555554,296.99629629629624,0.0,53.25185185185186,306.7333333333333,0.0,34.262962962962966,416.87037037037044,0.0
NP_001138778.1,0.0,2411.2,1127.4,0.0,2329.9,1046.0,0.0,1471.9,617.0,0.0,2390.0,1083.2,0.0,2270.3,946.8,0.0,2831.1,1211.7,0.0,1307.9,640.9,0.0,1383.6,688.6,0.0,861.3,458.7,0.0,1945.3222222222216,997.9370370370372,0.0,1962.8,956.3259259259257,0.0,1980.5518518518516,791.4481481481481,0.0,1904.8518518518515,978.5888888888888,0.0,2026.622222222222,831.9407407407407,0.0,2283.8222222222225,1076.6703703703704,0.0,1444.8592592592593,699.4925925925926,0.0,1407.6111111111113,759.3851851851849,0.0,1150.5740740740741,583.1666666666666
NP_000148.2,473.0,148.6,195.6,441.9,128.2,176.1,350.9,138.1,140.1,459.1,145.9,159.3,505.5,175.2,196.8,394.1,191.2,142.9,448.1,141.6,120.1,466.7,155.7,124.3,392.8,138.2,114.3,424.0222222222223,92.52962962962962,199.4333333333334,422.04814814814813,84.78148148148146,189.23703703703706,496.13333333333344,136.48148148148147,194.2259259259259,422.04814814814813,94.67777777777775,171.40740740740742,480.2851851851851,116.4703703703704,194.93703703703702,376.94074074074075,122.44814814814812,157.92222222222222,512.2814814814816,114.95555555555556,152.74074074074073,523.0370370370372,122.44814814814812,163.85185185185188,579.2037037037035,147.64814814814812,168.41851851851854
NP_005693.1,63.2,0.0,152.2,52.3,0.0,159.6,49.4,0.0,147.3,51.1,0.0,145.3,64.5,0.0,181.1,65.4,0.0,156.8,46.7,0.0,133.8,44.4,0.0,126.1,43.3,0.0,107.8,70.51111111111112,0.0,163.07777777777775,63.63703703703705,0.0,175.19629629629623,75.5185185185185,0.0,202.7555555555556,60.803703703703704,0.0,163.07777777777775,71.09629629629629,0.0,180.22962962962958,76.59629629629632,0.0,171.40740740740742,65.18888888888891,0.0,170.22962962962967,64.35185185185186,0.0,164.6851851851852,71.09629629629629,0.0,165.88518518518524
NP_055446.2,0.0,295.2,316.7,0.0,286.0,285.8,0.0,209.4,202.3,0.0,349.2,327.4,0.0,327.6,308.7,0.0,447.1,365.3,0.0,253.0,253.1,0.0,292.0,259.3,0.0,168.4,188.2,0.0,207.7962962962963,305.86666666666673,0.0,211.38888888888889,285.7111111111111,0.0,228.5444444444445,267.87777777777774,0.0,255.29999999999995,327.6629629629629,0.0,252.9777777777778,285.7111111111111,0.0,329.1296296296297,362.8222222222222,0.0,235.2555555555555,289.90740740740745,0.0,256.7814814814815,312.58148148148143,0.0,192.85925925925926,262.3259259259259
YP_003024029.1,0.0,992.0,533.6,0.0,1091.8,469.3,0.0,516.8,378.9,0.0,1124.6,532.7,0.0,888.9,533.7,0.0,777.2,333.7,0.0,757.7,529.9,0.0,788.0,351.3,0.0,428.4,312.2,0.0,797.5555555555554,500.6481481481482,0.0,922.4111111111112,456.2814814814814,0.0,662.6074074074072,500.6481481481482,0.0,904.1074074074075,497.08518518518525,0.0,761.1999999999999,486.43333333333345,0.0,604.2111111111112,334.5074074074073,0.0,809.8629629629629,576.237037037037,0.0,769.2518518518519,410.73333333333335,0.0,548.0111111111112,410.73333333333335
XP_005264880.1,185.8,312.1,0.0,197.4,304.0,0.0,111.0,244.8,0.0,184.0,320.5,0.0,195.2,350.1,0.0,221.1,417.6,0.0,151.8,243.2,0.0,182.1,299.5,0.0,94.3,210.7,0.0,175.83333333333337,219.0888888888889,0.0,197.74074074074076,230.11111111111111,0.0,155.2962962962963,277.6925925925926,0.0,181.46296296296293,226.0037037037037,0.0,192.24814814814818,270.6,0.0,224.76666666666674,305.0037037037037,0.0,183.25925925925927,227.45185185185184,0.0,214.4,267.1629629629629,0.0,145.25555555555556,251.24074074074068,0.0
NP_057368.3,360.6,667.4,490.6,350.8,694.1,474.7,319.3,617.4,447.6,389.1,781.4,505.2,522.5,862.2,596.5,421.7,957.5,616.9,350.4,653.1,480.5,373.3,766.6,501.0,331.4,598.4,440.3,337.3444444444445,523.0370370370372,455.67777777777775,344.0666666666667,572.2555555555555,460.30000000000007,449.77777777777777,790.1814814814816,586.1851851851851,364.6962962962963,620.9925925925926,483.88148148148144,490.73333333333323,743.0444444444446,539.2296296296296,397.3333333333333,743.0444444444446,576.237037037037,403.59629629629626,688.1185185185185,528.1851851851852,422.04814814814813,752.5481481481481,548.8074074074075,490.73333333333323,780.2555555555556,561.5703703703703
NP_001108225.1,123.7,112.5,602.7,108.7,95.8,593.3,53.9,91.3,528.0,114.4,110.5,685.3,103.5,96.3,679.9,125.5,106.5,712.1,67.6,92.2,694.5,87.9,100.5,615.1,38.9,79.6,540.6,125.07037037037038,62.8,557.4111111111112,116.4703703703704,53.566666666666656,574.4333333333333,79.1222222222222,75.5185185185185,690.3888888888889,116.94074074074072,63.29259259259258,648.1962962962963,106.73703703703703,49.770370370370365,627.6296296296297,128.74814814814815,58.17777777777778,665.0148148148147,89.29259259259261,63.29259259259258,743.0444444444446,111.66296296296296,71.09629629629629,681.5592592592593,65.18888888888891,69.47037037037038,680.1222222222221
NP_005246.2,0.0,351.4,92.6,0.0,344.7,93.6,0.0,287.1,90.1,0.0,413.5,83.4,0.0,428.5,122.2,0.0,478.8,90.7,0.0,299.6,86.1,0.0,329.0,76.7,0.0,209.5,59.9,0.0,255.29999999999995,100.61851851851853,0.0,270.0777777777777,109.21851851851854,0.0,339.5037037037037,133.79259259259257,0.0,305.86666666666673,101.54444444444444,0.0,346.89629629629627,133.23333333333335,0.0,355.77037037037036,112.54074074074076,0.0,288.39259259259256,116.94074074074072,0.0,304.25925925925924,113.07407407407406,0.0,249.23703703703703,95.42962962962964
NP_036454.1,273.0,31.8,0.0,325.9,29.4,0.0,194.1,25.9,0.0,271.4,32.6,0.0,228.0,25.9,0.0,357.4,31.6,0.0,182.9,24.4,0.0,201.7,20.2,0.0,136.9,17.6,0.0,257.6555555555555,8.814814814814815,0.0,317.1518518518518,9.348148148148148,0.0,279.85555555555555,10.10740740740741,0.0,257.6555555555555,10.655555555555555,0.0,235.2555555555555,7.640740740740741,0.0,348.80370370370366,9.485185185185184,0.0,221.64814814814807,8.814814814814815,0.0,235.98888888888885,7.114814814814815,0.0,208.76296296296294,7.737037037037037,0.0
NP_001174.2,1122.6,0.0,11.9,1054.6,0.0,10.4,764.9,0.0,10.9,1169.6,0.0,11.3,1041.6,0.0,9.6,1385.0,0.0,12.0,1125.5,0.0,13.6,1097.9,0.0,13.1,844.6,0.0,7.5,1030.1074074074074,0.0,29.718518518518515,1013.2851851851849,0.0,28.829629629629625,1128.3185185185187,0.0,32.214814814814815,1084.1370370370369,0.0,29.718518518518515,996.2518518518517,0.0,27.65925925925926,1349.9148148148147,0.0,31.46666666666667,1347.6666666666663,0.0,33.348148148148155,1265.5333333333333,0.0,33.77037037037037,1269.9481481481484,0.0,29.718518518518515
NP_001238833.1,197.6,191.7,266.6,197.9,197.9,251.3,140.2,114.2,226.6,222.8,205.7,296.1,228.8,162.6,314.4,147.2,268.5,336.8,224.8,143.2,298.5,228.6,170.8,304.7,180.8,122.2,297.0,187.01111111111112,126.65185185185186,256.26296296296294,198.1888888888889,138.92592592592592,258.3962962962963,203.42592592592592,107.24814814814815,303.27407407407406,211.38888888888889,137.5037037037037,293.10370370370373,237.63703703703703,107.24814814814815,290.7222222222222,149.27037037037033,186.39999999999998,338.05185185185195,266.4037037037037,116.94074074074072,345.3703703703703,262.3259259259259,136.48148148148147,355.0851851851853,267.1629629629629,128.2074074074074,388.4962962962964
NP_057542.2,1389.5,398.4,0.0,1345.5,400.2,0.0,642.9,282.1,0.0,1406.7,419.3,0.0,1133.9,376.7,0.0,1417.8,507.6,0.0,927.6,307.0,0.0,891.7,332.9,0.0,419.9,241.7,0.0,1296.9333333333338,301.3407407407407,0.0,1303.222222222222,317.1518518518518,0.0,911.2185185185184,333.037037037037,0.0,1320.774074074074,310.6629629629629,0.0,1139.8777777777777,296.99629629629624,0.0,1390.788888888889,375.34444444444443,0.0,1089.4259259259259,299.98148148148147,0.0,1025.9592592592596,309.02962962962965,0.0,626.474074074074,300.72962962962964,0.0
XP_006712180.1,1379.5,0.0,1152.1,1437.6,0.0,1220.7,860.5,0.0,784.9,1476.9,0.0,1232.8,1156.3,0.0,1048.9,1241.2,0.0,755.6,1038.3,0.0,1090.0,980.7,0.0,848.3,872.5,0.0,834.0,1286.2703703703703,0.0,1015.8222222222221,1387.9444444444443,0.0,1083.0407407407408,1269.9481481481484,0.0,970.9407407407406,1378.6481481481478,0.0,1083.0407407407408,1156.4592592592592,0.0,911.2185185185184,1209.448148148148,0.0,708.8074074074073,1244.622222222222,0.0,1107.1444444444444,1128.3185185185187,0.0,905.5333333333334,1316.448148148148,0.0,1003.7222222222221
NP_001474.1,1072.1,665.4,1924.8,964.5,626.5,1962.9,728.4,444.9,1360.8,1146.1,602.6,1973.2,1019.5,641.4,2036.4,952.5,519.8,2003.8,885.4,527.5,1720.3,908.2,589.4,2170.8,796.8,548.3,1971.3,992.9296296296297,521.1888888888889,1578.025925925926,926.7518518518518,519.074074074074,1683.5407407407404,1053.3444444444444,561.5703703703703,1677.2740740740744,1052.0518518518516,477.4,1677.2740740740744,964.6000000000003,550.9333333333333,1736.3925925925926,905.5333333333334,384.20370370370364,1706.9777777777779,1048.9000000000003,553.4740740740742,1716.9185185185188,1053.3444444444444,563.3074074074075,2211.840740740741,1198.9592592592592,711.4703703703703,2259.0407407407415
NP_001273501.1,882.0,0.0,138.3,737.6,0.0,148.7,622.6,0.0,110.4,943.9,0.0,140.7,833.3,0.0,149.5,892.6,0.0,177.1,711.0,0.0,104.7,687.0,0.0,124.5,554.6,0.0,103.3,824.6851851851851,0.0,152.1037037037037,698.166666666667,0.0,164.6851851851852,883.8592592592594,0.0,157.30740740740742,874.6407407407409,0.0,159.55185185185186,797.5555555555554,0.0,152.74074074074073,830.2814814814813,0.0,195.80370370370372,824.6851851851851,0.0,138.44814814814814,762.7962962962963,0.0,164.2037037037037,804.3555555555556,0.0,157.30740740740742
NP_009190.2,757.3,0.0,325.2,695.4,0.0,351.1,561.9,0.0,227.9,699.0,0.0,318.1,835.4,0.0,338.9,763.1,0.0,342.9,729.4,0.0,281.6,799.5,0.0,337.2,832.4,0.0,261.0,691.5666666666666,0.0,314.60740740740744,653.5518518518518,0.0,347.9629629629629,809.8629629629629,0.0,307.5851851851853,638.8481481481481,0.0,317.55555555555554,804.3555555555556,0.0,318.2037037037037,704.474074074074,0.0,344.0666666666667,843.7925925925927,0.0,320.4925925925926,893.377777777778,0.0,390.8740740740741,1250.5296296296297,0.0,348.80370370370366
NP_001123996.1,235.8,627.8,357.6,232.3,636.1,309.6,131.6,392.9,220.7,213.2,655.2,353.9,208.3,569.5,337.0,257.7,668.4,322.8,181.0,455.1,300.0,188.1,638.0,298.1,119.2,407.2,213.8,222.2,490.73333333333323,341.95925925925934,226.86666666666662,530.2111111111111,308.3518518518518,191.64814814814807,486.43333333333345,293.73703703703706,204.1703703703704,514.9740740740741,347.9629629629629,206.98518518518517,473.67037037037034,313.38148148148144,256.7814814814815,514.9740740740741,325.3555555555555,218.34814814814817,460.30000000000007,347.5037037037037,222.2,606.2407407407408,349.4666666666667,183.84444444444446,525.6814814814816,290.7222222222222
NP_073605.4,0.0,693.9,41.3,0.0,675.8,32.5,0.0,393.1,25.7,0.0,644.5,46.1,0.0,622.0,45.9,0.0,749.5,37.9,0.0,443.8,41.0,0.0,470.5,47.5,0.0,311.8,35.0,0.0,545.7518518518518,56.4,0.0,557.4111111111112,50.11851851851852,0.0,487.6703703703704,51.34444444444444,0.0,509.6259259259259,63.63703703703705,0.0,533.2037037037037,60.43333333333334,0.0,580.1851851851852,58.17777777777778,0.0,453.02962962962965,64.35185185185186,0.0,447.38518518518526,74.99259259259259,0.0,406.3185185185185,65.18888888888891
NP_001341007.1,0.0,743.0,337.4,0.0,740.4,350.5,0.0,511.7,258.4,0.0,748.4,344.9,0.0,661.7,350.0,0.0,762.9,307.5,0.0,501.8,269.0,0.0,541.7,251.0,0.0,409.9,266.2,0.0,592.0333333333334,325.3555555555555,0.0,612.9518518518519,346.1037037037037,0.0,655.6629629629632,350.35185185185185,0.0,587.6592592592592,341.3777777777777,0.0,565.662962962963,331.1888888888888,0.0,593.3185185185185,304.25925925925924,0.0,521.1888888888889,309.02962962962965,0.0,523.0370370370372,301.9814814814815,0.0,533.9555555555556,355.0851851851853
