Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_001138940.3,250.3,0.0,499.9,233.7,0.0,462.7,118.2,0.0,255.0,203.7,0.0,493.7,167.6,0.0,376.3,192.8,0.0,580.2,110.5,0.0,266.9,120.6,0.0,259.9,91.1,0.0,153.5,237.63703703703703,0.0,470.4518518518518,228.5444444444445,0.0,449.77777777777777,167.82222222222222,0.0,343.425925925926,197.10370370370376,0.0,473.67037037037034,166.64814814814818,0.0,352.9222222222223,199.4333333333334,0.0,549.7629629629631,132.24074074074076,0.0,305.0037037037037,147.64814814814812,0.0,313.9814814814814,140.23333333333332,0.0,212.12592592592594
XP_016856722.1,0.0,1297.2,1527.0,0.0,1244.4,1460.0,0.0,801.4,847.2,0.0,1353.5,1459.1,0.0,1176.8,1411.6,0.0,1174.8,963.9,0.0,1222.3,1524.8,0.0,1287.8,1394.9,0.0,978.6,1004.3,0.0,1048.9000000000003,1276.7444444444448,0.0,1048.9000000000003,1254.9555555555557,0.0,1064.2370370370368,1053.3444444444444,0.0,1110.374074074074,1252.262962962963,0.0,1058.9925925925927,1200.4037037037035,0.0,939.1296296296294,885.4925925925927,0.0,1335.362962962963,1539.5444444444443,0.0,1310.085185185185,1438.5555555555557,0.0,1327.1740740740743,1194.903703703704
NP_068810.3,197.1,979.9,1533.1,133.2,851.0,1582.7,195.6,501.4,969.8,156.6,937.4,1470.6,268.6,707.2,1454.7,199.0,1049.1,1996.5,181.2,606.6,1163.4,150.5,765.9,1432.2,176.2,435.0,1172.5,185.2888888888889,780.2555555555556,1278.4296296296293,137.5037037037037,698.166666666667,1341.3703703703702,281.2296296296297,644.9555555555556,1209.448148148148,155.93333333333334,749.122222222222,1265.5333333333333,267.87777777777774,610.3148148148148,1236.2592592592594,203.42592592592592,822.0925925925926,1701.362962962963,219.0888888888889,634.7888888888891,1173.0814814814814,178.98148148148144,747.562962962963,1478.155555555555,260.67777777777775,558.1296296296296,1399.877777777778
NP_001518.3,70.5,1197.5,0.0,82.6,1076.7,0.0,34.6,578.5,0.0,56.2,1100.9,0.0,57.1,953.0,0.0,30.3,1014.6,0.0,30.3,700.3,0.0,28.7,744.6,0.0,19.8,480.7,0.0,73.5925925925926,963.0703703703703,0.0,88.39999999999999,905.5333333333334,0.0,55.55555555555556,742.037037037037,0.0,66.57407407407406,886.8259259259258,0.0,64.01851851851852,831.9407407407407,0.0,39.466666666666654,795.0074074074075,0.0,44.948148148148135,737.5777777777777,0.0,43.63333333333334,723.2888888888886,0.0,39.466666666666654,619.6962962962963,0.0
NP_071933.2,242.3,151.6,1338.6,254.4,159.9,1454.3,173.5,112.9,1079.8,221.5,188.2,1460.3,236.3,139.9,1621.8,269.9,195.3,1804.6,191.6,141.2,1351.7,187.5,141.4,1528.4,158.8,83.7,1250.1,229.1740740740741,96.2333333333333,1141.8111111111111,250.6222222222223,110.1148148148148,1246.9555555555553,251.71481481481476,103.43703703703704,1320.774074074074,210.0851851851852,125.60370370370372,1254.9555555555557,243.15925925925933,86.18888888888887,1368.2851851851851,265.28888888888895,125.07037037037038,1539.5444444444443,230.11111111111111,114.13333333333334,1349.9148148148147,221.64814814814807,109.63333333333331,1563.6185185185184,239.47407407407408,79.77037037037037,1475.8444444444447
XP_011540792.1,715.1,0.0,299.3,583.4,0.0,292.1,423.8,0.0,256.0,621.6,0.0,304.5,571.7,0.0,350.9,498.4,0.0,283.0,485.5,0.0,272.9,414.2,0.0,241.2,336.2,0.0,265.9,648.1962962962963,0.0,288.39259259259256,554.4037037037037,0.0,291.31481481481484,593.3185185185185,0.0,345.3703703703703,572.2555555555555,0.0,304.25925925925924,549.7629629629631,0.0,333.77037037037036,477.4,0.0,288.39259259259256,567.4629629629629,0.0,314.60740740740744,465.37037037037044,0.0,288.39259259259256,499.70370370370364,0.0,354.5296296296296
NP_057019.3,92.5,774.1,262.9,87.8,810.7,283.5,87.4,611.2,211.4,80.1,783.4,262.3,110.3,933.2,323.5,89.5,1025.4,392.9,79.9,619.6,223.4,78.9,737.4,258.0,83.3,559.1,215.1,93.30000000000001,619.6962962962963,252.9777777777778,93.30000000000001,673.7518518518518,282.62592592592586,125.60370370370372,778.8185185185184,281.2296296296297,84.25555555555556,622.8518518518518,265.90000000000003,113.57037037037036,808.262962962963,298.4037037037038,97.24444444444441,804.3555555555556,383.4851851851852,102.38888888888889,646.1629629629632,257.6555555555555,101.06296296296297,718.6481481481482,308.3518518518518,130.35925925925923,722.1185185185184,293.10370370370373
NP_001093896.1,212.7,439.7,0.0,200.0,409.2,0.0,191.8,344.0,0.0,221.1,417.8,0.0,217.9,460.1,0.0,228.5,416.4,0.0,214.7,367.7,0.0,203.1,418.6,0.0,193.0,299.4,0.0,200.5111111111111,330.2814814814815,0.0,202.7555555555556,326.862962962963,0.0,278.4703703703704,414.91481481481486,0.0,209.47037037037038,309.02962962962965,0.0,221.64814814814807,376.31851851851854,0.0,231.65555555555554,302.69999999999993,0.0,252.9777777777778,364.6962962962963,0.0,239.47407407407408,397.3333333333333,0.0,286.81111111111113,386.9814814814814,0.0
NP_005707.1,244.7,528.0,0.0,254.3,499.0,0.0,160.4,355.7,0.0,246.7,557.3,0.0,213.2,450.5,0.0,278.6,504.3,0.0,172.7,432.4,0.0,169.0,483.6,0.0,114.0,324.4,0.0,231.65555555555554,400.70000000000005,0.0,249.23703703703703,394.037037037037,0.0,233.23333333333338,435.9333333333333,0.0,238.23703703703708,435.04074074074066,0.0,213.8,366.30370370370366,0.0,273.77777777777777,372.9962962962963,0.0,206.30740740740742,442.41111111111104,0.0,199.4333333333334,463.0666666666667,0.0,174.3296296296296,420.24074074074065,0.0
NP_079092.2,225.3,683.1,0.0,243.0,626.9,0.0,130.0,348.3,0.0,261.6,649.0,0.0,209.2,534.1,0.0,281.7,744.0,0.0,185.9,443.3,0.0,211.6,517.6,0.0,118.9,306.4,0.0,212.87037037037044,534.9,0.0,238.23703703703708,521.1888888888889,0.0,189.87037037037032,424.0222222222223,0.0,246.63333333333327,512.2814814814816,0.0,208.23703703703703,449.0592592592592,0.0,277.6925925925926,575.5037037037036,0.0,222.8037037037037,451.9592592592592,0.0,247.80740740740742,494.1111111111112,0.0,182.16666666666666,395.75925925925924,0.0
NP_001124151.1,822.2,201.2,1412.1,786.2,196.6,1195.1,602.7,160.7,1094.5,791.7,203.5,1303.6,808.2,206.5,1293.4,833.9,207.5,1178.7,716.6,171.2,1227.5,719.2,163.7,1027.3,601.8,154.4,1148.0,761.1999999999999,134.41481481481483,1200.4037037037035,761.1999999999999,137.88518518518518,1064.2370370370368,854.2814814814815,168.41851851851854,1331.8259259259257,725.4518518518518,134.91481481481486,1124.2888888888888,770.9148148148147,143.90740740740742,1105.8814814814816,765.0814814814813,136.07777777777778,1044.4814814814818,830.2814814814813,147.64814814814812,1236.2592592592594,795.0074074074075,130.35925925925923,1090.7999999999997,882.4814814814816,175.19629629629623,1378.6481481481478
XP_011507899.1,1612.3,1118.5,0.0,1701.2,1216.2,0.0,827.7,519.3,0.0,1615.6,1102.1,0.0,1208.2,770.0,0.0,1868.8,1197.7,0.0,872.7,544.0,0.0,891.9,518.3,0.0,586.4,331.8,0.0,1473.2666666666667,916.2629629629632,0.0,1658.7592592592596,1017.5148148148147,0.0,1227.3444444444447,665.8333333333334,0.0,1503.4407407407411,888.2925925925925,0.0,1214.1148148148147,675.1,0.0,1782.825925925926,960.7629629629632,0.0,1025.9592592592596,573.2518518518517,0.0,1027.1518518518517,496.13333333333344,0.0,857.1851851851852,429.59999999999997,0.0
NP_057390.1,196.4,119.3,0.0,135.8,81.0,0.0,125.2,90.3,0.0,148.6,88.5,0.0,142.3,104.2,0.0,108.2,77.6,0.0,116.7,95.2,0.0,104.0,71.7,0.0,96.7,85.7,0.0,184.5074074074074,69.47037037037038,0.0,140.23333333333332,41.51481481481481,0.0,182.16666666666666,73.5925925925926,0.0,148.5074074074074,47.97037037037036,0.0,145.9185185185185,55.94444444444445,0.0,113.07407407407406,36.80740740740742,0.0,141.7037037037037,66.11851851851851,0.0,125.60370370370372,41.51481481481481,0.0,149.27037037037033,81.9111111111111,0.0
XP_024302402.1,707.0,372.2,96.6,729.0,383.6,101.7,512.8,241.7,59.2,750.3,406.2,99.2,773.2,386.8,98.0,932.8,530.9,131.5,630.3,336.8,74.3,774.6,433.8,96.7,647.7,317.9,64.4,644.0333333333335,276.9037037037037,105.75185185185184,686.925925925926,303.27407407407406,116.4703703703704,743.0444444444446,270.6,92.52962962962962,683.1370370370373,299.98148148148147,117.55555555555556,737.5777777777777,307.5851851851853,106.73703703703703,885.4925925925927,392.5037037037037,147.98518518518514,742.037037037037,324.4222222222222,98.56666666666669,860.4851851851852,411.5703703703704,134.91481481481486,951.6,410.01481481481466,101.54444444444444
NP_001273768.1,728.1,57.7,1863.5,721.4,56.7,1800.6,298.0,46.3,1415.0,741.3,63.2,1875.6,667.3,63.2,2163.5,496.0,49.7,1477.8,414.8,36.2,1539.7,572.0,44.1,1525.9,281.6,42.6,1551.7,657.1666666666666,16.570370370370373,1536.188888888889,677.9259259259261,20.67037037037037,1533.9666666666667,417.7074074074074,22.50740740740741,1746.6074074074074,672.1407407407409,28.351851851851855,1586.6111111111106,638.8481481481481,20.67037037037037,1844.981481481482,474.3111111111112,14.6,1288.1518518518517,483.0259259259259,13.103703703703705,1550.9259259259256,630.6740740740742,16.570370370370373,1557.2666666666669,415.8111111111111,22.50740740740741,1813.537037037037
NP_001304051.1,458.1,449.2,18.1,408.2,389.2,18.6,220.2,262.5,23.3,386.0,505.9,16.0,387.3,398.0,27.6,417.8,530.0,20.2,256.2,353.4,21.4,298.9,404.9,20.8,231.6,321.2,24.1,408.1518518518518,338.6037037037037,34.77407407407408,391.6703703703704,309.02962962962965,38.666666666666664,311.2185185185186,302.69999999999993,47.54814814814813,359.94444444444457,385.00740740740736,34.77407407407408,370.7592592592594,316.2814814814815,43.233333333333334,395.75925925925924,391.6703703703704,41.04074074074074,300.72962962962964,344.79999999999995,42.925925925925924,337.3444444444445,375.34444444444443,44.948148148148135,343.425925925926,415.8111111111111,51.03333333333334
NP_004273.1,211.6,1561.4,343.0,208.4,1500.8,329.0,93.9,844.5,265.5,194.6,1486.6,290.6,165.8,1325.0,331.2,186.1,1973.3,283.8,123.9,999.1,283.9,137.3,1114.4,224.3,79.9,729.5,187.7,198.97407407407405,1303.222222222222,326.862962962963,209.47037037037038,1294.47037037037,333.037037037037,130.8925925925926,1122.5074074074075,358.3888888888889,188.4962962962963,1250.5296296296297,287.65185185185175,165.362962962963,1204.9148148148151,306.7333333333333,193.4259259259259,1586.6111111111106,289.10740740740744,153.6222222222222,1076.6703703703704,323.19629629629634,163.85185185185188,1116.385185185185,272.4037037037037,125.60370370370372,994.2518518518519,261.2037037037037
NP_036265.3,223.6,551.8,0.0,199.6,596.9,0.0,178.1,465.9,0.0,220.1,598.5,0.0,265.1,677.7,0.0,196.3,680.8,0.0,181.4,531.1,0.0,189.3,592.6,0.0,178.1,495.1,0.0,210.7037037037037,422.8962962962963,0.0,199.90740740740745,497.08518518518525,0.0,260.67777777777775,585.4888888888888,0.0,208.76296296296294,473.67037037037034,0.0,265.28888888888895,582.1370370370371,0.0,201.39259259259254,528.1851851851852,0.0,219.66296296296298,558.1296296296296,0.0,224.13333333333335,566.6296296296296,0.0,264.02592592592595,638.8481481481481,0.0
NP_064621.3,992.5,1333.6,333.5,938.2,1090.6,345.7,635.7,454.5,234.1,1008.2,1434.8,356.8,803.5,750.2,320.9,975.5,969.2,304.6,763.9,728.5,326.9,751.9,676.8,290.3,631.8,410.2,246.4,908.1444444444444,1083.0407407407408,321.7851851851852,904.1074074074075,920.3629629629629,343.425925925926,899.6555555555556,573.2518518518517,315.15925925925916,937.8999999999999,1193.0333333333333,351.3888888888888,761.1999999999999,662.6074074074072,295.1259259259259,926.7518518518518,752.5481481481481,303.27407407407406,886.8259259259258,773.1222222222221,372.9962962962963,834.5111111111111,664.088888888889,341.3777777777777,930.2592592592591,534.9,330.2814814814815
NP_001186752.1,368.0,2486.2,124.5,341.5,2194.4,93.1,224.6,1301.4,48.5,359.7,2506.0,108.1,321.0,2054.2,77.0,354.8,2144.9,89.9,253.0,1766.6,61.5,270.2,1814.0,69.0,220.8,1235.8,42.8,342.7407407407408,2015.5296296296294,137.5037037037037,333.77037037037036,1864.6518518518517,108.22962962962963,318.2037037037037,1758.2888888888888,77.9851851851852,332.18518518518516,2008.5740740740735,126.65185185185186,310.6629629629629,1851.1333333333332,86.18888888888887,346.89629629629627,1729.4592592592596,111.17407407407408,295.1259259259259,1922.0074074074073,86.18888888888887,305.0037037037037,1844.981481481482,99.47777777777776,331.1888888888888,1706.9777777777779,79.1222222222222
NP_001137378.1,0.0,697.2,87.0,0.0,590.2,78.7,0.0,307.3,63.9,0.0,627.9,77.7,0.0,457.5,100.8,0.0,601.3,103.8,0.0,351.1,61.4,0.0,405.3,65.2,0.0,258.8,59.1,0.0,547.1444444444445,96.2333333333333,0.0,491.56666666666655,93.78888888888889,0.0,368.2222222222223,97.81111111111112,0.0,502.88518518518526,96.7222222222222,0.0,372.3444444444445,109.63333333333331,0.0,461.2074074074074,123.97037037037035,0.0,341.95925925925934,85.78148148148149,0.0,376.94074074074075,97.24444444444441,0.0,330.2814814814815,95.03333333333332
XP_011511152.1,34.0,0.0,172.3,39.2,0.0,165.7,25.1,0.0,157.0,36.7,0.0,170.2,44.2,0.0,205.6,37.2,0.0,162.1,30.9,0.0,286.0,42.0,0.0,230.0,33.4,0.0,383.6,43.233333333333334,0.0,182.16666666666666,48.87407407407407,0.0,181.46296296296293,41.8962962962963,0.0,215.62962962962962,47.97037037037036,0.0,183.84444444444446,52.088888888888896,0.0,204.89629629629633,50.11851851851852,0.0,180.83333333333334,45.37777777777777,0.0,325.3555555555555,61.88148148148147,0.0,275.48148148148147,58.96296296296296,0.0,488.92222222222233
NP_008872.1,1201.6,587.2,279.2,1184.8,549.8,280.6,704.0,344.7,200.5,1211.8,536.9,296.4,1046.3,475.8,231.2,1300.2,460.4,236.3,722.6,381.6,207.6,735.7,369.4,209.5,582.1,285.9,185.4,1104.0296296296297,453.02962962962965,264.6703703703704,1159.974074074074,447.38518518518526,281.2296296296297,1005.125925925926,416.87037037037044,265.28888888888895,1122.5074074074075,415.8111111111111,293.73703703703706,1000.6518518518519,400.70000000000005,220.27037037037033,1261.7185185185185,337.3444444444445,249.23703703703703,838.1259259259258,383.4851851851852,242.33333333333334,811.3555555555556,335.2333333333332,258.3962962962963,852.6222222222221,375.34444444444443,256.7814814814815
NP_060268.2,0.0,548.7,391.0,0.0,514.5,311.6,0.0,366.9,263.9,0.0,515.0,338.1,0.0,583.2,331.6,0.0,366.2,292.9,0.0,519.5,282.8,0.0,442.8,231.3,0.0,378.8,264.8,0.0,416.87037037037044,369.07037037037037,0.0,410.73333333333335,312.58148148148143,0.0,454.3703703703703,355.0851851851853,0.0,390.8740740740741,337.3444444444445,0.0,493.1814814814814,307.5851851851853,0.0,264.02592592592595,295.1259259259259,0.0,542.2333333333333,321.0777777777777,0.0,420.24074074074065,278.4703703703704,0.0,485.62592592592586,352.32222222222214
NP_061989.2,416.5,360.6,254.2,344.1,330.0,238.2,148.9,255.2,189.2,368.0,351.7,269.4,265.5,324.5,225.2,243.6,282.7,213.1,296.7,301.0,203.4,287.9,287.4,210.1,152.0,220.1,145.6,383.4851851851852,265.28888888888895,245.21481481481484,336.71851851851864,251.24074074074068,247.80740740740742,215.62962962962962,293.73703703703706,251.24074074074068,344.0666666666667,258.3962962962963,272.4037037037037,265.90000000000003,249.962962962963,215.62962962962962,245.21481481481484,196.40370370370366,225.38148148148144,337.3444444444445,291.31481481481484,235.98888888888885,326.862962962963,252.9777777777778,259.5740740740741,231.0888888888889,265.28888888888895,202.38888888888889
NP_001311404.1,940.1,0.0,42.6,870.6,0.0,35.9,422.8,0.0,25.2,932.8,0.0,42.6,1081.5,0.0,49.7,889.9,0.0,53.3,603.9,0.0,34.2,630.3,0.0,26.2,333.8,0.0,26.9,874.6407407407409,0.0,58.629629629629626,848.125925925926,0.0,53.25185185185186,588.6148148148148,0.0,50.6074074074074,862.1814814814815,0.0,60.43333333333334,1060.540740740741,0.0,62.8,824.6851851851851,0.0,74.48518518518519,715.3037037037038,0.0,56.4,703.0444444444445,0.0,51.03333333333334,495.1888888888889,0.0,54.08148148148147
NP_060755.1,353.3,73.4,111.8,298.1,58.8,97.2,226.3,52.4,90.5,275.8,61.6,83.3,264.3,74.5,95.6,242.7,67.7,74.8,223.4,48.4,82.3,196.4,45.0,57.2,182.1,42.5,73.6,328.4703703703704,33.77037037037037,120.31851851851853,295.1259259259259,23.066666666666666,112.0888888888889,319.97407407407405,30.15185185185185,136.07777777777778,261.8407407407408,24.29259259259259,101.06296296296297,264.02592592592595,31.88148148148148,103.02592592592595,243.8814814814815,30.15185185185185,98.14074074074071,262.937037037037,21.31851851851852,110.5925925925926,230.11111111111111,16.885185185185183,83.84444444444442,270.6,22.262962962962963,113.07407407407406
NP_057678.1,265.6,0.0,97.0,259.1,0.0,77.6,201.3,0.0,60.9,267.9,0.0,54.2,253.9,0.0,75.5,239.5,0.0,62.0,336.7,0.0,95.9,386.1,0.0,86.0,303.7,0.0,107.4,251.71481481481476,0.0,106.73703703703703,259.02592592592595,0.0,93.0185185185185,287.65185185185175,0.0,93.78888888888889,252.9777777777778,0.0,71.60370370370372,255.29999999999995,0.0,84.78148148148146,241.70370370370367,0.0,81.9111111111111,385.00740740740736,0.0,127.24444444444444,438.4592592592594,0.0,121.30740740740737,449.77777777777777,0.0,164.2037037037037
XP_005261854.1,758.3,605.1,193.0,671.4,517.5,195.6,325.3,339.2,175.9,719.1,629.0,192.9,772.2,609.7,248.7,613.0,708.5,207.5,474.6,440.0,185.3,528.8,493.1,171.8,234.4,284.8,191.4,693.9814814814815,475.30740740740754,197.10370370370376,642.8444444444443,414.91481481481486,208.76296296296294,458.6703703703704,408.92962962962946,234.61481481481482,650.2666666666667,503.7333333333333,205.54444444444445,733.9074074074073,523.9481481481481,237.63703703703703,576.237037037037,552.4296296296296,220.86666666666665,548.8074074074075,447.38518518518526,217.9,585.4888888888888,475.30740740740754,218.34814814814817,346.89629629629627,372.9962962962963,265.90000000000003
NP_002204.2,840.5,460.5,1144.7,800.8,480.0,1147.3,489.7,304.4,907.9,875.3,460.1,1274.5,852.3,470.5,1393.2,1120.6,683.3,1474.5,687.1,360.7,1041.0,800.9,433.5,1227.8,587.3,358.5,1030.9,783.8962962962964,344.79999999999995,1013.2851851851849,773.1222222222221,382.05555555555543,1039.9592592592594,699.4925925925926,362.8222222222222,1130.325925925926,811.3555555555556,342.7407407407408,1108.7407407407406,814.0222222222221,393.3370370370371,1187.3444444444442,1069.4555555555557,530.2111111111111,1282.374074074074,802.151851851852,354.5296296296296,1069.4555555555557,896.625925925926,410.73333333333335,1274.188888888889,858.5851851851852,463.7962962962963,1215.4851851851852
NP_037425.1,0.0,57.1,234.9,0.0,47.8,219.3,0.0,44.2,141.1,0.0,51.7,192.7,0.0,57.4,187.0,0.0,51.5,170.8,0.0,47.0,154.8,0.0,53.6,145.7,0.0,45.1,139.1,0.0,16.07777777777778,232.29999999999998,0.0,14.42962962962963,232.29999999999998,0.0,20.996296296296297,195.40370370370368,0.0,15.974074074074073,204.89629629629633,0.0,16.44074074074074,183.25925925925927,0.0,14.929629629629627,187.01111111111112,0.0,17.081481481481482,189.87037037037032,0.0,23.696296296296296,187.81111111111107,0.0,29.32962962962963,192.24814814814818
NP_005751.2,1309.4,0.0,193.1,1212.2,0.0,188.2,1060.4,0.0,166.8,1345.4,0.0,197.6,1521.3,0.0,258.2,1547.8,0.0,161.2,1038.0,0.0,186.8,911.1,0.0,144.2,855.9,0.0,140.0,1227.3444444444447,0.0,197.74074074074076,1185.0814814814812,0.0,200.5111111111111,1629.9740740740735,0.0,226.86666666666662,1248.7740740740742,0.0,207.7962962962963,1554.0259259259255,0.0,246.63333333333327,1518.6962962962966,0.0,178.98148148148144,1240.1703703703704,0.0,219.66296296296298,1057.014814814815,0.0,185.79259259259257,1292.7074074074071,0.0,194.2259259259259
NP_001016.1,0.0,1587.6,1969.2,0.0,1397.9,1822.4,0.0,1007.7,1238.0,0.0,1456.5,1937.6,0.0,1331.3,1764.0,0.0,1710.8,2124.3,0.0,1130.5,1579.9,0.0,1168.7,1537.9,0.0,1094.0,1421.7,0.0,1335.362962962963,1627.7407407407406,0.0,1211.1333333333332,1554.0259259259255,0.0,1396.8740740740743,1503.4407407407411,0.0,1218.9592592592594,1643.1407407407405,0.0,1211.1333333333332,1488.1148148148147,0.0,1390.788888888889,1828.6222222222223,0.0,1206.9777777777776,1594.5222222222224,0.0,1173.0814814814814,1571.7518518518516,0.0,1499.048148148148,1680.3555555555552
NP_001307684.1,0.0,151.7,257.1,0.0,132.0,245.3,0.0,115.0,241.2,0.0,157.7,231.5,0.0,146.8,318.2,0.0,204.6,290.4,0.0,118.2,237.2,0.0,121.2,212.1,0.0,86.6,224.1,0.0,96.7222222222222,248.52962962962968,0.0,87.47407407407407,250.6222222222223,0.0,108.22962962962963,324.4222222222222,0.0,105.07777777777777,242.33333333333334,0.0,90.63333333333334,293.10370370370373,0.0,133.23333333333335,294.44074074074075,0.0,92.02592592592593,273.1666666666667,0.0,92.52962962962962,261.2037037037037,0.0,82.76666666666667,298.4037037037038
NP_006338.1,1798.4,0.0,261.3,1611.6,0.0,272.5,863.3,0.0,216.3,1614.9,0.0,318.7,1364.6,0.0,329.7,1430.3,0.0,340.0,1037.0,0.0,263.2,971.4,0.0,233.7,746.8,0.0,227.2,1666.2555555555557,0.0,251.71481481481476,1550.9259259259256,0.0,274.50370370370376,1274.188888888889,0.0,286.81111111111113,1501.0777777777778,0.0,319.97407407407405,1378.6481481481478,0.0,304.25925925925924,1399.877777777778,0.0,341.3777777777777,1238.0481481481477,0.0,301.3407407407407,1116.385185185185,0.0,281.95185185185187,1124.2888888888888,0.0,301.9814814814815
NP_001161066.1,314.2,0.0,1403.1,308.4,0.0,1474.1,238.3,0.0,841.5,299.6,0.0,1257.6,325.2,0.0,1248.0,292.0,0.0,1825.7,376.8,0.0,1257.5,277.0,0.0,1505.6,269.5,0.0,1074.3,293.10370370370373,0.0,1194.903703703704,304.25925925925924,0.0,1263.537037037037,335.9814814814814,0.0,1048.9000000000003,277.6925925925926,0.0,1104.0296296296297,317.1518518518518,0.0,1058.9925925925927,284.75555555555553,0.0,1550.9259259259256,439.83333333333326,0.0,1274.188888888889,309.98888888888894,0.0,1526.414814814815,398.9666666666667,0.0,1274.188888888889
XP_005245370.1,0.0,1027.6,636.8,0.0,1035.4,582.7,0.0,445.8,319.5,0.0,1024.8,583.7,0.0,747.0,426.4,0.0,907.8,606.8,0.0,618.6,435.9,0.0,608.3,564.1,0.0,403.6,425.6,0.0,834.5111111111111,585.4888888888888,0.0,868.7185185185184,563.3074074074075,0.0,563.3074074074075,422.8962962962963,0.0,826.2407407407404,550.9333333333333,0.0,660.6666666666669,397.3333333333333,0.0,699.4925925925926,566.6296296296296,0.0,644.0333333333335,477.4,0.0,578.3777777777777,610.3148148148148,0.0,519.074074074074,537.1814814814816
NP_001014972.1,47.3,391.5,657.8,40.5,290.2,650.7,38.5,142.8,570.4,36.5,344.4,661.3,58.0,265.9,815.6,39.4,296.6,568.5,48.0,197.3,592.5,32.4,238.3,571.8,51.7,119.1,564.7,55.55555555555556,295.9777777777777,604.2111111111112,49.770370370370365,213.8,614.9666666666667,58.629629629629626,143.32222222222222,730.6592592592592,47.54814814814813,250.6222222222223,621.874074074074,65.18888888888891,197.10370370370376,733.0666666666666,51.75925925925925,210.0851851851852,541.337037037037,66.57407407407406,172.4444444444444,648.1962962962963,51.03333333333334,206.98518518518517,623.9999999999999,84.25555555555556,121.30740740740737,711.4703703703703
NP_001356414.1,0.0,553.2,1191.2,0.0,540.3,893.8,0.0,467.7,343.4,0.0,556.5,1056.2,0.0,615.9,764.9,0.0,673.4,816.6,0.0,490.6,595.2,0.0,471.6,600.7,0.0,392.1,327.7,0.0,424.66296296296287,1041.6111111111113,0.0,437.04814814814813,824.6851851851851,0.0,592.0333333333334,447.38518518518526,0.0,434.05925925925925,957.8592592592593,0.0,528.1851851851852,691.5666666666666,0.0,522.2037037037037,766.5222222222224,0.0,502.88518518518526,650.2666666666667,0.0,449.77777777777777,658.4666666666669,0.0,504.74814814814806,431.2851851851852
NP_061888.1,107.7,0.0,297.3,105.1,0.0,312.3,52.9,0.0,278.2,116.6,0.0,331.7,128.4,0.0,372.5,136.6,0.0,330.7,135.7,0.0,318.5,140.6,0.0,342.6,93.1,0.0,318.1,103.97037037037035,0.0,286.2037037037037,112.54074074074076,0.0,313.9814814814814,78.34814814814814,0.0,372.3444444444445,119.15925925925929,0.0,332.18518518518516,132.66666666666666,0.0,346.89629629629627,137.5037037037037,0.0,330.2814814814815,163.07777777777775,0.0,366.30370370370366,165.88518518518524,0.0,399.7296296296298,143.32222222222222,0.0,416.87037037037044
NP_008909.1,173.6,47.8,145.4,179.5,53.9,146.9,137.6,44.7,95.5,184.7,46.8,147.7,202.1,48.5,126.9,164.5,49.7,173.8,155.9,45.7,123.2,175.0,44.8,129.7,140.3,33.6,89.7,165.88518518518524,13.78148148148148,156.5740740740741,182.86296296296294,15.814814814814815,162.44074074074072,199.4333333333334,21.31851851851852,143.90740740740742,182.86296296296294,14.6,164.2037037037037,201.39259259259254,13.5,135.3666666666667,167.26296296296297,14.6,192.24814814814818,187.01111111111112,16.766666666666666,154.69629629629628,204.89629629629633,16.766666666666666,169.00000000000003,217.14074074074077,14.6,139.64814814814815
